Timing samples: mode=median repeats=5 warmup=1 metric=kernel_ms

group   name              kernel        rows      cols      block_x grid_x  cpu   gpu   total_ms    kernel_ms   
scale   scale_sq          float4        4096      4096      256     16      SKIP  SKIP  36.610      0.776       
scale   scale_sq          float4        4096      4096      256     32      SKIP  SKIP  36.423      0.755       
scale   scale_sq          float4        4096      4096      256     64      SKIP  SKIP  33.987      0.753       
scale   scale_sq          float4        4096      4096      256     128     SKIP  SKIP  35.172      0.762       
scale   scale_sq          float4        4096      4096      512     8       SKIP  SKIP  34.061      0.777       
scale   scale_sq          float4        4096      4096      512     16      SKIP  SKIP  31.510      0.755       
scale   scale_sq          float4        4096      4096      512     32      SKIP  SKIP  33.566      0.753       
scale   scale_sq          float4        4096      4096      512     64      SKIP  SKIP  32.020      0.761       
scale   scale_sq          float4        4096      4096      512     128     SKIP  SKIP  30.931      0.752       
scale   scale_rect_1      float4        6144      4096      64      8       SKIP  SKIP  70.096      4.353       
scale   scale_rect_1      float4        6144      4096      64      16      SKIP  SKIP  58.361      2.377       
scale   scale_rect_1      float4        6144      4096      64      32      SKIP  SKIP  64.085      1.428       
scale   scale_rect_1      float4        6144      4096      64      64      SKIP  SKIP  54.898      1.163       
scale   scale_rect_1      float4        6144      4096      64      128     SKIP  SKIP  48.404      1.124       
scale   scale_rect_1      float4        6144      4096      128     8       SKIP  SKIP  70.174      2.365       
scale   scale_rect_1      float4        6144      4096      128     16      SKIP  SKIP  54.816      1.425       
scale   scale_rect_1      float4        6144      4096      128     32      SKIP  SKIP  58.123      1.159       
scale   scale_rect_1      float4        6144      4096      128     64      SKIP  SKIP  48.852      1.129       
scale   scale_rect_1      float4        6144      4096      128     128     SKIP  SKIP  52.217      1.123       
scale   scale_rect_1      float4        6144      4096      256     8       SKIP  SKIP  47.475      1.432       
scale   scale_rect_1      float4        6144      4096      256     16      SKIP  SKIP  46.201      1.158       
scale   scale_rect_1      float4        6144      4096      256     32      SKIP  SKIP  53.385      1.127       
scale   scale_rect_1      float4        6144      4096      256     64      SKIP  SKIP  52.622      1.127       
scale   scale_rect_1      float4        6144      4096      256     128     SKIP  SKIP  54.952      1.135       
scale   scale_rect_1      float4        6144      4096      512     8       SKIP  SKIP  51.539      1.159       
scale   scale_rect_1      float4        6144      4096      512     16      SKIP  SKIP  48.750      1.124       
scale   scale_rect_1      float4        6144      4096      512     32      SKIP  SKIP  49.850      1.124       
scale   scale_rect_1      float4        6144      4096      512     64      SKIP  SKIP  49.105      1.139       
scale   scale_rect_1      float4        6144      4096      512     128     SKIP  SKIP  47.598      1.120       
scale   scale_rect_2      float4        4096      8192      64      8       SKIP  SKIP  88.859      5.771       
scale   scale_rect_2      float4        4096      8192      64      16      SKIP  SKIP  72.336      3.155       
scale   scale_rect_2      float4        4096      8192      64      32      SKIP  SKIP  68.790      1.880       
scale   scale_rect_2      float4        4096      8192      64      64      SKIP  SKIP  73.558      1.542       
scale   scale_rect_2      float4        4096      8192      64      128     SKIP  SKIP  59.954      1.503       
scale   scale_rect_2      float4        4096      8192      128     8       SKIP  SKIP  73.925      3.153       
scale   scale_rect_2      float4        4096      8192      128     16      SKIP  SKIP  67.261      1.882       
scale   scale_rect_2      float4        4096      8192      128     32      SKIP  SKIP  64.444      1.542       
scale   scale_rect_2      float4        4096      8192      128     64      SKIP  SKIP  64.512      1.501       
scale   scale_rect_2      float4        4096      8192      128     128     SKIP  SKIP  66.789      1.500       
scale   scale_rect_2      float4        4096      8192      256     8       SKIP  SKIP  69.250      1.882       
scale   scale_rect_2      float4        4096      8192      256     16      SKIP  SKIP  60.086      1.539       
scale   scale_rect_2      float4        4096      8192      256     32      SKIP  SKIP  61.095      1.503       
scale   scale_rect_2      float4        4096      8192      256     64      SKIP  SKIP  62.181      1.498       
scale   scale_rect_2      float4        4096      8192      256     128     SKIP  SKIP  65.718      1.523       
scale   scale_rect_2      float4        4096      8192      512     8       SKIP  SKIP  67.878      1.542       
scale   scale_rect_2      float4        4096      8192      512     16      SKIP  SKIP  63.992      1.501       
scale   scale_rect_2      float4        4096      8192      512     32      SKIP  SKIP  66.135      1.502       
scale   scale_rect_2      float4        4096      8192      512     64      SKIP  SKIP  69.180      1.517       
scale   scale_rect_2      float4        4096      8192      512     128     SKIP  SKIP  67.761      1.499       

Scaling Heatmaps (kernel_ms, lower is better)
============================================================

scale_tensara_1 / basic  best=(128, 128) -> 0.779 ms
block\grid8         16        32        64        128       
64        10.394    5.311     2.772     1.510     0.941     
128       5.328     2.781     1.508     0.941     0.779     
256       2.772     1.514     0.940     0.779     0.878     
512       1.510     0.944     0.780     0.879     0.835     

scale_tensara_1 / float4  best=(512, 128) -> 0.750 ms
block\grid8         16        32        64        128       
64        3.044     1.651     0.991     0.779     0.753     
128       1.591     0.966     0.776     0.756     0.755     
256       0.968     0.777     0.755     0.755     0.762     
512       0.777     0.753     0.754     0.761     0.750     

scale_tensara_2 / basic  best=(128, 128) -> 1.167 ms
block\grid8         16        32        64        128       
64        15.581    7.978     4.159     2.249     1.402     
128       7.990     4.161     2.250     1.408     1.167     
256       4.152     2.257     1.402     1.168     1.468     
512       2.247     1.400     1.171     1.450     1.192     

scale_tensara_2 / float4  best=(512, 128) -> 1.119 ms
block\grid8         16        32        64        128       
64        4.326     2.369     1.430     1.161     1.123     
128       2.367     1.427     1.160     1.124     1.124     
256       1.423     1.162     1.126     1.124     1.138     
512       1.163     1.125     1.124     1.135     1.119     

scale_tensara_3 / basic  best=(128, 128) -> 1.364 ms
block\grid8         16        32        64        128       
64        18.209    9.312     4.863     2.621     1.631     
128       9.326     4.871     2.622     1.628     1.364     
256       4.871     2.613     1.627     1.364     1.527     
512       2.612     1.629     1.365     1.531     1.430     

scale_tensara_3 / float4  best=(64, 128) -> 1.311 ms
block\grid8         16        32        64        128       
64        5.127     2.754     1.669     1.354     1.311     
128       2.755     1.661     1.353     1.311     1.313     
256       1.659     1.353     1.313     1.315     1.328     
512       1.355     1.312     1.312     1.330     1.312     

scale_tensara_4 / basic  best=(128, 128) -> 1.556 ms
block\grid8         16        32        64        128       
64        20.761    10.667    5.542     3.015     1.859     
128       10.672    5.556     3.011     1.861     1.556     
256       5.551     3.011     1.864     1.559     1.746     
512       3.000     1.858     1.556     1.748     1.620     

scale_tensara_4 / float4  best=(128, 128) -> 1.499 ms
block\grid8         16        32        64        128       
64        5.789     3.162     1.878     1.539     1.501     
128       3.151     1.883     1.542     1.502     1.499     
256       1.875     1.540     1.502     1.500     1.516     
512       1.541     1.501     1.501     1.518     1.499     

scale_tensara_5 / basic  best=(256, 64) -> 3.134 ms
block\grid8         16        32        64        128       
64        41.506    21.249    11.253    6.019     3.734     
128       21.309    11.234    6.019     3.728     3.135     
256       11.241    6.000     3.741     3.134     3.492     
512       6.128     3.734     3.137     3.501     3.183     

scale_tensara_5 / float4  best=(64, 128) -> 2.986 ms
block\grid8         16        32        64        128       
64        11.540    6.296     3.793     3.088     2.986     
128       6.322     3.796     3.088     2.988     2.987     
256       3.785     3.087     2.990     2.992     3.027     
512       3.088     2.987     2.994     3.027     2.989     

scale_sq / basic  best=(256, 64) -> 0.782 ms
block\grid8         16        32        64        128       
64        10.415    5.326     2.778     1.511     0.943     
128       5.340     2.786     1.514     0.942     0.784     
256       2.779     1.514     0.943     0.782     0.877     
512       1.512     0.945     0.782     0.877     0.803     

scale_sq / float4  best=(128, 128) -> 0.752 ms
block\grid8         16        32        64        128       
64        2.895     1.594     0.969     0.775     0.753     
128       1.595     0.969     0.780     0.753     0.752     
256       0.971     0.776     0.755     0.753     0.762     
512       0.777     0.755     0.753     0.761     0.752     

scale_rect_1 / basic  best=(128, 128) -> 1.168 ms
block\grid8         16        32        64        128       
64        15.611    7.991     4.169     2.255     1.401     
128       8.010     4.169     2.258     1.402     1.168     
256       4.162     2.259     1.402     1.168     1.498     
512       2.251     1.401     1.168     1.427     1.197     

scale_rect_1 / float4  best=(512, 128) -> 1.120 ms
block\grid8         16        32        64        128       
64        4.353     2.377     1.428     1.163     1.124     
128       2.365     1.425     1.159     1.129     1.123     
256       1.432     1.158     1.127     1.127     1.135     
512       1.159     1.124     1.124     1.139     1.120     

scale_rect_2 / basic  best=(256, 64) -> 1.552 ms
block\grid8         16        32        64        128       
64        20.830    10.694    5.555     3.015     1.863     
128       10.693    5.570     3.020     1.866     1.555     
256       5.567     3.015     1.865     1.552     1.744     
512       3.004     1.868     1.554     1.748     1.677     

scale_rect_2 / float4  best=(256, 64) -> 1.498 ms
block\grid8         16        32        64        128       
64        5.771     3.155     1.880     1.542     1.503     
128       3.153     1.882     1.542     1.501     1.500     
256       1.882     1.539     1.503     1.498     1.523     
512       1.542     1.501     1.502     1.517     1.499     
