Timing samples: mode=median repeats=5 warmup_rounds=5 shuffle_seed=6221076 metric=kernel_ms
CPU reference implemented: yes
GPU kernel implemented: yes

group     name                        kernel    H           H_out       K       stride  pad     dil     block   grid    cpu     gpu     total_ms    kernel_ms   
overlap   p6_large_1                  basic     1048576     262144      7       4       3       1       256     16      SKIP    SKIP    0.050       0.050       
overlap   p6_large_1                  basic     1048576     262144      7       4       3       1       256     32      SKIP    SKIP    0.036       0.036       
overlap   p6_large_1                  basic     1048576     262144      7       4       3       1       256     64      SKIP    SKIP    0.034       0.034       
overlap   p6_large_1                  basic     1048576     262144      7       4       3       1       256     128     SKIP    SKIP    0.040       0.040       
overlap   p6_large_1                  basic     1048576     262144      7       4       3       1       512     8       SKIP    SKIP    0.052       0.052       
overlap   p6_large_1                  basic     1048576     262144      7       4       3       1       512     16      SKIP    SKIP    0.036       0.036       
overlap   p6_large_1                  basic     1048576     262144      7       4       3       1       512     32      SKIP    SKIP    0.036       0.036       
overlap   p6_large_1                  basic     1048576     262144      7       4       3       1       512     64      SKIP    SKIP    0.037       0.037       
overlap   p6_large_1                  basic     1048576     262144      7       4       3       1       512     128     SKIP    SKIP    0.035       0.035       
overlap   p6_large_1                  shared    1048576     262144      7       4       3       1       64      8       SKIP    SKIP    0.841       0.841       
overlap   p6_large_1                  shared    1048576     262144      7       4       3       1       64      16      SKIP    SKIP    0.428       0.428       
overlap   p6_large_1                  shared    1048576     262144      7       4       3       1       64      32      SKIP    SKIP    0.219       0.219       
overlap   p6_large_1                  shared    1048576     262144      7       4       3       1       64      64      SKIP    SKIP    0.116       0.116       
overlap   p6_large_1                  shared    1048576     262144      7       4       3       1       64      128     SKIP    SKIP    0.070       0.070       
overlap   p6_large_1                  shared    1048576     262144      7       4       3       1       128     8       SKIP    SKIP    0.435       0.435       
overlap   p6_large_1                  shared    1048576     262144      7       4       3       1       128     16      SKIP    SKIP    0.222       0.222       
overlap   p6_large_1                  shared    1048576     262144      7       4       3       1       128     32      SKIP    SKIP    0.118       0.118       
overlap   p6_large_1                  shared    1048576     262144      7       4       3       1       128     64      SKIP    SKIP    0.065       0.065       
overlap   p6_large_1                  shared    1048576     262144      7       4       3       1       128     128     SKIP    SKIP    0.041       0.041       
overlap   p6_large_1                  shared    1048576     262144      7       4       3       1       256     8       SKIP    SKIP    0.232       0.232       
overlap   p6_large_1                  shared    1048576     262144      7       4       3       1       256     16      SKIP    SKIP    0.121       0.121       
overlap   p6_large_1                  shared    1048576     262144      7       4       3       1       256     32      SKIP    SKIP    0.070       0.070       
overlap   p6_large_1                  shared    1048576     262144      7       4       3       1       256     64      SKIP    SKIP    0.045       0.045       
overlap   p6_large_1                  shared    1048576     262144      7       4       3       1       256     128     SKIP    SKIP    0.047       0.047       
overlap   p6_large_1                  shared    1048576     262144      7       4       3       1       512     8       SKIP    SKIP    0.129       0.129       
overlap   p6_large_1                  shared    1048576     262144      7       4       3       1       512     16      SKIP    SKIP    0.071       0.071       
overlap   p6_large_1                  shared    1048576     262144      7       4       3       1       512     32      SKIP    SKIP    0.044       0.044       
overlap   p6_large_1                  shared    1048576     262144      7       4       3       1       512     64      SKIP    SKIP    0.049       0.049       
overlap   p6_large_1                  shared    1048576     262144      7       4       3       1       512     128     SKIP    SKIP    0.042       0.042       
overlap   p6_large_2                  basic     1048583     349528      5       3       2       1       64      8       SKIP    SKIP    0.354       0.354       
overlap   p6_large_2                  basic     1048583     349528      5       3       2       1       64      16      SKIP    SKIP    0.185       0.185       
overlap   p6_large_2                  basic     1048583     349528      5       3       2       1       64      32      SKIP    SKIP    0.100       0.100       
overlap   p6_large_2                  basic     1048583     349528      5       3       2       1       64      64      SKIP    SKIP    0.056       0.056       
overlap   p6_large_2                  basic     1048583     349528      5       3       2       1       64      128     SKIP    SKIP    0.041       0.041       
overlap   p6_large_2                  basic     1048583     349528      5       3       2       1       128     8       SKIP    SKIP    0.185       0.185       
overlap   p6_large_2                  basic     1048583     349528      5       3       2       1       128     16      SKIP    SKIP    0.098       0.098       
overlap   p6_large_2                  basic     1048583     349528      5       3       2       1       128     32      SKIP    SKIP    0.056       0.056       
overlap   p6_large_2                  basic     1048583     349528      5       3       2       1       128     64      SKIP    SKIP    0.039       0.039       
overlap   p6_large_2                  basic     1048583     349528      5       3       2       1       128     128     SKIP    SKIP    0.036       0.036       
overlap   p6_large_2                  basic     1048583     349528      5       3       2       1       256     8       SKIP    SKIP    0.098       0.098       
overlap   p6_large_2                  basic     1048583     349528      5       3       2       1       256     16      SKIP    SKIP    0.056       0.056       
overlap   p6_large_2                  basic     1048583     349528      5       3       2       1       256     32      SKIP    SKIP    0.042       0.042       
overlap   p6_large_2                  basic     1048583     349528      5       3       2       1       256     64      SKIP    SKIP    0.037       0.037       
overlap   p6_large_2                  basic     1048583     349528      5       3       2       1       256     128     SKIP    SKIP    0.039       0.039       
overlap   p6_large_2                  basic     1048583     349528      5       3       2       1       512     8       SKIP    SKIP    0.056       0.056       
overlap   p6_large_2                  basic     1048583     349528      5       3       2       1       512     16      SKIP    SKIP    0.040       0.040       
overlap   p6_large_2                  basic     1048583     349528      5       3       2       1       512     32      SKIP    SKIP    0.035       0.035       
overlap   p6_large_2                  basic     1048583     349528      5       3       2       1       512     64      SKIP    SKIP    0.037       0.037       
overlap   p6_large_2                  basic     1048583     349528      5       3       2       1       512     128     SKIP    SKIP    0.037       0.037       
overlap   p6_large_2                  shared    1048583     349528      5       3       2       1       64      8       SKIP    SKIP    0.854       0.854       
overlap   p6_large_2                  shared    1048583     349528      5       3       2       1       64      16      SKIP    SKIP    0.433       0.433       
overlap   p6_large_2                  shared    1048583     349528      5       3       2       1       64      32      SKIP    SKIP    0.221       0.221       
overlap   p6_large_2                  shared    1048583     349528      5       3       2       1       64      64      SKIP    SKIP    0.120       0.120       
overlap   p6_large_2                  shared    1048583     349528      5       3       2       1       64      128     SKIP    SKIP    0.068       0.068       
overlap   p6_large_2                  shared    1048583     349528      5       3       2       1       128     8       SKIP    SKIP    0.434       0.434       
overlap   p6_large_2                  shared    1048583     349528      5       3       2       1       128     16      SKIP    SKIP    0.223       0.223       
overlap   p6_large_2                  shared    1048583     349528      5       3       2       1       128     32      SKIP    SKIP    0.119       0.119       
overlap   p6_large_2                  shared    1048583     349528      5       3       2       1       128     64      SKIP    SKIP    0.067       0.067       
overlap   p6_large_2                  shared    1048583     349528      5       3       2       1       128     128     SKIP    SKIP    0.041       0.041       
overlap   p6_large_2                  shared    1048583     349528      5       3       2       1       256     8       SKIP    SKIP    0.233       0.233       
overlap   p6_large_2                  shared    1048583     349528      5       3       2       1       256     16      SKIP    SKIP    0.123       0.123       
overlap   p6_large_2                  shared    1048583     349528      5       3       2       1       256     32      SKIP    SKIP    0.069       0.069       
overlap   p6_large_2                  shared    1048583     349528      5       3       2       1       256     64      SKIP    SKIP    0.043       0.043       
overlap   p6_large_2                  shared    1048583     349528      5       3       2       1       256     128     SKIP    SKIP    0.047       0.047       
overlap   p6_large_2                  shared    1048583     349528      5       3       2       1       512     8       SKIP    SKIP    0.133       0.133       
overlap   p6_large_2                  shared    1048583     349528      5       3       2       1       512     16      SKIP    SKIP    0.071       0.071       
overlap   p6_large_2                  shared    1048583     349528      5       3       2       1       512     32      SKIP    SKIP    0.046       0.046       
overlap   p6_large_2                  shared    1048583     349528      5       3       2       1       512     64      SKIP    SKIP    0.048       0.048       
overlap   p6_large_2                  shared    1048583     349528      5       3       2       1       512     128     SKIP    SKIP    0.041       0.041       
overlap   overlap_k15_s1              basic     16777216    16777216    15      1       7       1       64      8       SKIP    SKIP    30.619      30.619      
overlap   overlap_k15_s1              basic     16777216    16777216    15      1       7       1       64      16      SKIP    SKIP    15.362      15.362      
overlap   overlap_k15_s1              basic     16777216    16777216    15      1       7       1       64      32      SKIP    SKIP    7.700       7.700       
overlap   overlap_k15_s1              basic     16777216    16777216    15      1       7       1       64      64      SKIP    SKIP    3.985       3.985       
overlap   overlap_k15_s1              basic     16777216    16777216    15      1       7       1       64      128     SKIP    SKIP    2.430       2.430       
overlap   overlap_k15_s1              basic     16777216    16777216    15      1       7       1       128     8       SKIP    SKIP    15.396      15.396      
overlap   overlap_k15_s1              basic     16777216    16777216    15      1       7       1       128     16      SKIP    SKIP    7.700       7.700       
overlap   overlap_k15_s1              basic     16777216    16777216    15      1       7       1       128     32      SKIP    SKIP    3.980       3.980       
overlap   overlap_k15_s1              basic     16777216    16777216    15      1       7       1       128     64      SKIP    SKIP    2.388       2.388       
overlap   overlap_k15_s1              basic     16777216    16777216    15      1       7       1       128     128     SKIP    SKIP    1.597       1.597       
overlap   overlap_k15_s1              basic     16777216    16777216    15      1       7       1       256     8       SKIP    SKIP    7.842       7.842       
overlap   overlap_k15_s1              basic     16777216    16777216    15      1       7       1       256     16      SKIP    SKIP    3.963       3.963       
overlap   overlap_k15_s1              basic     16777216    16777216    15      1       7       1       256     32      SKIP    SKIP    2.311       2.311       
overlap   overlap_k15_s1              basic     16777216    16777216    15      1       7       1       256     64      SKIP    SKIP    1.639       1.639       
overlap   overlap_k15_s1              basic     16777216    16777216    15      1       7       1       256     128     SKIP    SKIP    1.501       1.501       
overlap   overlap_k15_s1              basic     16777216    16777216    15      1       7       1       512     8       SKIP    SKIP    4.169       4.169       
overlap   overlap_k15_s1              basic     16777216    16777216    15      1       7       1       512     16      SKIP    SKIP    2.171       2.171       
overlap   overlap_k15_s1              basic     16777216    16777216    15      1       7       1       512     32      SKIP    SKIP    1.579       1.579       
overlap   overlap_k15_s1              basic     16777216    16777216    15      1       7       1       512     64      SKIP    SKIP    1.482       1.482       
overlap   overlap_k15_s1              basic     16777216    16777216    15      1       7       1       512     128     SKIP    SKIP    1.242       1.242       
overlap   overlap_k15_s1              shared    16777216    16777216    15      1       7       1       64      8       SKIP    SKIP    26.023      26.023      
overlap   overlap_k15_s1              shared    16777216    16777216    15      1       7       1       64      16      SKIP    SKIP    12.994      12.994      
overlap   overlap_k15_s1              shared    16777216    16777216    15      1       7       1       64      32      SKIP    SKIP    6.553       6.553       
overlap   overlap_k15_s1              shared    16777216    16777216    15      1       7       1       64      64      SKIP    SKIP    3.441       3.441       
overlap   overlap_k15_s1              shared    16777216    16777216    15      1       7       1       64      128     SKIP    SKIP    1.888       1.888       
overlap   overlap_k15_s1              shared    16777216    16777216    15      1       7       1       128     8       SKIP    SKIP    13.268      13.268      
overlap   overlap_k15_s1              shared    16777216    16777216    15      1       7       1       128     16      SKIP    SKIP    6.604       6.604       
overlap   overlap_k15_s1              shared    16777216    16777216    15      1       7       1       128     32      SKIP    SKIP    3.497       3.497       
overlap   overlap_k15_s1              shared    16777216    16777216    15      1       7       1       128     64      SKIP    SKIP    1.933       1.933       
overlap   overlap_k15_s1              shared    16777216    16777216    15      1       7       1       128     128     SKIP    SKIP    1.275       1.275       
overlap   overlap_k15_s1              shared    16777216    16777216    15      1       7       1       256     8       SKIP    SKIP    7.453       7.453       
overlap   overlap_k15_s1              shared    16777216    16777216    15      1       7       1       256     16      SKIP    SKIP    3.758       3.758       
overlap   overlap_k15_s1              shared    16777216    16777216    15      1       7       1       256     32      SKIP    SKIP    2.046       2.046       
overlap   overlap_k15_s1              shared    16777216    16777216    15      1       7       1       256     64      SKIP    SKIP    1.420       1.420       
overlap   overlap_k15_s1              shared    16777216    16777216    15      1       7       1       256     128     SKIP    SKIP    1.321       1.321       
overlap   overlap_k15_s1              shared    16777216    16777216    15      1       7       1       512     8       SKIP    SKIP    4.406       4.406       
overlap   overlap_k15_s1              shared    16777216    16777216    15      1       7       1       512     16      SKIP    SKIP    2.232       2.232       
overlap   overlap_k15_s1              shared    16777216    16777216    15      1       7       1       512     32      SKIP    SKIP    1.440       1.440       
overlap   overlap_k15_s1              shared    16777216    16777216    15      1       7       1       512     64      SKIP    SKIP    1.433       1.433       
overlap   overlap_k15_s1              shared    16777216    16777216    15      1       7       1       512     128     SKIP    SKIP    1.153       1.153       
overlap   overlap_k15_d2_s2           basic     16777216    8388608     15      2       14      2       64      8       SKIP    SKIP    18.460      18.460      
overlap   overlap_k15_d2_s2           basic     16777216    8388608     15      2       14      2       64      16      SKIP    SKIP    9.268       9.268       
overlap   overlap_k15_d2_s2           basic     16777216    8388608     15      2       14      2       64      32      SKIP    SKIP    4.652       4.652       
overlap   overlap_k15_d2_s2           basic     16777216    8388608     15      2       14      2       64      64      SKIP    SKIP    2.391       2.391       
overlap   overlap_k15_d2_s2           basic     16777216    8388608     15      2       14      2       64      128     SKIP    SKIP    1.523       1.523       
overlap   overlap_k15_d2_s2           basic     16777216    8388608     15      2       14      2       128     8       SKIP    SKIP    9.256       9.256       
overlap   overlap_k15_d2_s2           basic     16777216    8388608     15      2       14      2       128     16      SKIP    SKIP    4.655       4.655       
overlap   overlap_k15_d2_s2           basic     16777216    8388608     15      2       14      2       128     32      SKIP    SKIP    2.389       2.389       
overlap   overlap_k15_d2_s2           basic     16777216    8388608     15      2       14      2       128     64      SKIP    SKIP    1.565       1.565       
overlap   overlap_k15_d2_s2           basic     16777216    8388608     15      2       14      2       128     128     SKIP    SKIP    1.059       1.059       
overlap   overlap_k15_d2_s2           basic     16777216    8388608     15      2       14      2       256     8       SKIP    SKIP    4.703       4.703       
overlap   overlap_k15_d2_s2           basic     16777216    8388608     15      2       14      2       256     16      SKIP    SKIP    2.385       2.385       
overlap   overlap_k15_d2_s2           basic     16777216    8388608     15      2       14      2       256     32      SKIP    SKIP    1.545       1.545       
overlap   overlap_k15_d2_s2           basic     16777216    8388608     15      2       14      2       256     64      SKIP    SKIP    1.073       1.073       
overlap   overlap_k15_d2_s2           basic     16777216    8388608     15      2       14      2       256     128     SKIP    SKIP    1.040       1.040       
overlap   overlap_k15_d2_s2           basic     16777216    8388608     15      2       14      2       512     8       SKIP    SKIP    2.755       2.755       
overlap   overlap_k15_d2_s2           basic     16777216    8388608     15      2       14      2       512     16      SKIP    SKIP    1.555       1.555       
overlap   overlap_k15_d2_s2           basic     16777216    8388608     15      2       14      2       512     32      SKIP    SKIP    1.066       1.066       
overlap   overlap_k15_d2_s2           basic     16777216    8388608     15      2       14      2       512     64      SKIP    SKIP    1.045       1.045       
overlap   overlap_k15_d2_s2           basic     16777216    8388608     15      2       14      2       512     128     SKIP    SKIP    0.788       0.788       
overlap   overlap_k15_d2_s2           shared    16777216    8388608     15      2       14      2       64      8       SKIP    SKIP    18.542      18.542      
overlap   overlap_k15_d2_s2           shared    16777216    8388608     15      2       14      2       64      16      SKIP    SKIP    9.343       9.343       
overlap   overlap_k15_d2_s2           shared    16777216    8388608     15      2       14      2       64      32      SKIP    SKIP    4.730       4.730       
overlap   overlap_k15_d2_s2           shared    16777216    8388608     15      2       14      2       64      64      SKIP    SKIP    2.450       2.450       
overlap   overlap_k15_d2_s2           shared    16777216    8388608     15      2       14      2       64      128     SKIP    SKIP    1.342       1.342       
overlap   overlap_k15_d2_s2           shared    16777216    8388608     15      2       14      2       128     8       SKIP    SKIP    9.467       9.467       
overlap   overlap_k15_d2_s2           shared    16777216    8388608     15      2       14      2       128     16      SKIP    SKIP    4.803       4.803       
overlap   overlap_k15_d2_s2           shared    16777216    8388608     15      2       14      2       128     32      SKIP    SKIP    2.478       2.478       
overlap   overlap_k15_d2_s2           shared    16777216    8388608     15      2       14      2       128     64      SKIP    SKIP    1.345       1.345       
overlap   overlap_k15_d2_s2           shared    16777216    8388608     15      2       14      2       128     128     SKIP    SKIP    0.832       0.832       
overlap   overlap_k15_d2_s2           shared    16777216    8388608     15      2       14      2       256     8       SKIP    SKIP    5.164       5.164       
overlap   overlap_k15_d2_s2           shared    16777216    8388608     15      2       14      2       256     16      SKIP    SKIP    2.628       2.628       
overlap   overlap_k15_d2_s2           shared    16777216    8388608     15      2       14      2       256     32      SKIP    SKIP    1.417       1.417       
overlap   overlap_k15_d2_s2           shared    16777216    8388608     15      2       14      2       256     64      SKIP    SKIP    0.931       0.931       
overlap   overlap_k15_d2_s2           shared    16777216    8388608     15      2       14      2       256     128     SKIP    SKIP    0.897       0.897       
overlap   overlap_k15_d2_s2           shared    16777216    8388608     15      2       14      2       512     8       SKIP    SKIP    2.912       2.912       
overlap   overlap_k15_d2_s2           shared    16777216    8388608     15      2       14      2       512     16      SKIP    SKIP    1.502       1.502       
overlap   overlap_k15_d2_s2           shared    16777216    8388608     15      2       14      2       512     32      SKIP    SKIP    0.986       0.986       
overlap   overlap_k15_d2_s2           shared    16777216    8388608     15      2       14      2       512     64      SKIP    SKIP    1.005       1.005       
overlap   overlap_k15_d2_s2           shared    16777216    8388608     15      2       14      2       512     128     SKIP    SKIP    0.767       0.767       
overlap   overlap_k31_s1              basic     8388608     8388608     31      1       15      1       64      8       SKIP    SKIP    27.832      27.832      
overlap   overlap_k31_s1              basic     8388608     8388608     31      1       15      1       64      16      SKIP    SKIP    13.948      13.948      
overlap   overlap_k31_s1              basic     8388608     8388608     31      1       15      1       64      32      SKIP    SKIP    6.991       6.991       
overlap   overlap_k31_s1              basic     8388608     8388608     31      1       15      1       64      64      SKIP    SKIP    3.601       3.601       
overlap   overlap_k31_s1              basic     8388608     8388608     31      1       15      1       64      128     SKIP    SKIP    2.300       2.300       
overlap   overlap_k31_s1              basic     8388608     8388608     31      1       15      1       128     8       SKIP    SKIP    13.936      13.936      
overlap   overlap_k31_s1              basic     8388608     8388608     31      1       15      1       128     16      SKIP    SKIP    6.987       6.987       
overlap   overlap_k31_s1              basic     8388608     8388608     31      1       15      1       128     32      SKIP    SKIP    3.594       3.594       
overlap   overlap_k31_s1              basic     8388608     8388608     31      1       15      1       128     64      SKIP    SKIP    2.158       2.158       
overlap   overlap_k31_s1              basic     8388608     8388608     31      1       15      1       128     128     SKIP    SKIP    1.639       1.639       
overlap   overlap_k31_s1              basic     8388608     8388608     31      1       15      1       256     8       SKIP    SKIP    7.140       7.140       
overlap   overlap_k31_s1              basic     8388608     8388608     31      1       15      1       256     16      SKIP    SKIP    3.581       3.581       
overlap   overlap_k31_s1              basic     8388608     8388608     31      1       15      1       256     32      SKIP    SKIP    1.952       1.952       
overlap   overlap_k31_s1              basic     8388608     8388608     31      1       15      1       256     64      SKIP    SKIP    1.677       1.677       
overlap   overlap_k31_s1              basic     8388608     8388608     31      1       15      1       256     128     SKIP    SKIP    1.400       1.400       
overlap   overlap_k31_s1              basic     8388608     8388608     31      1       15      1       512     8       SKIP    SKIP    3.804       3.804       
overlap   overlap_k31_s1              basic     8388608     8388608     31      1       15      1       512     16      SKIP    SKIP    1.915       1.915       
overlap   overlap_k31_s1              basic     8388608     8388608     31      1       15      1       512     32      SKIP    SKIP    1.570       1.570       
overlap   overlap_k31_s1              basic     8388608     8388608     31      1       15      1       512     64      SKIP    SKIP    1.486       1.486       
overlap   overlap_k31_s1              basic     8388608     8388608     31      1       15      1       512     128     SKIP    SKIP    1.232       1.232       
overlap   overlap_k31_s1              shared    8388608     8388608     31      1       15      1       64      8       SKIP    SKIP    16.185      16.185      
overlap   overlap_k31_s1              shared    8388608     8388608     31      1       15      1       64      16      SKIP    SKIP    7.927       7.927       
overlap   overlap_k31_s1              shared    8388608     8388608     31      1       15      1       64      32      SKIP    SKIP    4.020       4.020       
overlap   overlap_k31_s1              shared    8388608     8388608     31      1       15      1       64      64      SKIP    SKIP    2.147       2.147       
overlap   overlap_k31_s1              shared    8388608     8388608     31      1       15      1       64      128     SKIP    SKIP    1.352       1.352       
overlap   overlap_k31_s1              shared    8388608     8388608     31      1       15      1       128     8       SKIP    SKIP    8.274       8.274       
overlap   overlap_k31_s1              shared    8388608     8388608     31      1       15      1       128     16      SKIP    SKIP    4.065       4.065       
overlap   overlap_k31_s1              shared    8388608     8388608     31      1       15      1       128     32      SKIP    SKIP    2.216       2.216       
overlap   overlap_k31_s1              shared    8388608     8388608     31      1       15      1       128     64      SKIP    SKIP    1.247       1.247       
overlap   overlap_k31_s1              shared    8388608     8388608     31      1       15      1       128     128     SKIP    SKIP    0.961       0.961       
overlap   overlap_k31_s1              shared    8388608     8388608     31      1       15      1       256     8       SKIP    SKIP    4.811       4.811       
overlap   overlap_k31_s1              shared    8388608     8388608     31      1       15      1       256     16      SKIP    SKIP    2.414       2.414       
overlap   overlap_k31_s1              shared    8388608     8388608     31      1       15      1       256     32      SKIP    SKIP    1.379       1.379       
overlap   overlap_k31_s1              shared    8388608     8388608     31      1       15      1       256     64      SKIP    SKIP    1.100       1.100       
overlap   overlap_k31_s1              shared    8388608     8388608     31      1       15      1       256     128     SKIP    SKIP    0.973       0.973       
overlap   overlap_k31_s1              shared    8388608     8388608     31      1       15      1       512     8       SKIP    SKIP    3.047       3.047       
overlap   overlap_k31_s1              shared    8388608     8388608     31      1       15      1       512     16      SKIP    SKIP    1.503       1.503       
overlap   overlap_k31_s1              shared    8388608     8388608     31      1       15      1       512     32      SKIP    SKIP    1.149       1.149       
overlap   overlap_k31_s1              shared    8388608     8388608     31      1       15      1       512     64      SKIP    SKIP    1.035       1.035       
overlap   overlap_k31_s1              shared    8388608     8388608     31      1       15      1       512     128     SKIP    SKIP    0.851       0.851       
