Timing samples: mode=median repeats=5 warmup=1 metric=kernel_ms

group   name            kernel        m         k         block_x grid_x  cpu   gpu   total_ms    kernel_ms   
scale   scale_sq        constant_b    4096      4096      256     32      SKIP  SKIP  21.180      0.980       
scale   scale_sq        constant_b    4096      4096      256     64      SKIP  SKIP  17.467      1.090       
scale   scale_sq        constant_b    4096      4096      256     128     SKIP  SKIP  20.235      1.090       
scale   scale_sq        constant_b    4096      4096      512     8       SKIP  SKIP  16.312      1.092       
scale   scale_sq        constant_b    4096      4096      512     16      SKIP  SKIP  19.212      1.096       
scale   scale_sq        constant_b    4096      4096      512     32      SKIP  SKIP  18.797      1.091       
scale   scale_sq        constant_b    4096      4096      512     64      SKIP  SKIP  23.383      2.156       
scale   scale_sq        constant_b    4096      4096      512     128     SKIP  SKIP  26.022      2.156       
scale   scale_tall      constant_b    8192      2048      64      8       SKIP  SKIP  26.093      2.333       
scale   scale_tall      constant_b    8192      2048      64      16      SKIP  SKIP  18.246      1.254       
scale   scale_tall      constant_b    8192      2048      64      32      SKIP  SKIP  16.556      0.984       
scale   scale_tall      constant_b    8192      2048      64      64      SKIP  SKIP  18.637      0.981       
scale   scale_tall      constant_b    8192      2048      64      128     SKIP  SKIP  18.670      1.018       
scale   scale_tall      constant_b    8192      2048      128     8       SKIP  SKIP  21.985      1.351       
scale   scale_tall      constant_b    8192      2048      128     16      SKIP  SKIP  17.707      0.985       
scale   scale_tall      constant_b    8192      2048      128     32      SKIP  SKIP  17.683      0.981       
scale   scale_tall      constant_b    8192      2048      128     64      SKIP  SKIP  19.627      1.027       
scale   scale_tall      constant_b    8192      2048      128     128     SKIP  SKIP  17.142      0.982       
scale   scale_tall      constant_b    8192      2048      256     8       SKIP  SKIP  18.531      1.080       
scale   scale_tall      constant_b    8192      2048      256     16      SKIP  SKIP  19.644      0.981       
scale   scale_tall      constant_b    8192      2048      256     32      SKIP  SKIP  22.168      0.982       
scale   scale_tall      constant_b    8192      2048      256     64      SKIP  SKIP  22.234      0.985       
scale   scale_tall      constant_b    8192      2048      256     128     SKIP  SKIP  25.836      0.983       
scale   scale_tall      constant_b    8192      2048      512     8       SKIP  SKIP  27.094      1.090       
scale   scale_tall      constant_b    8192      2048      512     16      SKIP  SKIP  26.364      0.983       
scale   scale_tall      constant_b    8192      2048      512     32      SKIP  SKIP  25.210      0.981       
scale   scale_tall      constant_b    8192      2048      512     64      SKIP  SKIP  19.240      1.083       
scale   scale_tall      constant_b    8192      2048      512     128     SKIP  SKIP  26.658      1.083       
scale   scale_wide      constant_b    2048      8192      64      8       SKIP  SKIP  29.340      2.426       
scale   scale_wide      constant_b    2048      8192      64      16      SKIP  SKIP  19.989      1.346       
scale   scale_wide      constant_b    2048      8192      64      32      SKIP  SKIP  23.923      0.984       
scale   scale_wide      constant_b    2048      8192      64      64      SKIP  SKIP  18.288      0.984       
scale   scale_wide      constant_b    2048      8192      64      128     SKIP  SKIP  18.294      0.985       
scale   scale_wide      constant_b    2048      8192      128     8       SKIP  SKIP  23.261      1.393       
scale   scale_wide      constant_b    2048      8192      128     16      SKIP  SKIP  25.915      0.987       
scale   scale_wide      constant_b    2048      8192      128     32      SKIP  SKIP  28.956      0.989       
scale   scale_wide      constant_b    2048      8192      128     64      SKIP  SKIP  29.432      1.080       
scale   scale_wide      constant_b    2048      8192      128     128     SKIP  SKIP  26.250      1.081       
scale   scale_wide      constant_b    2048      8192      256     8       SKIP  SKIP  28.480      1.087       
scale   scale_wide      constant_b    2048      8192      256     16      SKIP  SKIP  29.468      1.085       
scale   scale_wide      constant_b    2048      8192      256     32      SKIP  SKIP  28.484      1.081       
scale   scale_wide      constant_b    2048      8192      256     64      SKIP  SKIP  31.334      2.171       
scale   scale_wide      constant_b    2048      8192      256     128     SKIP  SKIP  32.333      2.165       
scale   scale_wide      constant_b    2048      8192      512     8       SKIP  SKIP  31.265      2.176       
scale   scale_wide      constant_b    2048      8192      512     16      SKIP  SKIP  31.640      2.166       
scale   scale_wide      constant_b    2048      8192      512     32      SKIP  SKIP  51.244      2.168       
scale   scale_wide      constant_b    2048      8192      512     64      SKIP  SKIP  58.029      4.306       
scale   scale_wide      constant_b    2048      8192      512     128     SKIP  SKIP  52.849      4.306       
small   small_1         shared_ab     2         3         256     64      SKIP  PASS  1.351       0.008       
small   small_2         shared_ab     3         1         256     64      SKIP  PASS  0.963       0.008       
small   small_3         shared_ab     1         4         256     64      SKIP  PASS  1.132       0.007       
small   small_4         shared_ab     3         4         256     64      SKIP  PASS  0.924       0.007       
medium  medium_1        shared_ab     64        64        256     64      SKIP  SKIP  0.932       0.007       
medium  medium_2        shared_ab     255       257       256     64      SKIP  SKIP  1.082       0.023       
medium  medium_3        shared_ab     513       1025      256     64      SKIP  SKIP  4.168       0.106       
medium  medium_4        shared_ab     1024      1024      256     64      SKIP  SKIP  4.725       0.161       
medium  medium_tail     shared_ab     257       258       256     64      SKIP  SKIP  1.455       0.027       
large   large_1         shared_ab     1023      2049      256     64      SKIP  SKIP  8.277       0.348       
large   large_2         shared_ab     1537      2049      256     64      SKIP  SKIP  9.421       0.536       
tensara tensara_1       shared_ab     4096      4096      256     64      SKIP  SKIP  28.001      2.455       
tensara tensara_2       shared_ab     6144      4096      256     64      SKIP  SKIP  38.645      3.682       
tensara tensara_3       shared_ab     7168      4096      256     64      SKIP  SKIP  45.384      4.293       
tensara tensara_4       shared_ab     8192      4096      256     64      SKIP  SKIP  52.375      4.905       
tensara tensara_5       shared_ab     9216      4096      256     64      SKIP  SKIP  59.819      5.519       
scale   scale_tensara_1 shared_ab     4096      4096      64      8       SKIP  SKIP  183.159     27.731      
scale   scale_tensara_1 shared_ab     4096      4096      64      16      SKIP  SKIP  105.392     13.908      
scale   scale_tensara_1 shared_ab     4096      4096      64      32      SKIP  SKIP  53.420      7.003       
scale   scale_tensara_1 shared_ab     4096      4096      64      64      SKIP  SKIP  54.891      3.694       
scale   scale_tensara_1 shared_ab     4096      4096      64      128     SKIP  SKIP  41.476      2.130       
scale   scale_tensara_1 shared_ab     4096      4096      128     8       SKIP  SKIP  164.862     21.627      
scale   scale_tensara_1 shared_ab     4096      4096      128     16      SKIP  SKIP  87.316      10.832      
scale   scale_tensara_1 shared_ab     4096      4096      128     32      SKIP  SKIP  64.342      5.511       
scale   scale_tensara_1 shared_ab     4096      4096      128     64      SKIP  SKIP  51.380      2.814       
scale   scale_tensara_1 shared_ab     4096      4096      128     128     SKIP  SKIP  29.818      1.596       
scale   scale_tensara_1 shared_ab     4096      4096      256     8       SKIP  SKIP  120.553     18.404      
scale   scale_tensara_1 shared_ab     4096      4096      256     16      SKIP  SKIP  69.414      9.218       
scale   scale_tensara_1 shared_ab     4096      4096      256     32      SKIP  SKIP  39.417      4.712       
scale   scale_tensara_1 shared_ab     4096      4096      256     64      SKIP  SKIP  24.816      2.455       
scale   scale_tensara_1 shared_ab     4096      4096      256     128     SKIP  SKIP  28.151      2.506       
scale   scale_tensara_1 shared_ab     4096      4096      512     8       SKIP  SKIP  115.476     16.987      
scale   scale_tensara_1 shared_ab     4096      4096      512     16      SKIP  SKIP  64.955      8.496       
scale   scale_tensara_1 shared_ab     4096      4096      512     32      SKIP  SKIP  36.601      4.355       
scale   scale_tensara_1 shared_ab     4096      4096      512     64      SKIP  SKIP  36.823      4.321       
scale   scale_tensara_1 shared_ab     4096      4096      512     128     SKIP  SKIP  31.478      3.268       
scale   scale_tensara_2 shared_ab     6144      4096      64      8       SKIP  SKIP  267.890     41.591      
scale   scale_tensara_2 shared_ab     6144      4096      64      16      SKIP  SKIP  162.941     20.859      
scale   scale_tensara_2 shared_ab     6144      4096      64      32      SKIP  SKIP  78.546      10.504      
scale   scale_tensara_2 shared_ab     6144      4096      64      64      SKIP  SKIP  50.937      5.536       
scale   scale_tensara_2 shared_ab     6144      4096      64      128     SKIP  SKIP  34.484      3.190       
scale   scale_tensara_2 shared_ab     6144      4096      128     8       SKIP  SKIP  212.745     32.441      
scale   scale_tensara_2 shared_ab     6144      4096      128     16      SKIP  SKIP  120.997     16.226      
scale   scale_tensara_2 shared_ab     6144      4096      128     32      SKIP  SKIP  65.426      8.263       
scale   scale_tensara_2 shared_ab     6144      4096      128     64      SKIP  SKIP  41.425      4.219       
scale   scale_tensara_2 shared_ab     6144      4096      128     128     SKIP  SKIP  31.405      2.397       
scale   scale_tensara_2 shared_ab     6144      4096      256     8       SKIP  SKIP  186.752     27.613      
scale   scale_tensara_2 shared_ab     6144      4096      256     16      SKIP  SKIP  98.776      13.831      
scale   scale_tensara_2 shared_ab     6144      4096      256     32      SKIP  SKIP  57.179      7.065       
scale   scale_tensara_2 shared_ab     6144      4096      256     64      SKIP  SKIP  40.622      3.679       
scale   scale_tensara_2 shared_ab     6144      4096      256     128     SKIP  SKIP  40.651      3.722       
scale   scale_tensara_2 shared_ab     6144      4096      512     8       SKIP  SKIP  171.630     25.468      
scale   scale_tensara_2 shared_ab     6144      4096      512     16      SKIP  SKIP  95.270      12.741      
scale   scale_tensara_2 shared_ab     6144      4096      512     32      SKIP  SKIP  57.894      6.529       
scale   scale_tensara_2 shared_ab     6144      4096      512     64      SKIP  SKIP  56.251      6.498       
scale   scale_tensara_2 shared_ab     6144      4096      512     128     SKIP  SKIP  65.722      4.897       
scale   scale_tensara_3 shared_ab     7168      4096      64      8       SKIP  SKIP  315.465     48.526      
scale   scale_tensara_3 shared_ab     7168      4096      64      16      SKIP  SKIP  165.797     24.331      
scale   scale_tensara_3 shared_ab     7168      4096      64      32      SKIP  SKIP  94.407      12.251      
scale   scale_tensara_3 shared_ab     7168      4096      64      64      SKIP  SKIP  58.327      6.470       
scale   scale_tensara_3 shared_ab     7168      4096      64      128     SKIP  SKIP  42.850      3.717       
scale   scale_tensara_3 shared_ab     7168      4096      128     8       SKIP  SKIP  247.452     37.842      
scale   scale_tensara_3 shared_ab     7168      4096      128     16      SKIP  SKIP  152.400     18.934      
scale   scale_tensara_3 shared_ab     7168      4096      128     32      SKIP  SKIP  77.551      9.637       
scale   scale_tensara_3 shared_ab     7168      4096      128     64      SKIP  SKIP  50.021      4.922       
scale   scale_tensara_3 shared_ab     7168      4096      128     128     SKIP  SKIP  40.427      2.790       
scale   scale_tensara_3 shared_ab     7168      4096      256     8       SKIP  SKIP  213.227     32.210      
scale   scale_tensara_3 shared_ab     7168      4096      256     16      SKIP  SKIP  117.796     16.131      
scale   scale_tensara_3 shared_ab     7168      4096      256     32      SKIP  SKIP  67.313      8.246       
scale   scale_tensara_3 shared_ab     7168      4096      256     64      SKIP  SKIP  59.026      4.292       
scale   scale_tensara_3 shared_ab     7168      4096      256     128     SKIP  SKIP  49.256      4.399       
scale   scale_tensara_3 shared_ab     7168      4096      512     8       SKIP  SKIP  199.722     29.714      
scale   scale_tensara_3 shared_ab     7168      4096      512     16      SKIP  SKIP  115.061     14.867      
scale   scale_tensara_3 shared_ab     7168      4096      512     32      SKIP  SKIP  71.121      7.629       
scale   scale_tensara_3 shared_ab     7168      4096      512     64      SKIP  SKIP  77.364      7.568       
scale   scale_tensara_3 shared_ab     7168      4096      512     128     SKIP  SKIP  59.623      5.718       
scale   scale_tensara_4 shared_ab     8192      4096      64      8       SKIP  SKIP  364.713     55.450      
scale   scale_tensara_4 shared_ab     8192      4096      64      16      SKIP  SKIP  192.373     27.817      
scale   scale_tensara_4 shared_ab     8192      4096      64      32      SKIP  SKIP  109.021     14.004      
scale   scale_tensara_4 shared_ab     8192      4096      64      64      SKIP  SKIP  90.352      7.419       
scale   scale_tensara_4 shared_ab     8192      4096      64      128     SKIP  SKIP  56.460      4.244       
scale   scale_tensara_4 shared_ab     8192      4096      128     8       SKIP  SKIP  287.077     43.247      
scale   scale_tensara_4 shared_ab     8192      4096      128     16      SKIP  SKIP  162.562     21.636      
scale   scale_tensara_4 shared_ab     8192      4096      128     32      SKIP  SKIP  95.179      11.015      
scale   scale_tensara_4 shared_ab     8192      4096      128     64      SKIP  SKIP  91.807      5.630       
scale   scale_tensara_4 shared_ab     8192      4096      128     128     SKIP  SKIP  57.904      3.190       
scale   scale_tensara_4 shared_ab     8192      4096      256     8       SKIP  SKIP  259.646     36.906      
scale   scale_tensara_4 shared_ab     8192      4096      256     16      SKIP  SKIP  134.384     18.460      
scale   scale_tensara_4 shared_ab     8192      4096      256     32      SKIP  SKIP  76.511      9.470       
scale   scale_tensara_4 shared_ab     8192      4096      256     64      SKIP  SKIP  51.432      4.943       
scale   scale_tensara_4 shared_ab     8192      4096      256     128     SKIP  SKIP  52.688      4.997       
scale   scale_tensara_4 shared_ab     8192      4096      512     8       SKIP  SKIP  228.534     34.199      
scale   scale_tensara_4 shared_ab     8192      4096      512     16      SKIP  SKIP  129.160     17.096      
scale   scale_tensara_4 shared_ab     8192      4096      512     32      SKIP  SKIP  107.937     8.747       
scale   scale_tensara_4 shared_ab     8192      4096      512     64      SKIP  SKIP  103.633     8.710       
scale   scale_tensara_4 shared_ab     8192      4096      512     128     SKIP  SKIP  60.706      6.564       
scale   scale_tensara_5 shared_ab     9216      4096      64      8       SKIP  SKIP  401.289     62.642      
scale   scale_tensara_5 shared_ab     9216      4096      64      16      SKIP  SKIP  212.909     31.394      
scale   scale_tensara_5 shared_ab     9216      4096      64      32      SKIP  SKIP  117.913     15.852      
scale   scale_tensara_5 shared_ab     9216      4096      64      64      SKIP  SKIP  73.479      8.433       
scale   scale_tensara_5 shared_ab     9216      4096      64      128     SKIP  SKIP  50.896      4.805       
scale   scale_tensara_5 shared_ab     9216      4096      128     8       SKIP  SKIP  320.159     48.875      
scale   scale_tensara_5 shared_ab     9216      4096      128     16      SKIP  SKIP  172.415     24.589      
scale   scale_tensara_5 shared_ab     9216      4096      128     32      SKIP  SKIP  110.376     12.402      
scale   scale_tensara_5 shared_ab     9216      4096      128     64      SKIP  SKIP  86.001      6.363       
scale   scale_tensara_5 shared_ab     9216      4096      128     128     SKIP  SKIP  67.268      3.607       
scale   scale_tensara_5 shared_ab     9216      4096      256     8       SKIP  SKIP  276.606     41.519      
scale   scale_tensara_5 shared_ab     9216      4096      256     16      SKIP  SKIP  151.589     20.773      
scale   scale_tensara_5 shared_ab     9216      4096      256     32      SKIP  SKIP  139.906     10.660      
scale   scale_tensara_5 shared_ab     9216      4096      256     64      SKIP  SKIP  84.156      5.544       
scale   scale_tensara_5 shared_ab     9216      4096      256     128     SKIP  SKIP  58.699      5.617       
scale   scale_tensara_5 shared_ab     9216      4096      512     8       SKIP  SKIP  255.772     38.445      
scale   scale_tensara_5 shared_ab     9216      4096      512     16      SKIP  SKIP  140.132     19.227      
scale   scale_tensara_5 shared_ab     9216      4096      512     32      SKIP  SKIP  88.419      9.841       
scale   scale_tensara_5 shared_ab     9216      4096      512     64      SKIP  SKIP  80.567      9.782       
scale   scale_tensara_5 shared_ab     9216      4096      512     128     SKIP  SKIP  71.047      7.419       
shape   shape_tall      shared_ab     8192      1024      256     64      SKIP  SKIP  21.599      1.243       
shape   shape_wide      shared_ab     1024      8192      256     64      SKIP  SKIP  18.451      1.238       
shape   shape_odd       shared_ab     4097      2049      256     64      SKIP  SKIP  14.995      1.390       
shape   shape_rect      shared_ab     2049      4097      256     64      SKIP  SKIP  16.281      1.342       
scale   scale_sq        shared_ab     4096      4096      64      8       SKIP  SKIP  196.662     27.839      
scale   scale_sq        shared_ab     4096      4096      64      16      SKIP  SKIP  96.532      13.960      
scale   scale_sq        shared_ab     4096      4096      64      32      SKIP  SKIP  53.790      7.041       
scale   scale_sq        shared_ab     4096      4096      64      64      SKIP  SKIP  37.022      3.711       
scale   scale_sq        shared_ab     4096      4096      64      128     SKIP  SKIP  23.902      2.163       
scale   scale_sq        shared_ab     4096      4096      128     8       SKIP  SKIP  141.317     21.716      
scale   scale_sq        shared_ab     4096      4096      128     16      SKIP  SKIP  76.783      10.931      
scale   scale_sq        shared_ab     4096      4096      128     32      SKIP  SKIP  44.059      5.515       
scale   scale_sq        shared_ab     4096      4096      128     64      SKIP  SKIP  29.374      2.828       
scale   scale_sq        shared_ab     4096      4096      128     128     SKIP  SKIP  19.854      1.606       
scale   scale_sq        shared_ab     4096      4096      256     8       SKIP  SKIP  122.598     18.458      
scale   scale_sq        shared_ab     4096      4096      256     16      SKIP  SKIP  67.795      9.234       
scale   scale_sq        shared_ab     4096      4096      256     32      SKIP  SKIP  40.522      4.740       
scale   scale_sq        shared_ab     4096      4096      256     64      SKIP  SKIP  28.774      2.480       
scale   scale_sq        shared_ab     4096      4096      256     128     SKIP  SKIP  26.426      2.545       
scale   scale_sq        shared_ab     4096      4096      512     8       SKIP  SKIP  114.091     17.086      
scale   scale_sq        shared_ab     4096      4096      512     16      SKIP  SKIP  63.876      8.549       
scale   scale_sq        shared_ab     4096      4096      512     32      SKIP  SKIP  39.082      4.377       
scale   scale_sq        shared_ab     4096      4096      512     64      SKIP  SKIP  40.103      4.351       
scale   scale_sq        shared_ab     4096      4096      512     128     SKIP  SKIP  29.988      3.285       
scale   scale_tall      shared_ab     8192      2048      64      8       SKIP  SKIP  177.658     27.842      
scale   scale_tall      shared_ab     8192      2048      64      16      SKIP  SKIP  95.787      13.960      
scale   scale_tall      shared_ab     8192      2048      64      32      SKIP  SKIP  52.696      7.044       
scale   scale_tall      shared_ab     8192      2048      64      64      SKIP  SKIP  36.615      3.719       
scale   scale_tall      shared_ab     8192      2048      64      128     SKIP  SKIP  22.818      2.138       
scale   scale_tall      shared_ab     8192      2048      128     8       SKIP  SKIP  143.442     21.800      
scale   scale_tall      shared_ab     8192      2048      128     16      SKIP  SKIP  76.418      10.940      
scale   scale_tall      shared_ab     8192      2048      128     32      SKIP  SKIP  43.654      5.518       
scale   scale_tall      shared_ab     8192      2048      128     64      SKIP  SKIP  31.792      2.833       
scale   scale_tall      shared_ab     8192      2048      128     128     SKIP  SKIP  20.374      1.609       
scale   scale_tall      shared_ab     8192      2048      256     8       SKIP  SKIP  122.933     18.494      
scale   scale_tall      shared_ab     8192      2048      256     16      SKIP  SKIP  67.633      9.254       
scale   scale_tall      shared_ab     8192      2048      256     32      SKIP  SKIP  39.571      4.744       
scale   scale_tall      shared_ab     8192      2048      256     64      SKIP  SKIP  25.308      2.470       
scale   scale_tall      shared_ab     8192      2048      256     128     SKIP  SKIP  25.603      2.497       
scale   scale_tall      shared_ab     8192      2048      512     8       SKIP  SKIP  118.225     17.141      
scale   scale_tall      shared_ab     8192      2048      512     16      SKIP  SKIP  66.065      8.567       
scale   scale_tall      shared_ab     8192      2048      512     32      SKIP  SKIP  37.652      4.386       
scale   scale_tall      shared_ab     8192      2048      512     64      SKIP  SKIP  39.160      4.359       
scale   scale_tall      shared_ab     8192      2048      512     128     SKIP  SKIP  32.505      3.292       
scale   scale_wide      shared_ab     2048      8192      64      8       SKIP  SKIP  180.103     27.849      
scale   scale_wide      shared_ab     2048      8192      64      16      SKIP  SKIP  94.975      13.965      
scale   scale_wide      shared_ab     2048      8192      64      32      SKIP  SKIP  52.559      7.034       
scale   scale_wide      shared_ab     2048      8192      64      64      SKIP  SKIP  33.499      3.709       
scale   scale_wide      shared_ab     2048      8192      64      128     SKIP  SKIP  23.845      2.135       
scale   scale_wide      shared_ab     2048      8192      128     8       SKIP  SKIP  143.615     21.730      
scale   scale_wide      shared_ab     2048      8192      128     16      SKIP  SKIP  76.235      10.933      
scale   scale_wide      shared_ab     2048      8192      128     32      SKIP  SKIP  43.384      5.560       
scale   scale_wide      shared_ab     2048      8192      128     64      SKIP  SKIP  32.440      2.828       
scale   scale_wide      shared_ab     2048      8192      128     128     SKIP  SKIP  20.938      1.606       
scale   scale_wide      shared_ab     2048      8192      256     8       SKIP  SKIP  122.164     18.460      
scale   scale_wide      shared_ab     2048      8192      256     16      SKIP  SKIP  67.531      9.233       
scale   scale_wide      shared_ab     2048      8192      256     32      SKIP  SKIP  38.920      4.733       
scale   scale_wide      shared_ab     2048      8192      256     64      SKIP  SKIP  25.346      2.467       
scale   scale_wide      shared_ab     2048      8192      256     128     SKIP  SKIP  24.658      2.493       
scale   scale_wide      shared_ab     2048      8192      512     8       SKIP  SKIP  115.666     17.074      
scale   scale_wide      shared_ab     2048      8192      512     16      SKIP  SKIP  67.652      8.544       
scale   scale_wide      shared_ab     2048      8192      512     32      SKIP  SKIP  37.102      4.377       
scale   scale_wide      shared_ab     2048      8192      512     64      SKIP  SKIP  37.137      4.369       
scale   scale_wide      shared_ab     2048      8192      512     128     SKIP  SKIP  32.937      3.280       
small   small_1         warp          2         3         256     64      SKIP  PASS  1.500       0.005       
small   small_2         warp          3         1         256     64      SKIP  PASS  0.744       0.006       
small   small_3         warp          1         4         256     64      SKIP  PASS  0.586       0.005       
small   small_4         warp          3         4         256     64      SKIP  PASS  0.564       0.006       
medium  medium_1        warp          64        64        256     64      SKIP  SKIP  0.552       0.005       
medium  medium_2        warp          255       257       256     64      SKIP  SKIP  0.617       0.008       
medium  medium_3        warp          513       1025      256     64      SKIP  SKIP  2.143       0.013       
medium  medium_4        warp          1024      1024      256     64      SKIP  SKIP  1.722       0.042       
medium  medium_tail     warp          257       258       256     64      SKIP  SKIP  0.620       0.008       
large   large_1         warp          1023      2049      256     64      SKIP  SKIP  4.234       0.102       
large   large_2         warp          1537      2049      256     64      SKIP  SKIP  3.726       0.075       
tensara tensara_1       warp          4096      4096      256     64      SKIP  SKIP  14.680      0.367       
tensara tensara_2       warp          6144      4096      256     64      SKIP  SKIP  17.973      0.546       
tensara tensara_3       warp          7168      4096      256     64      SKIP  SKIP  22.207      0.637       
tensara tensara_4       warp          8192      4096      256     64      SKIP  SKIP  24.497      0.727       
tensara tensara_5       warp          9216      4096      256     64      SKIP  SKIP  29.334      0.816       
scale   scale_tensara_1 warp          4096      4096      64      8       SKIP  SKIP  29.192      2.989       
scale   scale_tensara_1 warp          4096      4096      64      16      SKIP  SKIP  21.231      1.503       
scale   scale_tensara_1 warp          4096      4096      64      32      SKIP  SKIP  14.771      0.776       
scale   scale_tensara_1 warp          4096      4096      64      64      SKIP  SKIP  12.679      0.432       
scale   scale_tensara_1 warp          4096      4096      64      128     SKIP  SKIP  12.823      0.369       
scale   scale_tensara_1 warp          4096      4096      128     8       SKIP  SKIP  22.747      1.631       
scale   scale_tensara_1 warp          4096      4096      128     16      SKIP  SKIP  16.396      0.821       
scale   scale_tensara_1 warp          4096      4096      128     32      SKIP  SKIP  13.317      0.451       
scale   scale_tensara_1 warp          4096      4096      128     64      SKIP  SKIP  12.103      0.368       
scale   scale_tensara_1 warp          4096      4096      128     128     SKIP  SKIP  13.349      0.365       
scale   scale_tensara_1 warp          4096      4096      256     8       SKIP  SKIP  15.666      1.033       
scale   scale_tensara_1 warp          4096      4096      256     16      SKIP  SKIP  14.637      0.535       
scale   scale_tensara_1 warp          4096      4096      256     32      SKIP  SKIP  12.168      0.371       
scale   scale_tensara_1 warp          4096      4096      256     64      SKIP  SKIP  12.432      0.368       
scale   scale_tensara_1 warp          4096      4096      256     128     SKIP  SKIP  14.768      0.406       
scale   scale_tensara_1 warp          4096      4096      512     8       SKIP  SKIP  15.186      0.768       
scale   scale_tensara_1 warp          4096      4096      512     16      SKIP  SKIP  13.643      0.416       
scale   scale_tensara_1 warp          4096      4096      512     32      SKIP  SKIP  11.795      0.369       
scale   scale_tensara_1 warp          4096      4096      512     64      SKIP  SKIP  13.904      0.443       
scale   scale_tensara_1 warp          4096      4096      512     128     SKIP  SKIP  13.184      0.394       
scale   scale_tensara_2 warp          6144      4096      64      8       SKIP  SKIP  42.775      4.462       
scale   scale_tensara_2 warp          6144      4096      64      16      SKIP  SKIP  31.332      2.253       
scale   scale_tensara_2 warp          6144      4096      64      32      SKIP  SKIP  24.999      1.159       
scale   scale_tensara_2 warp          6144      4096      64      64      SKIP  SKIP  19.066      0.640       
scale   scale_tensara_2 warp          6144      4096      64      128     SKIP  SKIP  18.719      0.549       
scale   scale_tensara_2 warp          6144      4096      128     8       SKIP  SKIP  33.810      2.442       
scale   scale_tensara_2 warp          6144      4096      128     16      SKIP  SKIP  25.720      1.230       
scale   scale_tensara_2 warp          6144      4096      128     32      SKIP  SKIP  19.478      0.671       
scale   scale_tensara_2 warp          6144      4096      128     64      SKIP  SKIP  17.961      0.549       
scale   scale_tensara_2 warp          6144      4096      128     128     SKIP  SKIP  22.074      0.544       
scale   scale_tensara_2 warp          6144      4096      256     8       SKIP  SKIP  26.515      1.546       
scale   scale_tensara_2 warp          6144      4096      256     16      SKIP  SKIP  20.510      0.800       
scale   scale_tensara_2 warp          6144      4096      256     32      SKIP  SKIP  21.711      0.551       
scale   scale_tensara_2 warp          6144      4096      256     64      SKIP  SKIP  21.470      0.545       
scale   scale_tensara_2 warp          6144      4096      256     128     SKIP  SKIP  18.101      0.607       
scale   scale_tensara_2 warp          6144      4096      512     8       SKIP  SKIP  23.573      1.148       
scale   scale_tensara_2 warp          6144      4096      512     16      SKIP  SKIP  19.398      0.620       
scale   scale_tensara_2 warp          6144      4096      512     32      SKIP  SKIP  17.655      0.547       
scale   scale_tensara_2 warp          6144      4096      512     64      SKIP  SKIP  21.249      0.648       
scale   scale_tensara_2 warp          6144      4096      512     128     SKIP  SKIP  17.623      0.588       
scale   scale_tensara_3 warp          7168      4096      64      8       SKIP  SKIP  54.037      5.223       
scale   scale_tensara_3 warp          7168      4096      64      16      SKIP  SKIP  34.073      2.618       
scale   scale_tensara_3 warp          7168      4096      64      32      SKIP  SKIP  30.731      1.349       
scale   scale_tensara_3 warp          7168      4096      64      64      SKIP  SKIP  23.422      0.744       
scale   scale_tensara_3 warp          7168      4096      64      128     SKIP  SKIP  20.851      0.640       
scale   scale_tensara_3 warp          7168      4096      128     8       SKIP  SKIP  37.257      2.848       
scale   scale_tensara_3 warp          7168      4096      128     16      SKIP  SKIP  25.791      1.454       
scale   scale_tensara_3 warp          7168      4096      128     32      SKIP  SKIP  28.076      0.785       
scale   scale_tensara_3 warp          7168      4096      128     64      SKIP  SKIP  24.132      0.640       
scale   scale_tensara_3 warp          7168      4096      128     128     SKIP  SKIP  24.782      0.636       
scale   scale_tensara_3 warp          7168      4096      256     8       SKIP  SKIP  31.611      1.802       
scale   scale_tensara_3 warp          7168      4096      256     16      SKIP  SKIP  24.149      0.932       
scale   scale_tensara_3 warp          7168      4096      256     32      SKIP  SKIP  23.320      0.643       
scale   scale_tensara_3 warp          7168      4096      256     64      SKIP  SKIP  25.026      0.636       
scale   scale_tensara_3 warp          7168      4096      256     128     SKIP  SKIP  21.841      0.727       
scale   scale_tensara_3 warp          7168      4096      512     8       SKIP  SKIP  25.606      1.341       
scale   scale_tensara_3 warp          7168      4096      512     16      SKIP  SKIP  23.804      0.723       
scale   scale_tensara_3 warp          7168      4096      512     32      SKIP  SKIP  38.377      0.642       
scale   scale_tensara_3 warp          7168      4096      512     64      SKIP  SKIP  37.401      0.774       
scale   scale_tensara_3 warp          7168      4096      512     128     SKIP  SKIP  31.108      0.687       
scale   scale_tensara_4 warp          8192      4096      64      8       SKIP  SKIP  60.890      5.959       
scale   scale_tensara_4 warp          8192      4096      64      16      SKIP  SKIP  39.272      2.999       
scale   scale_tensara_4 warp          8192      4096      64      32      SKIP  SKIP  38.228      1.574       
scale   scale_tensara_4 warp          8192      4096      64      64      SKIP  SKIP  29.202      0.854       
scale   scale_tensara_4 warp          8192      4096      64      128     SKIP  SKIP  27.555      0.729       
scale   scale_tensara_4 warp          8192      4096      128     8       SKIP  SKIP  54.185      3.256       
scale   scale_tensara_4 warp          8192      4096      128     16      SKIP  SKIP  51.308      1.641       
scale   scale_tensara_4 warp          8192      4096      128     32      SKIP  SKIP  50.160      0.897       
scale   scale_tensara_4 warp          8192      4096      128     64      SKIP  SKIP  45.048      0.730       
