Timing samples: mode=median repeats=5 warmup=1 metric=kernel_ms
CPU reference implemented: yes
GPU kernel implemented: yes

group   name              kernel                 H       H_out       K       S       P   block    grid    cpu    gpu    total_ms   kernel_ms
scale   scale_tensara_5   basic_ldg       33554432    33554432       3       1       1     512      64   SKIP   SKIP      53.203       2.206
scale   scale_tensara_5   basic_ldg       33554432    33554432       3       1       1     512     128   SKIP   SKIP      53.027       1.803
scale   scale_tensara_6   basic_ldg       67108864    22369622       5       3       2      64       8   SKIP   SKIP     202.868      24.812
scale   scale_tensara_6   basic_ldg       67108864    22369622       5       3       2      64      16   SKIP   SKIP     130.456      12.673
scale   scale_tensara_6   basic_ldg       67108864    22369622       5       3       2      64      32   SKIP   SKIP      91.557       6.513
scale   scale_tensara_6   basic_ldg       67108864    22369622       5       3       2      64      64   SKIP   SKIP      72.662       3.510
scale   scale_tensara_6   basic_ldg       67108864    22369622       5       3       2      64     128   SKIP   SKIP      66.005       2.340
scale   scale_tensara_6   basic_ldg       67108864    22369622       5       3       2     128       8   SKIP   SKIP     131.988      12.675
scale   scale_tensara_6   basic_ldg       67108864    22369622       5       3       2     128      16   SKIP   SKIP      94.342       6.516
scale   scale_tensara_6   basic_ldg       67108864    22369622       5       3       2     128      32   SKIP   SKIP      77.730       3.506
scale   scale_tensara_6   basic_ldg       67108864    22369622       5       3       2     128      64   SKIP   SKIP      69.237       2.347
scale   scale_tensara_6   basic_ldg       67108864    22369622       5       3       2     128     128   SKIP   SKIP      71.997       2.103
scale   scale_tensara_6   basic_ldg       67108864    22369622       5       3       2     256       8   SKIP   SKIP      94.943       6.685
scale   scale_tensara_6   basic_ldg       67108864    22369622       5       3       2     256      16   SKIP   SKIP      78.935       3.503
scale   scale_tensara_6   basic_ldg       67108864    22369622       5       3       2     256      32   SKIP   SKIP      66.605       2.331
scale   scale_tensara_6   basic_ldg       67108864    22369622       5       3       2     256      64   SKIP   SKIP      68.651       2.110
scale   scale_tensara_6   basic_ldg       67108864    22369622       5       3       2     256     128   SKIP   SKIP      71.557       2.518
scale   scale_tensara_6   basic_ldg       67108864    22369622       5       3       2     512       8   SKIP   SKIP      75.945       3.722
scale   scale_tensara_6   basic_ldg       67108864    22369622       5       3       2     512      16   SKIP   SKIP      66.775       2.303
scale   scale_tensara_6   basic_ldg       67108864    22369622       5       3       2     512      32   SKIP   SKIP      68.301       2.095
scale   scale_tensara_6   basic_ldg       67108864    22369622       5       3       2     512      64   SKIP   SKIP      68.374       2.612
scale   scale_tensara_6   basic_ldg       67108864    22369622       5       3       2     512     128   SKIP   SKIP      66.195       2.256
small   pad_stride_1      coop_shared            5           5       3       1       1     256      64   SKIP   PASS       4.287       0.006
small   stride_2          coop_shared            6           3       2       2       0     256      64   SKIP   PASS       0.517       0.006
small   wide_pad          coop_shared            4           5       4       1       2     256      64   SKIP   PASS       0.600       0.021
small   kernel_1          coop_shared            4           4       1       1       0     256      64   SKIP   PASS       0.483       0.006
small   pad_stride_2      coop_shared            3           3       3       2       2     256      64   SKIP   PASS       0.448       0.005
small   stride_gap        coop_shared            7           2       2       3       0     256      64   SKIP   PASS       0.471       0.005
small   pad_zero_windows  coop_shared            1           6       2       1       3     256      64   SKIP   PASS       0.406       0.005
small   zero_output       coop_shared            2           0       5       1       0     256      64   SKIP   PASS       0.000       0.000
medium  sample            coop_shared           16           8       3       2       1     256      64   SKIP   SKIP       0.573       0.005
medium  medium_1          coop_shared         4096        1024       7       4       3     256      64   SKIP   SKIP       0.616       0.006
medium  medium_2          coop_shared        65536       32768       3       2       1     256      64   SKIP   SKIP       0.891       0.007
medium  medium_3          coop_shared       262144       87382       5       3       2     256      64   SKIP   SKIP       0.763       0.011
large   large_1           coop_shared      1048576      262144       7       4       3     256      64   SKIP   SKIP       1.664       0.043
large   large_2           coop_shared      1048583      349528       5       3       2     256      64   SKIP   SKIP       1.673       0.045
tensara tensara_1         coop_shared      2097152      524288       7       4       3     256      64   SKIP   SKIP       2.670       0.079
tensara tensara_2         coop_shared      4194304     4194303       2       1       0     256      64   SKIP   SKIP       8.498       0.266
tensara tensara_3         coop_shared      8388608     4194304       3       2       1     256      64   SKIP   SKIP      12.813       0.361
tensara tensara_4         coop_shared     16777216     8388608       4       2       1     256      64   SKIP   SKIP      22.345       0.831
tensara tensara_5         coop_shared     33554432    33554432       3       1       1     256      64   SKIP   SKIP      57.113       2.117
tensara tensara_6         coop_shared     67108864    22369622       5       3       2     256      64   SKIP   SKIP      72.217       2.469
scale   scale_tensara_1   coop_shared      2097152      524288       7       4       3      64       8   SKIP   SKIP      13.452       1.750
scale   scale_tensara_1   coop_shared      2097152      524288       7       4       3      64      16   SKIP   SKIP       8.792       0.885
scale   scale_tensara_1   coop_shared      2097152      524288       7       4       3      64      32   SKIP   SKIP       5.553       0.447
scale   scale_tensara_1   coop_shared      2097152      524288       7       4       3      64      64   SKIP   SKIP       3.571       0.232
scale   scale_tensara_1   coop_shared      2097152      524288       7       4       3      64     128   SKIP   SKIP       2.786       0.126
scale   scale_tensara_1   coop_shared      2097152      524288       7       4       3     128       8   SKIP   SKIP       7.799       0.898
scale   scale_tensara_1   coop_shared      2097152      524288       7       4       3     128      16   SKIP   SKIP       5.037       0.455
scale   scale_tensara_1   coop_shared      2097152      524288       7       4       3     128      32   SKIP   SKIP       3.660       0.236
scale   scale_tensara_1   coop_shared      2097152      524288       7       4       3     128      64   SKIP   SKIP       2.731       0.128
scale   scale_tensara_1   coop_shared      2097152      524288       7       4       3     128     128   SKIP   SKIP       5.546       0.077
scale   scale_tensara_1   coop_shared      2097152      524288       7       4       3     256       8   SKIP   SKIP       5.410       0.477
scale   scale_tensara_1   coop_shared      2097152      524288       7       4       3     256      16   SKIP   SKIP       3.870       0.246
scale   scale_tensara_1   coop_shared      2097152      524288       7       4       3     256      32   SKIP   SKIP       2.747       0.134
scale   scale_tensara_1   coop_shared      2097152      524288       7       4       3     256      64   SKIP   SKIP       3.051       0.080
scale   scale_tensara_1   coop_shared      2097152      524288       7       4       3     256     128   SKIP   SKIP       2.970       0.088
scale   scale_tensara_1   coop_shared      2097152      524288       7       4       3     512       8   SKIP   SKIP       3.594       0.267
scale   scale_tensara_1   coop_shared      2097152      524288       7       4       3     512      16   SKIP   SKIP       2.959       0.143
scale   scale_tensara_1   coop_shared      2097152      524288       7       4       3     512      32   SKIP   SKIP      10.005       0.084
scale   scale_tensara_1   coop_shared      2097152      524288       7       4       3     512      64   SKIP   SKIP       2.751       0.091
scale   scale_tensara_1   coop_shared      2097152      524288       7       4       3     512     128   SKIP   SKIP       2.589       0.077
scale   scale_tensara_2   coop_shared      4194304     4194303       2       1       0      64       8   SKIP   SKIP      45.405       6.439
scale   scale_tensara_2   coop_shared      4194304     4194303       2       1       0      64      16   SKIP   SKIP      25.072       3.133
scale   scale_tensara_2   coop_shared      4194304     4194303       2       1       0      64      32   SKIP   SKIP      14.858       1.527
scale   scale_tensara_2   coop_shared      4194304     4194303       2       1       0      64      64   SKIP   SKIP      10.507       0.777
scale   scale_tensara_2   coop_shared      4194304     4194303       2       1       0      64     128   SKIP   SKIP       9.790       0.410
scale   scale_tensara_2   coop_shared      4194304     4194303       2       1       0     128       8   SKIP   SKIP      25.806       3.247
scale   scale_tensara_2   coop_shared      4194304     4194303       2       1       0     128      16   SKIP   SKIP      15.627       1.611
scale   scale_tensara_2   coop_shared      4194304     4194303       2       1       0     128      32   SKIP   SKIP      10.723       0.824
scale   scale_tensara_2   coop_shared      4194304     4194303       2       1       0     128      64   SKIP   SKIP       8.824       0.433
scale   scale_tensara_2   coop_shared      4194304     4194303       2       1       0     128     128   SKIP   SKIP       6.912       0.248
scale   scale_tensara_2   coop_shared      4194304     4194303       2       1       0     256       8   SKIP   SKIP      16.565       1.759
scale   scale_tensara_2   coop_shared      4194304     4194303       2       1       0     256      16   SKIP   SKIP      11.783       0.892
scale   scale_tensara_2   coop_shared      4194304     4194303       2       1       0     256      32   SKIP   SKIP       8.651       0.472
scale   scale_tensara_2   coop_shared      4194304     4194303       2       1       0     256      64   SKIP   SKIP       7.831       0.270
scale   scale_tensara_2   coop_shared      4194304     4194303       2       1       0     256     128   SKIP   SKIP      10.085       0.309
scale   scale_tensara_2   coop_shared      4194304     4194303       2       1       0     512       8   SKIP   SKIP      13.630       1.002
scale   scale_tensara_2   coop_shared      4194304     4194303       2       1       0     512      16   SKIP   SKIP       9.491       0.511
scale   scale_tensara_2   coop_shared      4194304     4194303       2       1       0     512      32   SKIP   SKIP       7.370       0.291
scale   scale_tensara_2   coop_shared      4194304     4194303       2       1       0     512      64   SKIP   SKIP       7.554       0.328
scale   scale_tensara_2   coop_shared      4194304     4194303       2       1       0     512     128   SKIP   SKIP       6.738       0.254
scale   scale_tensara_3   coop_shared      8388608     4194304       3       2       1      64       8   SKIP   SKIP      56.713       7.921
scale   scale_tensara_3   coop_shared      8388608     4194304       3       2       1      64      16   SKIP   SKIP      32.195       3.977
scale   scale_tensara_3   coop_shared      8388608     4194304       3       2       1      64      32   SKIP   SKIP      22.425       2.015
scale   scale_tensara_3   coop_shared      8388608     4194304       3       2       1      64      64   SKIP   SKIP      14.747       1.042
scale   scale_tensara_3   coop_shared      8388608     4194304       3       2       1      64     128   SKIP   SKIP      11.325       0.555
scale   scale_tensara_3   coop_shared      8388608     4194304       3       2       1     128       8   SKIP   SKIP      33.794       4.126
scale   scale_tensara_3   coop_shared      8388608     4194304       3       2       1     128      16   SKIP   SKIP      21.907       2.085
scale   scale_tensara_3   coop_shared      8388608     4194304       3       2       1     128      32   SKIP   SKIP      16.472       1.074
scale   scale_tensara_3   coop_shared      8388608     4194304       3       2       1     128      64   SKIP   SKIP      14.177       0.573
scale   scale_tensara_3   coop_shared      8388608     4194304       3       2       1     128     128   SKIP   SKIP      10.968       0.334
scale   scale_tensara_3   coop_shared      8388608     4194304       3       2       1     256       8   SKIP   SKIP      21.987       2.282
scale   scale_tensara_3   coop_shared      8388608     4194304       3       2       1     256      16   SKIP   SKIP      15.747       1.163
scale   scale_tensara_3   coop_shared      8388608     4194304       3       2       1     256      32   SKIP   SKIP      11.934       0.621
scale   scale_tensara_3   coop_shared      8388608     4194304       3       2       1     256      64   SKIP   SKIP      10.793       0.359
scale   scale_tensara_3   coop_shared      8388608     4194304       3       2       1     256     128   SKIP   SKIP      11.718       0.409
scale   scale_tensara_3   coop_shared      8388608     4194304       3       2       1     512       8   SKIP   SKIP      16.351       1.266
scale   scale_tensara_3   coop_shared      8388608     4194304       3       2       1     512      16   SKIP   SKIP      12.340       0.654
scale   scale_tensara_3   coop_shared      8388608     4194304       3       2       1     512      32   SKIP   SKIP      10.414       0.376
scale   scale_tensara_3   coop_shared      8388608     4194304       3       2       1     512      64   SKIP   SKIP      11.743       0.418
scale   scale_tensara_3   coop_shared      8388608     4194304       3       2       1     512     128   SKIP   SKIP      10.970       0.345
scale   scale_tensara_4   coop_shared     16777216     8388608       4       2       1      64       8   SKIP   SKIP     127.005      18.533
scale   scale_tensara_4   coop_shared     16777216     8388608       4       2       1      64      16   SKIP   SKIP      72.637       9.173
scale   scale_tensara_4   coop_shared     16777216     8388608       4       2       1      64      32   SKIP   SKIP      44.147       4.627
scale   scale_tensara_4   coop_shared     16777216     8388608       4       2       1      64      64   SKIP   SKIP      31.245       2.372
scale   scale_tensara_4   coop_shared     16777216     8388608       4       2       1      64     128   SKIP   SKIP      23.357       1.247
scale   scale_tensara_4   coop_shared     16777216     8388608       4       2       1     128       8   SKIP   SKIP      74.090       9.523
scale   scale_tensara_4   coop_shared     16777216     8388608       4       2       1     128      16   SKIP   SKIP      48.512       4.791
scale   scale_tensara_4   coop_shared     16777216     8388608       4       2       1     128      32   SKIP   SKIP      30.497       2.448
scale   scale_tensara_4   coop_shared     16777216     8388608       4       2       1     128      64   SKIP   SKIP      22.936       1.286
scale   scale_tensara_4   coop_shared     16777216     8388608       4       2       1     128     128   SKIP   SKIP      20.910       0.725
scale   scale_tensara_4   coop_shared     16777216     8388608       4       2       1     256       8   SKIP   SKIP      46.850       5.257
scale   scale_tensara_4   coop_shared     16777216     8388608       4       2       1     256      16   SKIP   SKIP      32.563       2.662
scale   scale_tensara_4   coop_shared     16777216     8388608       4       2       1     256      32   SKIP   SKIP      24.138       1.394
scale   scale_tensara_4   coop_shared     16777216     8388608       4       2       1     256      64   SKIP   SKIP      20.426       0.830
scale   scale_tensara_4   coop_shared     16777216     8388608       4       2       1     256     128   SKIP   SKIP      21.505       0.888
scale   scale_tensara_4   coop_shared     16777216     8388608       4       2       1     512       8   SKIP   SKIP      32.911       2.889
scale   scale_tensara_4   coop_shared     16777216     8388608       4       2       1     512      16   SKIP   SKIP      24.740       1.473
scale   scale_tensara_4   coop_shared     16777216     8388608       4       2       1     512      32   SKIP   SKIP      21.259       0.826
scale   scale_tensara_4   coop_shared     16777216     8388608       4       2       1     512      64   SKIP   SKIP      20.598       0.916
scale   scale_tensara_4   coop_shared     16777216     8388608       4       2       1     512     128   SKIP   SKIP      20.104       0.734
scale   scale_tensara_5   coop_shared     33554432    33554432       3       1       1      64       8   SKIP   SKIP     353.267      51.375
scale   scale_tensara_5   coop_shared     33554432    33554432       3       1       1      64      16   SKIP   SKIP     189.605      24.995
scale   scale_tensara_5   coop_shared     33554432    33554432       3       1       1      64      32   SKIP   SKIP     115.378      12.174
scale   scale_tensara_5   coop_shared     33554432    33554432       3       1       1      64      64   SKIP   SKIP      83.862       6.193
scale   scale_tensara_5   coop_shared     33554432    33554432       3       1       1      64     128   SKIP   SKIP      61.324       3.260
scale   scale_tensara_5   coop_shared     33554432    33554432       3       1       1     128       8   SKIP   SKIP     201.850      25.983
scale   scale_tensara_5   coop_shared     33554432    33554432       3       1       1     128      16   SKIP   SKIP     135.844      12.832
scale   scale_tensara_5   coop_shared     33554432    33554432       3       1       1     128      32   SKIP   SKIP      93.832       6.565
scale   scale_tensara_5   coop_shared     33554432    33554432       3       1       1     128      64   SKIP   SKIP      81.342       3.413
scale   scale_tensara_5   coop_shared     33554432    33554432       3       1       1     128     128   SKIP   SKIP      74.546       1.921
scale   scale_tensara_5   coop_shared     33554432    33554432       3       1       1     256       8   SKIP   SKIP     147.729      14.116
scale   scale_tensara_5   coop_shared     33554432    33554432       3       1       1     256      16   SKIP   SKIP     102.123       7.128
scale   scale_tensara_5   coop_shared     33554432    33554432       3       1       1     256      32   SKIP   SKIP      86.469       3.753
scale   scale_tensara_5   coop_shared     33554432    33554432       3       1       1     256      64   SKIP   SKIP      73.055       2.114
scale   scale_tensara_5   coop_shared     33554432    33554432       3       1       1     256     128   SKIP   SKIP      75.675       2.513
scale   scale_tensara_5   coop_shared     33554432    33554432       3       1       1     512       8   SKIP   SKIP     105.619       7.987
scale   scale_tensara_5   coop_shared     33554432    33554432       3       1       1     512      16   SKIP   SKIP      82.170       4.054
scale   scale_tensara_5   coop_shared     33554432    33554432       3       1       1     512      32   SKIP   SKIP      58.084       2.262
scale   scale_tensara_5   coop_shared     33554432    33554432       3       1       1     512      64   SKIP   SKIP      58.869       2.695
scale   scale_tensara_5   coop_shared     33554432    33554432       3       1       1     512     128   SKIP   SKIP      54.101       2.111
scale   scale_tensara_6   coop_shared     67108864    22369622       5       3       2      64       8   SKIP   SKIP     404.655      58.454
scale   scale_tensara_6   coop_shared     67108864    22369622       5       3       2      64      16   SKIP   SKIP     230.343      29.542
scale   scale_tensara_6   coop_shared     67108864    22369622       5       3       2      64      32   SKIP   SKIP     142.515      14.832
scale   scale_tensara_6   coop_shared     67108864    22369622       5       3       2      64      64   SKIP   SKIP      96.949       7.625
scale   scale_tensara_6   coop_shared     67108864    22369622       5       3       2      64     128   SKIP   SKIP      76.415       4.044
scale   scale_tensara_6   coop_shared     67108864    22369622       5       3       2     128       8   SKIP   SKIP     231.614      29.846
scale   scale_tensara_6   coop_shared     67108864    22369622       5       3       2     128      16   SKIP   SKIP     145.721      15.136
scale   scale_tensara_6   coop_shared     67108864    22369622       5       3       2     128      32   SKIP   SKIP      98.332       7.704
scale   scale_tensara_6   coop_shared     67108864    22369622       5       3       2     128      64   SKIP   SKIP      76.854       4.080
scale   scale_tensara_6   coop_shared     67108864    22369622       5       3       2     128     128   SKIP   SKIP      72.002       2.358
scale   scale_tensara_6   coop_shared     67108864    22369622       5       3       2     256       8   SKIP   SKIP     154.365      15.607
scale   scale_tensara_6   coop_shared     67108864    22369622       5       3       2     256      16   SKIP   SKIP     106.760       7.988
scale   scale_tensara_6   coop_shared     67108864    22369622       5       3       2     256      32   SKIP   SKIP      82.545       4.256
scale   scale_tensara_6   coop_shared     67108864    22369622       5       3       2     256      64   SKIP   SKIP      74.135       2.463
scale   scale_tensara_6   coop_shared     67108864    22369622       5       3       2     256     128   SKIP   SKIP      82.598       2.834
scale   scale_tensara_6   coop_shared     67108864    22369622       5       3       2     512       8   SKIP   SKIP     109.943       8.647
scale   scale_tensara_6   coop_shared     67108864    22369622       5       3       2     512      16   SKIP   SKIP      81.712       4.479
scale   scale_tensara_6   coop_shared     67108864    22369622       5       3       2     512      32   SKIP   SKIP      71.334       2.579
scale   scale_tensara_6   coop_shared     67108864    22369622       5       3       2     512      64   SKIP   SKIP      68.565       2.903
scale   scale_tensara_6   coop_shared     67108864    22369622       5       3       2     512     128   SKIP   SKIP      65.686       2.386

Scale heatmaps: kernel_ms, '-' means no row

scale_tensara_1 / basic best=(128, 128) -> 0.066 ms
block\grid8         16        32        64        128
64        0.763     0.387     0.201     0.111     0.071
128       0.388     0.202     0.112     0.071     0.066
256       0.206     0.111     0.071     0.066     0.072
512       0.121     0.070     0.067     0.073     0.067

scale_tensara_1 / basic_ldg best=(512, 32) -> 0.062 ms
block\grid8         16        32        64        128
64        0.624     0.318     0.166     0.094     0.068
128       0.318     0.168     0.095     0.067     0.063
256       0.170     0.096     0.069     0.063     0.071
512       0.102     0.068     0.062     0.069     0.065

scale_tensara_1 / coop_shared best=(512, 128) -> 0.077 ms
block\grid8         16        32        64        128
64        1.750     0.885     0.447     0.232     0.126
128       0.898     0.455     0.236     0.128     0.077
256       0.477     0.246     0.134     0.080     0.088
512       0.267     0.143     0.084     0.091     0.077

scale_tensara_2 / basic best=(512, 128) -> 0.225 ms
block\grid8         16        32        64        128
64        6.190     2.914     1.212     0.633     0.348
128       2.374     1.196     0.628     0.351     0.241
256       1.206     0.624     0.344     0.261     0.275
512       0.650     0.346     0.244     0.273     0.225

scale_tensara_2 / basic_ldg best=(512, 128) -> 0.227 ms
block\grid8         16        32        64        128
64        5.076     2.395     1.210     0.632     0.347
128       2.376     1.196     0.627     0.346     0.246
256       1.205     0.625     0.343     0.251     0.269
512       0.650     0.346     0.250     0.272     0.227

scale_tensara_2 / coop_shared best=(128, 128) -> 0.248 ms
block\grid8         16        32        64        128
64        6.439     3.133     1.527     0.777     0.410
128       3.247     1.611     0.824     0.433     0.248
256       1.759     0.892     0.472     0.270     0.309
512       1.002     0.511     0.291     0.328     0.254

scale_tensara_3 / basic best=(128, 128) -> 0.295 ms
block\grid8         16        32        64        128
64        4.058     2.054     1.061     0.568     0.342
128       2.058     1.061     0.568     0.342     0.295
256       1.084     0.570     0.340     0.299     0.341
512       0.600     0.338     0.296     0.336     0.309

scale_tensara_3 / basic_ldg best=(512, 32) -> 0.296 ms
block\grid8         16        32        64        128
64        4.056     2.055     1.060     0.567     0.342
128       2.058     1.060     0.567     0.342     0.298
256       1.083     0.568     0.340     0.299     0.340
512       0.599     0.337     0.296     0.335     0.304

scale_tensara_3 / coop_shared best=(128, 128) -> 0.334 ms
block\grid8         16        32        64        128
64        7.921     3.977     2.015     1.042     0.555
128       4.126     2.085     1.074     0.573     0.334
256       2.282     1.163     0.621     0.359     0.409
512       1.266     0.654     0.376     0.418     0.345

scale_tensara_4 / basic best=(128, 128) -> 0.605 ms
block\grid8         16        32        64        128
64        8.994     4.580     2.342     1.244     0.739
128       4.586     2.346     1.244     0.742     0.605
256       2.402     1.244     0.740     0.608     0.730
512       1.321     0.726     0.606     0.716     0.635

scale_tensara_4 / basic_ldg best=(128, 128) -> 0.601 ms
block\grid8         16        32        64        128
64        8.982     4.567     2.336     1.242     0.742
128       4.579     2.340     1.245     0.746     0.601
256       2.402     1.244     0.737     0.608     0.733
512       1.319     0.729     0.605     0.713     0.627

scale_tensara_4 / coop_shared best=(128, 128) -> 0.725 ms
block\grid8         16        32        64        128
64        18.533    9.173     4.627     2.372     1.247
128       9.523     4.791     2.448     1.286     0.725
256       5.257     2.662     1.394     0.830     0.888
512       2.889     1.473     0.826     0.916     0.734

scale_tensara_5 / basic best=(512, 128) -> 1.797 ms
block\grid8         16        32        64        128
64        40.595    19.277    9.728     5.035     2.742
128       19.074    9.553     4.990     3.309     2.120
256       9.672     5.030     2.722     2.179     2.183
512       5.202     2.706     2.156     2.186     1.797

scale_tensara_5 / basic_ldg best=(512, 128) -> 1.803 ms
block\grid8         16        32        64        128
64        40.575    19.280    9.739     5.036     2.732
128       19.065    9.553     5.003     3.262     2.132
256       9.688     5.011     2.728     2.186     2.184
512       5.200     2.711     2.139     2.206     1.803

scale_tensara_5 / coop_shared best=(128, 128) -> 1.921 ms
block\grid8         16        32        64        128
64        51.375    24.995    12.174    6.193     3.260
128       25.983    12.832    6.565     3.413     1.921
256       14.116    7.128     3.753     2.114     2.513
512       7.987     4.054     2.262     2.695     2.111

scale_tensara_6 / basic best=(512, 32) -> 2.095 ms
block\grid8         16        32        64        128
64        24.799    12.659    6.512     3.521     2.343
128       12.711    6.525     3.510     2.347     2.104
256       6.706     3.509     2.329     2.110     2.504
512       3.734     2.302     2.095     2.606     2.271

scale_tensara_6 / basic_ldg best=(512, 32) -> 2.095 ms
block\grid8         16        32        64        128
64        24.812    12.673    6.513     3.510     2.340
128       12.675    6.516     3.506     2.347     2.103
256       6.685     3.503     2.331     2.110     2.518
512       3.722     2.303     2.095     2.612     2.256

scale_tensara_6 / coop_shared best=(128, 128) -> 2.358 ms
block\grid8         16        32        64        128
64        58.454    29.542    14.832    7.625     4.044
128       29.846    15.136    7.704     4.080     2.358
256       15.607    7.988     4.256     2.463     2.834
512       8.647     4.479     2.579     2.903     2.386
