Timing samples: mode=median repeats=5 warmup=1 metric=kernel_ms
CPU reference implemented: yes
GPU kernel implemented: yes

group   name              kernel      rows      cols      block_x grid_x  cpu   gpu   total_ms    kernel_ms   
scale   scale_tensara_1   basic       1024      1024      512     128     SKIP  SKIP  14.728      1.991       
scale   scale_tensara_2   basic       1024      4096      64      8       SKIP  SKIP  1557.277    258.285     
scale   scale_tensara_2   basic       1024      4096      64      16      SKIP  SKIP  1006.617    166.440     
scale   scale_tensara_2   basic       1024      4096      64      32      SKIP  SKIP  731.612     120.590     
scale   scale_tensara_2   basic       1024      4096      64      64      SKIP  SKIP  599.345     98.627      
scale   scale_tensara_2   basic       1024      4096      64      128     SKIP  SKIP  311.287     50.508      
scale   scale_tensara_2   basic       1024      4096      128     8       SKIP  SKIP  1092.699    181.037     
scale   scale_tensara_2   basic       1024      4096      128     16      SKIP  SKIP  770.685     127.071     
scale   scale_tensara_2   basic       1024      4096      128     32      SKIP  SKIP  602.032     98.943      
scale   scale_tensara_2   basic       1024      4096      128     64      SKIP  SKIP  311.160     50.591      
scale   scale_tensara_2   basic       1024      4096      128     128     SKIP  SKIP  295.359     44.118      
scale   scale_tensara_2   basic       1024      4096      256     8       SKIP  SKIP  814.115     134.410     
scale   scale_tensara_2   basic       1024      4096      256     16      SKIP  SKIP  604.096     99.380      
scale   scale_tensara_2   basic       1024      4096      256     32      SKIP  SKIP  310.758     50.356      
scale   scale_tensara_2   basic       1024      4096      256     64      SKIP  SKIP  296.913     48.049      
scale   scale_tensara_2   basic       1024      4096      256     128     SKIP  SKIP  230.632     37.348      
scale   scale_tensara_2   basic       1024      4096      512     8       SKIP  SKIP  610.836     100.589     
scale   scale_tensara_2   basic       1024      4096      512     16      SKIP  SKIP  313.358     50.908      
scale   scale_tensara_2   basic       1024      4096      512     32      SKIP  SKIP  235.918     38.194      
scale   scale_tensara_2   basic       1024      4096      512     64      SKIP  SKIP  233.372     37.686      
scale   scale_tensara_2   basic       1024      4096      512     128     SKIP  SKIP  202.491     32.528      
scale   scale_tensara_3   basic       2048      8192      64      8       SKIP  SKIP  10622.170   1763.351    
scale   scale_tensara_3   basic       2048      8192      64      16      SKIP  SKIP  6245.655    1031.334    
scale   scale_tensara_3   basic       2048      8192      64      32      SKIP  SKIP  4040.739    664.810     
scale   scale_tensara_3   basic       2048      8192      64      64      SKIP  SKIP  3026.125    497.376     
scale   scale_tensara_3   basic       2048      8192      64      128     SKIP  SKIP  2408.214    397.153     
scale   scale_tensara_3   basic       2048      8192      128     8       SKIP  SKIP  7044.313    1169.756    
scale   scale_tensara_3   basic       2048      8192      128     16      SKIP  SKIP  4402.664    729.547     
scale   scale_tensara_3   basic       2048      8192      128     32      SKIP  SKIP  3073.470    507.550     
scale   scale_tensara_3   basic       2048      8192      128     64      SKIP  SKIP  2405.975    397.020     
scale   scale_tensara_3   basic       2048      8192      128     128     SKIP  SKIP  2223.048    367.043     
scale   scale_tensara_3   basic       2048      8192      256     8       SKIP  SKIP  4921.998    815.592     
scale   scale_tensara_3   basic       2048      8192      256     16      SKIP  SKIP  3244.632    536.518     
scale   scale_tensara_3   basic       2048      8192      256     32      SKIP  SKIP  2408.315    397.302     
scale   scale_tensara_3   basic       2048      8192      256     64      SKIP  SKIP  2347.861    385.969     
scale   scale_tensara_3   basic       2048      8192      256     128     SKIP  SKIP  1939.177    323.969     
scale   scale_tensara_3   basic       2048      8192      512     8       SKIP  SKIP  4111.648    681.323     
scale   scale_tensara_3   basic       2048      8192      512     16      SKIP  SKIP  2430.376    401.191     
scale   scale_tensara_3   basic       2048      8192      512     32      SKIP  SKIP  2055.070    325.449     
scale   scale_tensara_3   basic       2048      8192      512     64      SKIP  SKIP  1939.623    312.472     
scale   scale_tensara_3   basic       2048      8192      512     128     SKIP  SKIP  1666.050    268.133     
scale   scale_tensara_4   basic       512       16384     64      8       SKIP  SKIP  9758.376    1620.979    
scale   scale_tensara_4   basic       512       16384     64      16      SKIP  SKIP  5335.021    885.210     
scale   scale_tensara_4   basic       512       16384     64      32      SKIP  SKIP  3121.070    517.369     
scale   scale_tensara_4   basic       512       16384     64      64      SKIP  SKIP  2131.661    352.910     
scale   scale_tensara_4   basic       512       16384     64      128     SKIP  SKIP  1664.385    275.334     
scale   scale_tensara_4   basic       512       16384     128     8       SKIP  SKIP  6231.278    1035.629    
scale   scale_tensara_4   basic       512       16384     128     16      SKIP  SKIP  3519.374    585.044     
scale   scale_tensara_4   basic       512       16384     128     32      SKIP  SKIP  2180.615    361.376     
scale   scale_tensara_4   basic       512       16384     128     64      SKIP  SKIP  2416.372    399.582     
scale   scale_tensara_4   basic       512       16384     128     128     SKIP  SKIP  2200.568    364.645     
scale   scale_tensara_4   basic       512       16384     256     8       SKIP  SKIP  4147.038    688.529     
scale   scale_tensara_4   basic       512       16384     256     16      SKIP  SKIP  2468.650    408.818     
scale   scale_tensara_4   basic       512       16384     256     32      SKIP  SKIP  2147.004    355.410     
scale   scale_tensara_4   basic       512       16384     256     64      SKIP  SKIP  2345.670    389.049     
scale   scale_tensara_4   basic       512       16384     256     128     SKIP  SKIP  1962.185    324.654     
scale   scale_tensara_4   basic       512       16384     512     8       SKIP  SKIP  3731.075    619.307     
scale   scale_tensara_4   basic       512       16384     512     16      SKIP  SKIP  2054.195    340.122     
scale   scale_tensara_4   basic       512       16384     512     32      SKIP  SKIP  1908.897    315.796     
scale   scale_tensara_4   basic       512       16384     512     64      SKIP  SKIP  1853.119    306.687     
scale   scale_tensara_4   basic       512       16384     512     128     SKIP  SKIP  1592.965    263.435     
small   sample_2x4        float4      2         4         256     64      SKIP  PASS  1.635       0.014       
small   tail_2x3          float4      2         3         256     64      SKIP  PASS  1.019       0.005       
tensara tensara_1         float4      1024      1024      256     64      SKIP  SKIP  11.165      1.454       
tensara tensara_2         float4      1024      4096      256     64      SKIP  SKIP  140.653     21.951      
tensara tensara_3         float4      2048      8192      256     64      SKIP  SKIP  1067.491    173.595     
tensara tensara_4         float4      512       16384     256     64      SKIP  SKIP  1041.338    171.271     
scale   scale_tensara_1   float4      1024      1024      64      8       SKIP  SKIP  147.528     23.922      
scale   scale_tensara_1   float4      1024      1024      64      16      SKIP  SKIP  128.419     20.649      
scale   scale_tensara_1   float4      1024      1024      64      32      SKIP  SKIP  65.723      10.438      
scale   scale_tensara_1   float4      1024      1024      64      64      SKIP  SKIP  34.176      5.276       
scale   scale_tensara_1   float4      1024      1024      64      128     SKIP  SKIP  18.835      2.705       
scale   scale_tensara_1   float4      1024      1024      128     8       SKIP  SKIP  128.003     20.774      
scale   scale_tensara_1   float4      1024      1024      128     16      SKIP  SKIP  65.761      10.472      
scale   scale_tensara_1   float4      1024      1024      128     32      SKIP  SKIP  35.526      5.354       
scale   scale_tensara_1   float4      1024      1024      128     64      SKIP  SKIP  19.540      2.773       
scale   scale_tensara_1   float4      1024      1024      128     128     SKIP  SKIP  11.334      1.413       
scale   scale_tensara_1   float4      1024      1024      256     8       SKIP  SKIP  68.601      10.873      
scale   scale_tensara_1   float4      1024      1024      256     16      SKIP  SKIP  36.210      5.461       
scale   scale_tensara_1   float4      1024      1024      256     32      SKIP  SKIP  20.551      2.770       
scale   scale_tensara_1   float4      1024      1024      256     64      SKIP  SKIP  11.132      1.449       
scale   scale_tensara_1   float4      1024      1024      256     128     SKIP  SKIP  12.420      1.586       
scale   scale_tensara_1   float4      1024      1024      512     8       SKIP  SKIP  36.117      5.564       
scale   scale_tensara_1   float4      1024      1024      512     16      SKIP  SKIP  20.402      2.791       
scale   scale_tensara_1   float4      1024      1024      512     32      SKIP  SKIP  11.705      1.469       
scale   scale_tensara_1   float4      1024      1024      512     64      SKIP  SKIP  23.544      1.627       
scale   scale_tensara_1   float4      1024      1024      512     128     SKIP  SKIP  10.628      1.253       
scale   scale_tensara_2   float4      1024      4096      64      8       SKIP  SKIP  992.297     164.064     
scale   scale_tensara_2   float4      1024      4096      64      16      SKIP  SKIP  709.330     116.894     
scale   scale_tensara_2   float4      1024      4096      64      32      SKIP  SKIP  567.890     93.413      
scale   scale_tensara_2   float4      1024      4096      64      64      SKIP  SKIP  503.214     82.749      
scale   scale_tensara_2   float4      1024      4096      64      128     SKIP  SKIP  262.202     42.401      
scale   scale_tensara_2   float4      1024      4096      128     8       SKIP  SKIP  718.717     118.633     
scale   scale_tensara_2   float4      1024      4096      128     16      SKIP  SKIP  573.684     94.353      
scale   scale_tensara_2   float4      1024      4096      128     32      SKIP  SKIP  502.392     82.277      
scale   scale_tensara_2   float4      1024      4096      128     64      SKIP  SKIP  260.891     42.199      
scale   scale_tensara_2   float4      1024      4096      128     128     SKIP  SKIP  140.691     21.923      
scale   scale_tensara_2   float4      1024      4096      256     8       SKIP  SKIP  627.200     102.968     
scale   scale_tensara_2   float4      1024      4096      256     16      SKIP  SKIP  509.903     83.401      
scale   scale_tensara_2   float4      1024      4096      256     32      SKIP  SKIP  263.454     42.510      
scale   scale_tensara_2   float4      1024      4096      256     64      SKIP  SKIP  139.593     21.950      
scale   scale_tensara_2   float4      1024      4096      256     128     SKIP  SKIP  148.620     23.525      
scale   scale_tensara_2   float4      1024      4096      512     8       SKIP  SKIP  523.481     85.886      
scale   scale_tensara_2   float4      1024      4096      512     16      SKIP  SKIP  266.633     43.071      
scale   scale_tensara_2   float4      1024      4096      512     32      SKIP  SKIP  140.573     21.986      
scale   scale_tensara_2   float4      1024      4096      512     64      SKIP  SKIP  154.714     24.176      
scale   scale_tensara_2   float4      1024      4096      512     128     SKIP  SKIP  124.598     19.510      
scale   scale_tensara_3   float4      2048      8192      64      8       SKIP  SKIP  6134.459    1017.731    
scale   scale_tensara_3   float4      2048      8192      64      16      SKIP  SKIP  3912.707    648.062     
scale   scale_tensara_3   float4      2048      8192      64      32      SKIP  SKIP  2806.417    463.579     
scale   scale_tensara_3   float4      2048      8192      64      64      SKIP  SKIP  2357.821    388.438     
scale   scale_tensara_3   float4      2048      8192      64      128     SKIP  SKIP  2031.426    333.911     
scale   scale_tensara_3   float4      2048      8192      128     8       SKIP  SKIP  3991.607    660.961     
scale   scale_tensara_3   float4      2048      8192      128     16      SKIP  SKIP  2847.198    470.188     
scale   scale_tensara_3   float4      2048      8192      128     32      SKIP  SKIP  2277.588    375.282     
scale   scale_tensara_3   float4      2048      8192      128     64      SKIP  SKIP  2026.868    333.692     
scale   scale_tensara_3   float4      2048      8192      128     128     SKIP  SKIP  1069.220    173.790     
scale   scale_tensara_3   float4      2048      8192      256     8       SKIP  SKIP  3399.353    562.514     
scale   scale_tensara_3   float4      2048      8192      256     16      SKIP  SKIP  2478.924    408.985     
scale   scale_tensara_3   float4      2048      8192      256     32      SKIP  SKIP  2025.981    333.542     
scale   scale_tensara_3   float4      2048      8192      256     64      SKIP  SKIP  1066.092    173.522     
scale   scale_tensara_3   float4      2048      8192      256     128     SKIP  SKIP  1152.399    187.699     
scale   scale_tensara_3   float4      2048      8192      512     8       SKIP  SKIP  2940.661    483.901     
scale   scale_tensara_3   float4      2048      8192      512     16      SKIP  SKIP  3093.012    519.084     
scale   scale_tensara_3   float4      2048      8192      512     32      SKIP  SKIP  1962.792    296.796     
scale   scale_tensara_3   float4      2048      8192      512     64      SKIP  SKIP  1264.458    196.211     
scale   scale_tensara_3   float4      2048      8192      512     128     SKIP  SKIP  984.299     155.673     
scale   scale_tensara_4   float4      512       16384     64      8       SKIP  SKIP  5251.620    871.888     
scale   scale_tensara_4   float4      512       16384     64      16      SKIP  SKIP  3046.128    505.222     
scale   scale_tensara_4   float4      512       16384     64      32      SKIP  SKIP  1955.049    322.302     
scale   scale_tensara_4   float4      512       16384     64      64      SKIP  SKIP  1524.988    251.532     
scale   scale_tensara_4   float4      512       16384     64      128     SKIP  SKIP  1333.334    219.548     
scale   scale_tensara_4   float4      512       16384     128     8       SKIP  SKIP  3121.952    517.819     
scale   scale_tensara_4   float4      512       16384     128     16      SKIP  SKIP  1989.064    328.405     
scale   scale_tensara_4   float4      512       16384     128     32      SKIP  SKIP  1432.674    234.726     
scale   scale_tensara_4   float4      512       16384     128     64      SKIP  SKIP  1329.535    219.386     
scale   scale_tensara_4   float4      512       16384     128     128     SKIP  SKIP  1048.335    171.148     
scale   scale_tensara_4   float4      512       16384     256     8       SKIP  SKIP  2624.028    432.670     
scale   scale_tensara_4   float4      512       16384     256     16      SKIP  SKIP  1700.457    280.047     
scale   scale_tensara_4   float4      512       16384     256     32      SKIP  SKIP  1242.569    204.712     
scale   scale_tensara_4   float4      512       16384     256     64      SKIP  SKIP  1043.884    171.122     
scale   scale_tensara_4   float4      512       16384     256     128     SKIP  SKIP  1165.878    192.159     
scale   scale_tensara_4   float4      512       16384     512     8       SKIP  SKIP  2312.433    383.037     
scale   scale_tensara_4   float4      512       16384     512     16      SKIP  SKIP  1466.822    241.602     
scale   scale_tensara_4   float4      512       16384     512     32      SKIP  SKIP  1039.126    170.656     
scale   scale_tensara_4   float4      512       16384     512     64      SKIP  SKIP  1176.424    190.365     
scale   scale_tensara_4   float4      512       16384     512     128     SKIP  SKIP  934.176     152.202     
small   sample_2x4        float4_store2         4         256     64      SKIP  PASS  1.234       0.006       
small   tail_2x3          float4_store2         3         256     64      SKIP  PASS  1.942       0.055       
tensara tensara_1         float4_store1024      1024      256     64      SKIP  SKIP  14.882      1.477       
tensara tensara_2         float4_store1024      4096      256     64      SKIP  SKIP  142.497     21.935      
tensara tensara_3         float4_store2048      8192      256     64      SKIP  SKIP  1069.366    173.541     
tensara tensara_4         float4_store512       16384     256     64      SKIP  SKIP  1039.321    170.287     
scale   scale_tensara_1   float4_store1024      1024      64      8       SKIP  SKIP  155.636     24.873      
scale   scale_tensara_1   float4_store1024      1024      64      16      SKIP  SKIP  131.588     21.120      
scale   scale_tensara_1   float4_store1024      1024      64      32      SKIP  SKIP  67.278      10.683      
scale   scale_tensara_1   float4_store1024      1024      64      64      SKIP  SKIP  35.582      5.433       
scale   scale_tensara_1   float4_store1024      1024      64      128     SKIP  SKIP  19.627      2.760       
scale   scale_tensara_1   float4_store1024      1024      128     8       SKIP  SKIP  131.912     21.374      
scale   scale_tensara_1   float4_store1024      1024      128     16      SKIP  SKIP  70.240      10.772      
scale   scale_tensara_1   float4_store1024      1024      128     32      SKIP  SKIP  35.747      5.473       
scale   scale_tensara_1   float4_store1024      1024      128     64      SKIP  SKIP  19.147      2.803       
scale   scale_tensara_1   float4_store1024      1024      128     128     SKIP  SKIP  11.911      1.436       
scale   scale_tensara_1   float4_store1024      1024      256     8       SKIP  SKIP  69.530      11.008      
scale   scale_tensara_1   float4_store1024      1024      256     16      SKIP  SKIP  36.853      5.543       
scale   scale_tensara_1   float4_store1024      1024      256     32      SKIP  SKIP  19.419      2.812       
scale   scale_tensara_1   float4_store1024      1024      256     64      SKIP  SKIP  11.571      1.475       
scale   scale_tensara_1   float4_store1024      1024      256     128     SKIP  SKIP  11.441      1.509       
scale   scale_tensara_1   float4_store1024      1024      512     8       SKIP  SKIP  36.114      5.587       
scale   scale_tensara_1   float4_store1024      1024      512     16      SKIP  SKIP  19.844      2.816       
scale   scale_tensara_1   float4_store1024      1024      512     32      SKIP  SKIP  12.384      1.497       
scale   scale_tensara_1   float4_store1024      1024      512     64      SKIP  SKIP  11.382      1.464       
scale   scale_tensara_1   float4_store1024      1024      512     128     SKIP  SKIP  11.224      1.460       
scale   scale_tensara_2   float4_store1024      4096      64      8       SKIP  SKIP  1072.215    176.889     
scale   scale_tensara_2   float4_store1024      4096      64      16      SKIP  SKIP  753.479     123.451     
scale   scale_tensara_2   float4_store1024      4096      64      32      SKIP  SKIP  590.652     97.066      
scale   scale_tensara_2   float4_store1024      4096      64      64      SKIP  SKIP  517.316     84.347      
scale   scale_tensara_2   float4_store1024      4096      64      128     SKIP  SKIP  265.047     42.784      
scale   scale_tensara_2   float4_store1024      4096      128     8       SKIP  SKIP  769.186     125.653     
scale   scale_tensara_2   float4_store1024      4096      128     16      SKIP  SKIP  595.940     97.579      
scale   scale_tensara_2   float4_store1024      4096      128     32      SKIP  SKIP  517.342     84.817      
scale   scale_tensara_2   float4_store1024      4096      128     64      SKIP  SKIP  264.645     42.774      
scale   scale_tensara_2   float4_store1024      4096      128     128     SKIP  SKIP  139.213     21.949      
scale   scale_tensara_2   float4_store1024      4096      256     8       SKIP  SKIP  633.023     104.087     
scale   scale_tensara_2   float4_store1024      4096      256     16      SKIP  SKIP  516.164     84.653      
scale   scale_tensara_2   float4_store1024      4096      256     32      SKIP  SKIP  264.838     42.780      
scale   scale_tensara_2   float4_store1024      4096      256     64      SKIP  SKIP  139.302     21.927      
scale   scale_tensara_2   float4_store1024      4096      256     128     SKIP  SKIP  143.261     22.689      
scale   scale_tensara_2   float4_store1024      4096      512     8       SKIP  SKIP  519.295     85.188      
scale   scale_tensara_2   float4_store1024      4096      512     16      SKIP  SKIP  264.194     42.797      
scale   scale_tensara_2   float4_store1024      4096      512     32      SKIP  SKIP  140.891     22.225      
scale   scale_tensara_2   float4_store1024      4096      512     64      SKIP  SKIP  140.995     22.327      
scale   scale_tensara_2   float4_store1024      4096      512     128     SKIP  SKIP  140.876     22.315      
scale   scale_tensara_3   float4_store2048      8192      64      8       SKIP  SKIP  6755.504    1121.575    
scale   scale_tensara_3   float4_store2048      8192      64      16      SKIP  SKIP  4233.254    701.128     
scale   scale_tensara_3   float4_store2048      8192      64      32      SKIP  SKIP  2973.974    491.589     
scale   scale_tensara_3   float4_store2048      8192      64      64      SKIP  SKIP  2405.471    396.700     
scale   scale_tensara_3   float4_store2048      8192      64      128     SKIP  SKIP  2060.116    339.330     
scale   scale_tensara_3   float4_store2048      8192      128     8       SKIP  SKIP  4328.064    717.345     
scale   scale_tensara_3   float4_store2048      8192      128     16      SKIP  SKIP  3006.074    496.975     
scale   scale_tensara_3   float4_store2048      8192      128     32      SKIP  SKIP  2378.458    392.455     
scale   scale_tensara_3   float4_store2048      8192      128     64      SKIP  SKIP  2066.973    340.698     
scale   scale_tensara_3   float4_store2048      8192      128     128     SKIP  SKIP  1069.045    174.126     
scale   scale_tensara_3   float4_store2048      8192      256     8       SKIP  SKIP  3442.369    567.644     
scale   scale_tensara_3   float4_store2048      8192      256     16      SKIP  SKIP  2532.356    413.984     
scale   scale_tensara_3   float4_store2048      8192      256     32      SKIP  SKIP  2084.036    337.417     
scale   scale_tensara_3   float4_store2048      8192      256     64      SKIP  SKIP  1093.108    174.035     
scale   scale_tensara_3   float4_store2048      8192      256     128     SKIP  SKIP  1129.541    182.284     
scale   scale_tensara_3   float4_store2048      8192      512     8       SKIP  SKIP  2929.760    481.465     
scale   scale_tensara_3   float4_store2048      8192      512     16      SKIP  SKIP  2077.027    339.330     
scale   scale_tensara_3   float4_store2048      8192      512     32      SKIP  SKIP  1055.143    171.654     
scale   scale_tensara_3   float4_store2048      8192      512     64      SKIP  SKIP  1073.140    174.024     
scale   scale_tensara_3   float4_store2048      8192      512     128     SKIP  SKIP  1075.656    174.883     
scale   scale_tensara_4   float4_store512       16384     64      8       SKIP  SKIP  5851.420    972.826     
scale   scale_tensara_4   float4_store512       16384     64      16      SKIP  SKIP  3357.300    556.424     
scale   scale_tensara_4   float4_store512       16384     64      32      SKIP  SKIP  2108.022    348.534     
scale   scale_tensara_4   float4_store512       16384     64      64      SKIP  SKIP  1555.260    256.813     
scale   scale_tensara_4   float4_store512       16384     64      128     SKIP  SKIP  1362.540    223.651     
scale   scale_tensara_4   float4_store512       16384     128     8       SKIP  SKIP  3450.760    571.799     
scale   scale_tensara_4   float4_store512       16384     128     16      SKIP  SKIP  2140.454    354.480     
scale   scale_tensara_4   float4_store512       16384     128     32      SKIP  SKIP  1506.605    248.601     
scale   scale_tensara_4   float4_store512       16384     128     64      SKIP  SKIP  1358.732    224.240     
scale   scale_tensara_4   float4_store512       16384     128     128     SKIP  SKIP  1034.996    170.037     
scale   scale_tensara_4   float4_store512       16384     256     8       SKIP  SKIP  2617.938    434.103     
scale   scale_tensara_4   float4_store512       16384     256     16      SKIP  SKIP  1705.597    282.165     
scale   scale_tensara_4   float4_store512       16384     256     32      SKIP  SKIP  1251.764    206.438     
scale   scale_tensara_4   float4_store512       16384     256     64      SKIP  SKIP  1036.502    170.284     
scale   scale_tensara_4   float4_store512       16384     256     128     SKIP  SKIP  1091.569    179.287     
scale   scale_tensara_4   float4_store512       16384     512     8       SKIP  SKIP  2305.000    381.795     
scale   scale_tensara_4   float4_store512       16384     512     16      SKIP  SKIP  1453.149    240.016     
scale   scale_tensara_4   float4_store512       16384     512     32      SKIP  SKIP  1028.967    169.169     
scale   scale_tensara_4   float4_store512       16384     512     64      SKIP  SKIP  1051.510    172.888     
scale   scale_tensara_4   float4_store512       16384     512     128     SKIP  SKIP  1067.951    175.079     
small   sample_2x4        shared_mem  2         4         256     64      SKIP  PASS  1.313       0.007       
small   tail_2x3          shared_mem  2         3         256     64      SKIP  PASS  0.990       0.006       
tensara tensara_1         shared_mem  1024      1024      256     64      SKIP  SKIP  3.895       0.062       
tensara tensara_2         shared_mem  1024      4096      256     64      SKIP  SKIP  13.767      0.248       
tensara tensara_3         shared_mem  2048      8192      256     64      SKIP  SKIP  31.300      1.162       
tensara tensara_4         shared_mem  512       16384     256     64      SKIP  SKIP  17.336      0.589       
scale   scale_tensara_1   shared_mem  1024      1024      64      8       SKIP  SKIP  8.444       0.833       
scale   scale_tensara_1   shared_mem  1024      1024      64      16      SKIP  SKIP  5.312       0.423       
scale   scale_tensara_1   shared_mem  1024      1024      64      32      SKIP  SKIP  4.238       0.222       
scale   scale_tensara_1   shared_mem  1024      1024      64      64      SKIP  SKIP  3.419       0.124       
scale   scale_tensara_1   shared_mem  1024      1024      64      128     SKIP  SKIP  3.091       0.073       
scale   scale_tensara_1   shared_mem  1024      1024      128     8       SKIP  SKIP  5.507       0.468       
scale   scale_tensara_1   shared_mem  1024      1024      128     16      SKIP  SKIP  3.850       0.243       
scale   scale_tensara_1   shared_mem  1024      1024      128     32      SKIP  SKIP  3.293       0.133       
scale   scale_tensara_1   shared_mem  1024      1024      128     64      SKIP  SKIP  2.757       0.077       
scale   scale_tensara_1   shared_mem  1024      1024      128     128     SKIP  SKIP  3.023       0.056       
scale   scale_tensara_1   shared_mem  1024      1024      256     8       SKIP  SKIP  4.873       0.304       
scale   scale_tensara_1   shared_mem  1024      1024      256     16      SKIP  SKIP  3.742       0.161       
scale   scale_tensara_1   shared_mem  1024      1024      256     32      SKIP  SKIP  3.192       0.090       
scale   scale_tensara_1   shared_mem  1024      1024      256     64      SKIP  SKIP  2.827       0.061       
scale   scale_tensara_1   shared_mem  1024      1024      256     128     SKIP  SKIP  2.998       0.066       
scale   scale_tensara_1   shared_mem  1024      1024      512     8       SKIP  SKIP  3.921       0.250       
scale   scale_tensara_1   shared_mem  1024      1024      512     16      SKIP  SKIP  2.895       0.133       
scale   scale_tensara_1   shared_mem  1024      1024      512     32      SKIP  SKIP  3.172       0.083       
scale   scale_tensara_1   shared_mem  1024      1024      512     64      SKIP  SKIP  2.643       0.079       
scale   scale_tensara_1   shared_mem  1024      1024      512     128     SKIP  SKIP  2.758       0.066       
scale   scale_tensara_2   shared_mem  1024      4096      64      8       SKIP  SKIP  26.550      3.190       
scale   scale_tensara_2   shared_mem  1024      4096      64      16      SKIP  SKIP  16.563      1.636       
scale   scale_tensara_2   shared_mem  1024      4096      64      32      SKIP  SKIP  11.827      0.921       
scale   scale_tensara_2   shared_mem  1024      4096      64      64      SKIP  SKIP  11.926      0.581       
scale   scale_tensara_2   shared_mem  1024      4096      64      128     SKIP  SKIP  9.390       0.407       
scale   scale_tensara_2   shared_mem  1024      4096      128     8       SKIP  SKIP  17.182      1.670       
scale   scale_tensara_2   shared_mem  1024      4096      128     16      SKIP  SKIP  12.189      0.861       
scale   scale_tensara_2   shared_mem  1024      4096      128     32      SKIP  SKIP  10.684      0.500       
scale   scale_tensara_2   shared_mem  1024      4096      128     64      SKIP  SKIP  8.641       0.334       
scale   scale_tensara_2   shared_mem  1024      4096      128     128     SKIP  SKIP  8.702       0.296       
scale   scale_tensara_2   shared_mem  1024      4096      256     8       SKIP  SKIP  12.795      0.935       
scale   scale_tensara_2   shared_mem  1024      4096      256     16      SKIP  SKIP  10.076      0.486       
scale   scale_tensara_2   shared_mem  1024      4096      256     32      SKIP  SKIP  9.005       0.300       
scale   scale_tensara_2   shared_mem  1024      4096      256     64      SKIP  SKIP  7.870       0.249       
scale   scale_tensara_2   shared_mem  1024      4096      256     128     SKIP  SKIP  8.402       0.317       
scale   scale_tensara_2   shared_mem  1024      4096      512     8       SKIP  SKIP  9.969       0.595       
scale   scale_tensara_2   shared_mem  1024      4096      512     16      SKIP  SKIP  9.805       0.329       
scale   scale_tensara_2   shared_mem  1024      4096      512     32      SKIP  SKIP  8.296       0.225       
scale   scale_tensara_2   shared_mem  1024      4096      512     64      SKIP  SKIP  7.805       0.279       
scale   scale_tensara_2   shared_mem  1024      4096      512     128     SKIP  SKIP  7.401       0.240       
scale   scale_tensara_3   shared_mem  2048      8192      64      8       SKIP  SKIP  112.055     14.382      
scale   scale_tensara_3   shared_mem  2048      8192      64      16      SKIP  SKIP  67.918      7.079       
scale   scale_tensara_3   shared_mem  2048      8192      64      32      SKIP  SKIP  62.443      4.393       
scale   scale_tensara_3   shared_mem  2048      8192      64      64      SKIP  SKIP  62.343      2.901       
