Timing samples: mode=median repeats=5 warmup=1 metric=kernel_ms

group   name            kernel    N         K       block_x grid_x  cpu   gpu   total_ms    kernel_ms   
scale   scale_tensara_2 bstride   65536     8191    128     16      SKIP  SKIP  23.068      3.622       
scale   scale_tensara_2 bstride_c 65536     8191    128     16      SKIP  SKIP  12.586      1.937       
scale   scale_tensara_2 basic     65536     8191    128     32      SKIP  SKIP  17.496      2.637       
scale   scale_tensara_2 basic_c   65536     8191    128     32      SKIP  SKIP  18.964      2.959       
scale   scale_tensara_2 tiled     65536     8191    128     32      SKIP  SKIP  26.555      4.276       
scale   scale_tensara_2 tiled_c   65536     8191    128     32      SKIP  SKIP  19.273      2.904       
scale   scale_tensara_2 bstride   65536     8191    128     32      SKIP  SKIP  16.822      2.541       
scale   scale_tensara_2 bstride_c 65536     8191    128     32      SKIP  SKIP  8.527       1.247       
scale   scale_tensara_2 basic     65536     8191    128     64      SKIP  SKIP  17.348      2.646       
scale   scale_tensara_2 basic_c   65536     8191    128     64      SKIP  SKIP  15.188      2.318       
scale   scale_tensara_2 tiled     65536     8191    128     64      SKIP  SKIP  26.924      4.256       
scale   scale_tensara_2 tiled_c   65536     8191    128     64      SKIP  SKIP  18.415      2.807       
scale   scale_tensara_2 bstride   65536     8191    128     64      SKIP  SKIP  16.355      2.500       
scale   scale_tensara_2 bstride_c 65536     8191    128     64      SKIP  SKIP  9.896       1.289       
scale   scale_tensara_2 basic     65536     8191    128     128     SKIP  SKIP  14.239      2.084       
scale   scale_tensara_2 basic_c   65536     8191    128     128     SKIP  SKIP  19.401      2.287       
scale   scale_tensara_2 tiled     65536     8191    128     128     SKIP  SKIP  27.191      4.167       
scale   scale_tensara_2 tiled_c   65536     8191    128     128     SKIP  SKIP  18.817      2.759       
scale   scale_tensara_2 bstride   65536     8191    128     128     SKIP  SKIP  14.301      2.181       
scale   scale_tensara_2 bstride_c 65536     8191    128     128     SKIP  SKIP  8.618       1.280       
scale   scale_tensara_2 basic     65536     8191    256     8       SKIP  SKIP  31.712      5.144       
scale   scale_tensara_2 basic_c   65536     8191    256     8       SKIP  SKIP  35.192      5.637       
scale   scale_tensara_2 tiled     65536     8191    256     8       SKIP  SKIP  47.048      7.587       
scale   scale_tensara_2 tiled_c   65536     8191    256     8       SKIP  SKIP  30.262      4.861       
scale   scale_tensara_2 bstride   65536     8191    256     8       SKIP  SKIP  27.807      4.438       
scale   scale_tensara_2 bstride_c 65536     8191    256     8       SKIP  SKIP  14.857      2.293       
scale   scale_tensara_2 basic     65536     8191    256     16      SKIP  SKIP  17.751      2.760       
scale   scale_tensara_2 basic_c   65536     8191    256     16      SKIP  SKIP  21.794      3.438       
scale   scale_tensara_2 tiled     65536     8191    256     16      SKIP  SKIP  26.311      4.135       
scale   scale_tensara_2 tiled_c   65536     8191    256     16      SKIP  SKIP  17.733      2.768       
scale   scale_tensara_2 bstride   65536     8191    256     16      SKIP  SKIP  14.821      2.306       
scale   scale_tensara_2 bstride_c 65536     8191    256     16      SKIP  SKIP  8.170       1.196       
scale   scale_tensara_2 basic     65536     8191    256     32      SKIP  SKIP  16.228      2.515       
scale   scale_tensara_2 basic_c   65536     8191    256     32      SKIP  SKIP  14.843      2.313       
scale   scale_tensara_2 tiled     65536     8191    256     32      SKIP  SKIP  21.487      3.401       
scale   scale_tensara_2 tiled_c   65536     8191    256     32      SKIP  SKIP  13.437      2.035       
scale   scale_tensara_2 bstride   65536     8191    256     32      SKIP  SKIP  15.777      2.425       
scale   scale_tensara_2 bstride_c 65536     8191    256     32      SKIP  SKIP  8.588       1.225       
scale   scale_tensara_2 basic     65536     8191    256     64      SKIP  SKIP  15.746      2.416       
scale   scale_tensara_2 basic_c   65536     8191    256     64      SKIP  SKIP  15.429      2.409       
scale   scale_tensara_2 tiled     65536     8191    256     64      SKIP  SKIP  21.411      3.411       
scale   scale_tensara_2 tiled_c   65536     8191    256     64      SKIP  SKIP  12.588      1.938       
scale   scale_tensara_2 bstride   65536     8191    256     64      SKIP  SKIP  15.609      2.441       
scale   scale_tensara_2 bstride_c 65536     8191    256     64      SKIP  SKIP  8.867       1.217       
scale   scale_tensara_2 basic     65536     8191    256     128     SKIP  SKIP  14.133      2.137       
scale   scale_tensara_2 basic_c   65536     8191    256     128     SKIP  SKIP  13.893      2.078       
scale   scale_tensara_2 tiled     65536     8191    256     128     SKIP  SKIP  19.224      3.049       
scale   scale_tensara_2 tiled_c   65536     8191    256     128     SKIP  SKIP  12.355      1.910       
scale   scale_tensara_2 bstride   65536     8191    256     128     SKIP  SKIP  14.432      2.176       
scale   scale_tensara_2 bstride_c 65536     8191    256     128     SKIP  SKIP  7.452       1.101       
scale   scale_tensara_2 basic     65536     8191    512     8       SKIP  SKIP  29.694      4.818       
scale   scale_tensara_2 basic_c   65536     8191    512     8       SKIP  SKIP  26.718      4.221       
scale   scale_tensara_2 tiled     65536     8191    512     8       SKIP  SKIP  38.040      6.160       
scale   scale_tensara_2 tiled_c   65536     8191    512     8       SKIP  SKIP  23.068      3.668       
scale   scale_tensara_2 bstride   65536     8191    512     8       SKIP  SKIP  27.459      4.324       
scale   scale_tensara_2 bstride_c 65536     8191    512     8       SKIP  SKIP  13.955      2.174       
scale   scale_tensara_2 basic     65536     8191    512     16      SKIP  SKIP  13.996      2.160       
scale   scale_tensara_2 basic_c   65536     8191    512     16      SKIP  SKIP  13.595      2.115       
scale   scale_tensara_2 tiled     65536     8191    512     16      SKIP  SKIP  18.864      2.979       
scale   scale_tensara_2 tiled_c   65536     8191    512     16      SKIP  SKIP  13.414      2.107       
scale   scale_tensara_2 bstride   65536     8191    512     16      SKIP  SKIP  15.359      2.388       
scale   scale_tensara_2 bstride_c 65536     8191    512     16      SKIP  SKIP  7.952       1.190       
scale   scale_tensara_2 basic     65536     8191    512     32      SKIP  SKIP  14.932      2.332       
scale   scale_tensara_2 basic_c   65536     8191    512     32      SKIP  SKIP  15.792      2.461       
scale   scale_tensara_2 tiled     65536     8191    512     32      SKIP  SKIP  20.022      3.168       
scale   scale_tensara_2 tiled_c   65536     8191    512     32      SKIP  SKIP  11.441      1.748       
scale   scale_tensara_2 bstride   65536     8191    512     32      SKIP  SKIP  15.816      2.474       
scale   scale_tensara_2 bstride_c 65536     8191    512     32      SKIP  SKIP  8.187       1.219       
scale   scale_tensara_2 basic     65536     8191    512     64      SKIP  SKIP  15.128      2.378       
scale   scale_tensara_2 basic_c   65536     8191    512     64      SKIP  SKIP  14.548      2.222       
scale   scale_tensara_2 tiled     65536     8191    512     64      SKIP  SKIP  19.970      3.116       
scale   scale_tensara_2 tiled_c   65536     8191    512     64      SKIP  SKIP  12.365      1.767       
scale   scale_tensara_2 bstride   65536     8191    512     64      SKIP  SKIP  16.700      2.486       
scale   scale_tensara_2 bstride_c 65536     8191    512     64      SKIP  SKIP  9.128       1.213       
scale   scale_tensara_2 basic     65536     8191    512     128     SKIP  SKIP  15.772      2.099       
scale   scale_tensara_2 basic_c   65536     8191    512     128     SKIP  SKIP  12.349      1.743       
scale   scale_tensara_2 tiled     65536     8191    512     128     SKIP  SKIP  18.725      2.905       
scale   scale_tensara_2 tiled_c   65536     8191    512     128     SKIP  SKIP  11.280      1.582       
scale   scale_tensara_2 bstride   65536     8191    512     128     SKIP  SKIP  14.977      2.244       
scale   scale_tensara_2 bstride_c 65536     8191    512     128     SKIP  SKIP  8.445       1.080       

Scaling Heatmaps (kernel_ms, lower is better)
============================================================

scale_tensara_1 / basic  best=(256,128) 0.974 ms
block\grid8         16        32        64        128       
64        6.707     3.502     1.902     1.311     1.130     
128       3.687     1.979     1.314     1.182     1.026     
256       2.548     1.404     1.181     1.190     0.974     
512       2.253     1.079     1.150     1.178     1.158     

scale_tensara_1 / basic_c  best=(256,128) 0.879 ms
block\grid8         16        32        64        128       
64        8.164     4.213     2.256     1.422     1.055     
128       4.390     2.367     1.436     1.075     1.030     
256       2.836     1.574     1.104     1.107     0.879     
512       2.049     1.045     1.061     1.004     0.960     

scale_tensara_1 / tiled  best=(256,128) 1.337 ms
block\grid8         16        32        64        128       
64        12.707    6.342     3.260     3.324     2.535     
128       6.636     3.401     1.968     1.975     1.982     
256       3.854     2.034     1.485     1.563     1.337     
512       3.046     1.540     1.377     1.392     1.343     

scale_tensara_1 / tiled_c  best=(512,64) 0.794 ms
block\grid8         16        32        64        128       
64        8.955     4.431     2.313     2.405     1.876     
128       4.437     2.256     1.396     1.360     1.383     
256       2.425     1.395     0.969     0.952     0.864     
512       1.845     0.974     0.865     0.794     0.822     

scale_tensara_1 / bstride  best=(256,128) 1.005 ms
block\grid8         16        32        64        128       
64        6.704     3.354     1.927     1.978     1.511     
128       3.617     1.815     1.264     1.253     1.125     
256       2.221     1.156     1.222     1.177     1.005     
512       2.171     1.164     1.232     1.164     1.215     

scale_tensara_1 / bstride_c  best=(256,128) 0.511 ms
block\grid8         16        32        64        128       
64        3.753     1.877     1.083     0.992     0.819     
128       1.971     0.968     0.616     0.635     0.611     
256       1.151     0.601     0.620     0.601     0.511     
512       1.104     0.588     0.620     0.587     0.601     

scale_tensara_2 / basic  best=(128,128) 2.084 ms
block\grid8         16        32        64        128       
64        13.452    6.968     3.774     2.622     2.433     
128       7.395     3.917     2.637     2.646     2.084     
256       5.144     2.760     2.515     2.416     2.137     
512       4.818     2.160     2.332     2.378     2.099     

scale_tensara_2 / basic_c  best=(512,128) 1.743 ms
block\grid8         16        32        64        128       
64        16.399    8.459     4.754     3.142     2.269     
128       8.801     4.843     2.959     2.318     2.287     
256       5.637     3.438     2.313     2.409     2.078     
512       4.221     2.115     2.461     2.222     1.743     

scale_tensara_2 / tiled  best=(512,128) 2.905 ms
block\grid8         16        32        64        128       
64        25.593    12.777    6.534     7.028     5.729     
128       13.361    6.826     4.276     4.256     4.167     
256       7.587     4.135     3.401     3.411     3.049     
512       6.160     2.979     3.168     3.116     2.905     

scale_tensara_2 / tiled_c  best=(512,128) 1.582 ms
block\grid8         16        32        64        128       
64        18.141    8.935     4.637     4.696     3.720     
128       8.969     4.471     2.904     2.807     2.759     
256       4.861     2.768     2.035     1.938     1.910     
512       3.668     2.107     1.748     1.767     1.582     

scale_tensara_2 / bstride  best=(256,128) 2.176 ms
block\grid8         16        32        64        128       
64        13.446    6.725     3.822     3.896     3.022     
128       7.238     3.622     2.541     2.500     2.181     
256       4.438     2.306     2.425     2.441     2.176     
512       4.324     2.388     2.474     2.486     2.244     

scale_tensara_2 / bstride_c  best=(512,128) 1.080 ms
block\grid8         16        32        64        128       
64        7.564     3.798     2.157     1.960     1.638     
128       3.961     1.937     1.247     1.289     1.280     
256       2.293     1.196     1.225     1.217     1.101     
512       2.174     1.190     1.219     1.213     1.080     
