Timing samples: mode=median repeats=5 warmup_rounds=5 shuffle_seed=6221073 metric=kernel_ms
CPU reference implemented: yes
GPU kernel implemented: yes

group     name                    kernel        rows    cols    elements      block_x grid_x  cpu     gpu     total_ms    kernel_ms   
scale     tensara_5               shared        128     16384   2097152       256     8       SKIP    SKIP    0.486       0.486       
scale     tensara_5               shared        128     16384   2097152       256     16      SKIP    SKIP    0.310       0.310       
scale     tensara_5               shared        128     16384   2097152       256     32      SKIP    SKIP    0.216       0.216       
scale     tensara_5               shared        128     16384   2097152       256     64      SKIP    SKIP    0.156       0.156       
scale     tensara_5               shared        128     16384   2097152       256     128     SKIP    SKIP    0.165       0.165       
scale     tensara_5               shared        128     16384   2097152       512     8       SKIP    SKIP    0.267       0.267       
scale     tensara_5               shared        128     16384   2097152       512     16      SKIP    SKIP    0.188       0.188       
scale     tensara_5               shared        128     16384   2097152       512     32      SKIP    SKIP    0.156       0.156       
scale     tensara_5               shared        128     16384   2097152       512     64      SKIP    SKIP    0.166       0.166       
scale     tensara_5               shared        128     16384   2097152       512     128     SKIP    SKIP    0.156       0.156       
scale     tensara_5               shared_float4 128     16384   2097152       64      8       SKIP    SKIP    0.507       0.507       
scale     tensara_5               shared_float4 128     16384   2097152       64      16      SKIP    SKIP    0.301       0.301       
scale     tensara_5               shared_float4 128     16384   2097152       64      32      SKIP    SKIP    0.217       0.217       
scale     tensara_5               shared_float4 128     16384   2097152       64      64      SKIP    SKIP    0.156       0.156       
scale     tensara_5               shared_float4 128     16384   2097152       64      128     SKIP    SKIP    0.146       0.146       
scale     tensara_5               shared_float4 128     16384   2097152       128     8       SKIP    SKIP    0.293       0.293       
scale     tensara_5               shared_float4 128     16384   2097152       128     16      SKIP    SKIP    0.179       0.179       
scale     tensara_5               shared_float4 128     16384   2097152       128     32      SKIP    SKIP    0.152       0.152       
scale     tensara_5               shared_float4 128     16384   2097152       128     64      SKIP    SKIP    0.148       0.148       
scale     tensara_5               shared_float4 128     16384   2097152       128     128     SKIP    SKIP    0.145       0.145       
scale     tensara_5               shared_float4 128     16384   2097152       256     8       SKIP    SKIP    0.162       0.162       
scale     tensara_5               shared_float4 128     16384   2097152       256     16      SKIP    SKIP    0.131       0.131       
scale     tensara_5               shared_float4 128     16384   2097152       256     32      SKIP    SKIP    0.143       0.143       
scale     tensara_5               shared_float4 128     16384   2097152       256     64      SKIP    SKIP    0.148       0.148       
scale     tensara_5               shared_float4 128     16384   2097152       256     128     SKIP    SKIP    0.147       0.147       
scale     tensara_5               shared_float4 128     16384   2097152       512     8       SKIP    SKIP    0.121       0.121       
scale     tensara_5               shared_float4 128     16384   2097152       512     16      SKIP    SKIP    0.123       0.123       
scale     tensara_5               shared_float4 128     16384   2097152       512     32      SKIP    SKIP    0.143       0.143       
scale     tensara_5               shared_float4 128     16384   2097152       512     64      SKIP    SKIP    0.149       0.149       
scale     tensara_5               shared_float4 128     16384   2097152       512     128     SKIP    SKIP    0.145       0.145       
scale     tensara_5               warp          128     16384   2097152       64      8       SKIP    SKIP    1.023       1.023       
scale     tensara_5               warp          128     16384   2097152       64      16      SKIP    SKIP    0.846       0.846       
scale     tensara_5               warp          128     16384   2097152       64      32      SKIP    SKIP    0.446       0.446       
scale     tensara_5               warp          128     16384   2097152       64      64      SKIP    SKIP    0.257       0.257       
scale     tensara_5               warp          128     16384   2097152       64      128     SKIP    SKIP    0.255       0.255       
scale     tensara_5               warp          128     16384   2097152       128     8       SKIP    SKIP    0.855       0.855       
scale     tensara_5               warp          128     16384   2097152       128     16      SKIP    SKIP    0.451       0.451       
scale     tensara_5               warp          128     16384   2097152       128     32      SKIP    SKIP    0.251       0.251       
scale     tensara_5               warp          128     16384   2097152       128     64      SKIP    SKIP    0.255       0.255       
scale     tensara_5               warp          128     16384   2097152       128     128     SKIP    SKIP    0.250       0.250       
scale     tensara_5               warp          128     16384   2097152       256     8       SKIP    SKIP    0.447       0.447       
scale     tensara_5               warp          128     16384   2097152       256     16      SKIP    SKIP    0.256       0.256       
scale     tensara_5               warp          128     16384   2097152       256     32      SKIP    SKIP    0.251       0.251       
scale     tensara_5               warp          128     16384   2097152       256     64      SKIP    SKIP    0.256       0.256       
scale     tensara_5               warp          128     16384   2097152       256     128     SKIP    SKIP    0.253       0.253       
scale     tensara_5               warp          128     16384   2097152       512     8       SKIP    SKIP    0.254       0.254       
scale     tensara_5               warp          128     16384   2097152       512     16      SKIP    SKIP    0.261       0.261       
scale     tensara_5               warp          128     16384   2097152       512     32      SKIP    SKIP    0.252       0.252       
scale     tensara_5               warp          128     16384   2097152       512     64      SKIP    SKIP    0.262       0.262       
scale     tensara_5               warp          128     16384   2097152       512     128     SKIP    SKIP    0.263       0.263       
scale     tensara_5               warp_float4   128     16384   2097152       64      8       SKIP    SKIP    0.389       0.389       
scale     tensara_5               warp_float4   128     16384   2097152       64      16      SKIP    SKIP    0.291       0.291       
scale     tensara_5               warp_float4   128     16384   2097152       64      32      SKIP    SKIP    0.178       0.178       
scale     tensara_5               warp_float4   128     16384   2097152       64      64      SKIP    SKIP    0.151       0.151       
scale     tensara_5               warp_float4   128     16384   2097152       64      128     SKIP    SKIP    0.152       0.152       
scale     tensara_5               warp_float4   128     16384   2097152       128     8       SKIP    SKIP    0.291       0.291       
scale     tensara_5               warp_float4   128     16384   2097152       128     16      SKIP    SKIP    0.178       0.178       
scale     tensara_5               warp_float4   128     16384   2097152       128     32      SKIP    SKIP    0.150       0.150       
scale     tensara_5               warp_float4   128     16384   2097152       128     64      SKIP    SKIP    0.151       0.151       
scale     tensara_5               warp_float4   128     16384   2097152       128     128     SKIP    SKIP    0.153       0.153       
scale     tensara_5               warp_float4   128     16384   2097152       256     8       SKIP    SKIP    0.181       0.181       
scale     tensara_5               warp_float4   128     16384   2097152       256     16      SKIP    SKIP    0.150       0.150       
scale     tensara_5               warp_float4   128     16384   2097152       256     32      SKIP    SKIP    0.150       0.150       
scale     tensara_5               warp_float4   128     16384   2097152       256     64      SKIP    SKIP    0.152       0.152       
scale     tensara_5               warp_float4   128     16384   2097152       256     128     SKIP    SKIP    0.150       0.150       
scale     tensara_5               warp_float4   128     16384   2097152       512     8       SKIP    SKIP    0.152       0.152       
scale     tensara_5               warp_float4   128     16384   2097152       512     16      SKIP    SKIP    0.148       0.148       
scale     tensara_5               warp_float4   128     16384   2097152       512     32      SKIP    SKIP    0.154       0.154       
scale     tensara_5               warp_float4   128     16384   2097152       512     64      SKIP    SKIP    0.156       0.156       
scale     tensara_5               warp_float4   128     16384   2097152       512     128     SKIP    SKIP    0.152       0.152       
scale     narrow_1024x32          basic         1024    32      32768         64      8       SKIP    SKIP    0.041       0.041       
scale     narrow_1024x32          basic         1024    32      32768         64      16      SKIP    SKIP    0.025       0.025       
scale     narrow_1024x32          basic         1024    32      32768         64      32      SKIP    SKIP    0.013       0.013       
scale     narrow_1024x32          basic         1024    32      32768         64      64      SKIP    SKIP    0.010       0.010       
scale     narrow_1024x32          basic         1024    32      32768         64      128     SKIP    SKIP    0.009       0.009       
scale     narrow_1024x32          basic         1024    32      32768         128     8       SKIP    SKIP    0.024       0.024       
scale     narrow_1024x32          basic         1024    32      32768         128     16      SKIP    SKIP    0.014       0.014       
scale     narrow_1024x32          basic         1024    32      32768         128     32      SKIP    SKIP    0.009       0.009       
scale     narrow_1024x32          basic         1024    32      32768         128     64      SKIP    SKIP    0.010       0.010       
scale     narrow_1024x32          basic         1024    32      32768         128     128     SKIP    SKIP    0.009       0.009       
scale     narrow_1024x32          basic         1024    32      32768         256     8       SKIP    SKIP    0.014       0.014       
scale     narrow_1024x32          basic         1024    32      32768         256     16      SKIP    SKIP    0.011       0.011       
scale     narrow_1024x32          basic         1024    32      32768         256     32      SKIP    SKIP    0.008       0.008       
scale     narrow_1024x32          basic         1024    32      32768         256     64      SKIP    SKIP    0.008       0.008       
scale     narrow_1024x32          basic         1024    32      32768         256     128     SKIP    SKIP    0.007       0.007       
scale     narrow_1024x32          basic         1024    32      32768         512     8       SKIP    SKIP    0.011       0.011       
scale     narrow_1024x32          basic         1024    32      32768         512     16      SKIP    SKIP    0.008       0.008       
scale     narrow_1024x32          basic         1024    32      32768         512     32      SKIP    SKIP    0.009       0.009       
scale     narrow_1024x32          basic         1024    32      32768         512     64      SKIP    SKIP    0.008       0.008       
scale     narrow_1024x32          basic         1024    32      32768         512     128     SKIP    SKIP    0.008       0.008       
scale     narrow_1024x32          float4        1024    32      32768         64      8       SKIP    SKIP    0.062       0.062       
scale     narrow_1024x32          float4        1024    32      32768         64      16      SKIP    SKIP    0.033       0.033       
scale     narrow_1024x32          float4        1024    32      32768         64      32      SKIP    SKIP    0.019       0.019       
scale     narrow_1024x32          float4        1024    32      32768         64      64      SKIP    SKIP    0.011       0.011       
scale     narrow_1024x32          float4        1024    32      32768         64      128     SKIP    SKIP    0.009       0.009       
scale     narrow_1024x32          float4        1024    32      32768         128     8       SKIP    SKIP    0.035       0.035       
scale     narrow_1024x32          float4        1024    32      32768         128     16      SKIP    SKIP    0.019       0.019       
scale     narrow_1024x32          float4        1024    32      32768         128     32      SKIP    SKIP    0.012       0.012       
scale     narrow_1024x32          float4        1024    32      32768         128     64      SKIP    SKIP    0.010       0.010       
scale     narrow_1024x32          float4        1024    32      32768         128     128     SKIP    SKIP    0.007       0.007       
scale     narrow_1024x32          float4        1024    32      32768         256     8       SKIP    SKIP    0.019       0.019       
scale     narrow_1024x32          float4        1024    32      32768         256     16      SKIP    SKIP    0.015       0.015       
scale     narrow_1024x32          float4        1024    32      32768         256     32      SKIP    SKIP    0.009       0.009       
scale     narrow_1024x32          float4        1024    32      32768         256     64      SKIP    SKIP    0.009       0.009       
scale     narrow_1024x32          float4        1024    32      32768         256     128     SKIP    SKIP    0.007       0.007       
scale     narrow_1024x32          float4        1024    32      32768         512     8       SKIP    SKIP    0.019       0.019       
scale     narrow_1024x32          float4        1024    32      32768         512     16      SKIP    SKIP    0.019       0.019       
scale     narrow_1024x32          float4        1024    32      32768         512     32      SKIP    SKIP    0.007       0.007       
scale     narrow_1024x32          float4        1024    32      32768         512     64      SKIP    SKIP    0.007       0.007       
scale     narrow_1024x32          float4        1024    32      32768         512     128     SKIP    SKIP    0.008       0.008       
scale     narrow_1024x32          shared        1024    32      32768         64      8       SKIP    SKIP    0.082       0.082       
scale     narrow_1024x32          shared        1024    32      32768         64      16      SKIP    SKIP    0.042       0.042       
scale     narrow_1024x32          shared        1024    32      32768         64      32      SKIP    SKIP    0.024       0.024       
scale     narrow_1024x32          shared        1024    32      32768         64      64      SKIP    SKIP    0.015       0.015       
scale     narrow_1024x32          shared        1024    32      32768         64      128     SKIP    SKIP    0.011       0.011       
scale     narrow_1024x32          shared        1024    32      32768         128     8       SKIP    SKIP    0.089       0.089       
scale     narrow_1024x32          shared        1024    32      32768         128     16      SKIP    SKIP    0.048       0.048       
scale     narrow_1024x32          shared        1024    32      32768         128     32      SKIP    SKIP    0.027       0.027       
scale     narrow_1024x32          shared        1024    32      32768         128     64      SKIP    SKIP    0.018       0.018       
scale     narrow_1024x32          shared        1024    32      32768         128     128     SKIP    SKIP    0.012       0.012       
scale     narrow_1024x32          shared        1024    32      32768         256     8       SKIP    SKIP    0.106       0.106       
scale     narrow_1024x32          shared        1024    32      32768         256     16      SKIP    SKIP    0.057       0.057       
scale     narrow_1024x32          shared        1024    32      32768         256     32      SKIP    SKIP    0.034       0.034       
scale     narrow_1024x32          shared        1024    32      32768         256     64      SKIP    SKIP    0.024       0.024       
scale     narrow_1024x32          shared        1024    32      32768         256     128     SKIP    SKIP    0.021       0.021       
scale     narrow_1024x32          shared        1024    32      32768         512     8       SKIP    SKIP    0.137       0.137       
scale     narrow_1024x32          shared        1024    32      32768         512     16      SKIP    SKIP    0.071       0.071       
scale     narrow_1024x32          shared        1024    32      32768         512     32      SKIP    SKIP    0.050       0.050       
scale     narrow_1024x32          shared        1024    32      32768         512     64      SKIP    SKIP    0.047       0.047       
scale     narrow_1024x32          shared        1024    32      32768         512     128     SKIP    SKIP    0.039       0.039       
scale     narrow_1024x32          shared_float4 1024    32      32768         64      8       SKIP    SKIP    0.092       0.092       
scale     narrow_1024x32          shared_float4 1024    32      32768         64      16      SKIP    SKIP    0.048       0.048       
scale     narrow_1024x32          shared_float4 1024    32      32768         64      32      SKIP    SKIP    0.027       0.027       
scale     narrow_1024x32          shared_float4 1024    32      32768         64      64      SKIP    SKIP    0.017       0.017       
scale     narrow_1024x32          shared_float4 1024    32      32768         64      128     SKIP    SKIP    0.019       0.019       
scale     narrow_1024x32          shared_float4 1024    32      32768         128     8       SKIP    SKIP    0.101       0.101       
scale     narrow_1024x32          shared_float4 1024    32      32768         128     16      SKIP    SKIP    0.053       0.053       
scale     narrow_1024x32          shared_float4 1024    32      32768         128     32      SKIP    SKIP    0.031       0.031       
scale     narrow_1024x32          shared_float4 1024    32      32768         128     64      SKIP    SKIP    0.020       0.020       
scale     narrow_1024x32          shared_float4 1024    32      32768         128     128     SKIP    SKIP    0.013       0.013       
scale     narrow_1024x32          shared_float4 1024    32      32768         256     8       SKIP    SKIP    0.118       0.118       
scale     narrow_1024x32          shared_float4 1024    32      32768         256     16      SKIP    SKIP    0.061       0.061       
scale     narrow_1024x32          shared_float4 1024    32      32768         256     32      SKIP    SKIP    0.038       0.038       
scale     narrow_1024x32          shared_float4 1024    32      32768         256     64      SKIP    SKIP    0.027       0.027       
scale     narrow_1024x32          shared_float4 1024    32      32768         256     128     SKIP    SKIP    0.024       0.024       
scale     narrow_1024x32          shared_float4 1024    32      32768         512     8       SKIP    SKIP    0.152       0.152       
scale     narrow_1024x32          shared_float4 1024    32      32768         512     16      SKIP    SKIP    0.078       0.078       
scale     narrow_1024x32          shared_float4 1024    32      32768         512     32      SKIP    SKIP    0.055       0.055       
scale     narrow_1024x32          shared_float4 1024    32      32768         512     64      SKIP    SKIP    0.051       0.051       
scale     narrow_1024x32          shared_float4 1024    32      32768         512     128     SKIP    SKIP    0.043       0.043       
scale     narrow_1024x32          warp          1024    32      32768         64      8       SKIP    SKIP    0.044       0.044       
scale     narrow_1024x32          warp          1024    32      32768         64      16      SKIP    SKIP    0.024       0.024       
scale     narrow_1024x32          warp          1024    32      32768         64      32      SKIP    SKIP    0.015       0.015       
scale     narrow_1024x32          warp          1024    32      32768         64      64      SKIP    SKIP    0.011       0.011       
scale     narrow_1024x32          warp          1024    32      32768         64      128     SKIP    SKIP    0.010       0.010       
scale     narrow_1024x32          warp          1024    32      32768         128     8       SKIP    SKIP    0.025       0.025       
scale     narrow_1024x32          warp          1024    32      32768         128     16      SKIP    SKIP    0.015       0.015       
scale     narrow_1024x32          warp          1024    32      32768         128     32      SKIP    SKIP    0.009       0.009       
scale     narrow_1024x32          warp          1024    32      32768         128     64      SKIP    SKIP    0.007       0.007       
scale     narrow_1024x32          warp          1024    32      32768         128     128     SKIP    SKIP    0.007       0.007       
scale     narrow_1024x32          warp          1024    32      32768         256     8       SKIP    SKIP    0.015       0.015       
scale     narrow_1024x32          warp          1024    32      32768         256     16      SKIP    SKIP    0.009       0.009       
scale     narrow_1024x32          warp          1024    32      32768         256     32      SKIP    SKIP    0.008       0.008       
scale     narrow_1024x32          warp          1024    32      32768         256     64      SKIP    SKIP    0.009       0.009       
scale     narrow_1024x32          warp          1024    32      32768         256     128     SKIP    SKIP    0.006       0.006       
scale     narrow_1024x32          warp          1024    32      32768         512     8       SKIP    SKIP    0.012       0.012       
scale     narrow_1024x32          warp          1024    32      32768         512     16      SKIP    SKIP    0.007       0.007       
scale     narrow_1024x32          warp          1024    32      32768         512     32      SKIP    SKIP    0.009       0.009       
scale     narrow_1024x32          warp          1024    32      32768         512     64      SKIP    SKIP    0.008       0.008       
scale     narrow_1024x32          warp          1024    32      32768         512     128     SKIP    SKIP    0.008       0.008       
scale     narrow_1024x32          warp_float4   1024    32      32768         64      8       SKIP    SKIP    0.041       0.041       
scale     narrow_1024x32          warp_float4   1024    32      32768         64      16      SKIP    SKIP    0.023       0.023       
scale     narrow_1024x32          warp_float4   1024    32      32768         64      32      SKIP    SKIP    0.016       0.016       
scale     narrow_1024x32          warp_float4   1024    32      32768         64      64      SKIP    SKIP    0.010       0.010       
scale     narrow_1024x32          warp_float4   1024    32      32768         64      128     SKIP    SKIP    0.014       0.014       
scale     narrow_1024x32          warp_float4   1024    32      32768         128     8       SKIP    SKIP    0.023       0.023       
scale     narrow_1024x32          warp_float4   1024    32      32768         128     16      SKIP    SKIP    0.013       0.013       
scale     narrow_1024x32          warp_float4   1024    32      32768         128     32      SKIP    SKIP    0.014       0.014       
scale     narrow_1024x32          warp_float4   1024    32      32768         128     64      SKIP    SKIP    0.007       0.007       
scale     narrow_1024x32          warp_float4   1024    32      32768         128     128     SKIP    SKIP    0.009       0.009       
scale     narrow_1024x32          warp_float4   1024    32      32768         256     8       SKIP    SKIP    0.015       0.015       
scale     narrow_1024x32          warp_float4   1024    32      32768         256     16      SKIP    SKIP    0.024       0.024       
scale     narrow_1024x32          warp_float4   1024    32      32768         256     32      SKIP    SKIP    0.008       0.008       
scale     narrow_1024x32          warp_float4   1024    32      32768         256     64      SKIP    SKIP    0.007       0.007       
scale     narrow_1024x32          warp_float4   1024    32      32768         256     128     SKIP    SKIP    0.010       0.010       
scale     narrow_1024x32          warp_float4   1024    32      32768         512     8       SKIP    SKIP    0.010       0.010       
scale     narrow_1024x32          warp_float4   1024    32      32768         512     16      SKIP    SKIP    0.008       0.008       
scale     narrow_1024x32          warp_float4   1024    32      32768         512     32      SKIP    SKIP    0.010       0.010       
scale     narrow_1024x32          warp_float4   1024    32      32768         512     64      SKIP    SKIP    0.007       0.007       
scale     narrow_1024x32          warp_float4   1024    32      32768         512     128     SKIP    SKIP    0.007       0.007       
scale     narrow_2048x64          basic         2048    64      131072        64      8       SKIP    SKIP    0.230       0.230       
scale     narrow_2048x64          basic         2048    64      131072        64      16      SKIP    SKIP    0.118       0.118       
scale     narrow_2048x64          basic         2048    64      131072        64      32      SKIP    SKIP    0.063       0.063       
scale     narrow_2048x64          basic         2048    64      131072        64      64      SKIP    SKIP    0.035       0.035       
scale     narrow_2048x64          basic         2048    64      131072        64      128     SKIP    SKIP    0.024       0.024       
scale     narrow_2048x64          basic         2048    64      131072        128     8       SKIP    SKIP    0.121       0.121       
scale     narrow_2048x64          basic         2048    64      131072        128     16      SKIP    SKIP    0.062       0.062       
scale     narrow_2048x64          basic         2048    64      131072        128     32      SKIP    SKIP    0.035       0.035       
scale     narrow_2048x64          basic         2048    64      131072        128     64      SKIP    SKIP    0.024       0.024       
scale     narrow_2048x64          basic         2048    64      131072        128     128     SKIP    SKIP    0.023       0.023       
scale     narrow_2048x64          basic         2048    64      131072        256     8       SKIP    SKIP    0.066       0.066       
scale     narrow_2048x64          basic         2048    64      131072        256     16      SKIP    SKIP    0.035       0.035       
scale     narrow_2048x64          basic         2048    64      131072        256     32      SKIP    SKIP    0.025       0.025       
scale     narrow_2048x64          basic         2048    64      131072        256     64      SKIP    SKIP    0.025       0.025       
scale     narrow_2048x64          basic         2048    64      131072        256     128     SKIP    SKIP    0.021       0.021       
scale     narrow_2048x64          basic         2048    64      131072        512     8       SKIP    SKIP    0.045       0.045       
scale     narrow_2048x64          basic         2048    64      131072        512     16      SKIP    SKIP    0.026       0.026       
scale     narrow_2048x64          basic         2048    64      131072        512     32      SKIP    SKIP    0.024       0.024       
scale     narrow_2048x64          basic         2048    64      131072        512     64      SKIP    SKIP    0.023       0.023       
scale     narrow_2048x64          basic         2048    64      131072        512     128     SKIP    SKIP    0.021       0.021       
scale     narrow_2048x64          float4        2048    64      131072        64      8       SKIP    SKIP    0.282       0.282       
scale     narrow_2048x64          float4        2048    64      131072        64      16      SKIP    SKIP    0.143       0.143       
scale     narrow_2048x64          float4        2048    64      131072        64      32      SKIP    SKIP    0.074       0.074       
scale     narrow_2048x64          float4        2048    64      131072        64      64      SKIP    SKIP    0.041       0.041       
scale     narrow_2048x64          float4        2048    64      131072        64      128     SKIP    SKIP    0.024       0.024       
scale     narrow_2048x64          float4        2048    64      131072        128     8       SKIP    SKIP    0.146       0.146       
scale     narrow_2048x64          float4        2048    64      131072        128     16      SKIP    SKIP    0.074       0.074       
scale     narrow_2048x64          float4        2048    64      131072        128     32      SKIP    SKIP    0.040       0.040       
scale     narrow_2048x64          float4        2048    64      131072        128     64      SKIP    SKIP    0.026       0.026       
scale     narrow_2048x64          float4        2048    64      131072        128     128     SKIP    SKIP    0.020       0.020       
scale     narrow_2048x64          float4        2048    64      131072        256     8       SKIP    SKIP    0.076       0.076       
scale     narrow_2048x64          float4        2048    64      131072        256     16      SKIP    SKIP    0.041       0.041       
scale     narrow_2048x64          float4        2048    64      131072        256     32      SKIP    SKIP    0.025       0.025       
scale     narrow_2048x64          float4        2048    64      131072        256     64      SKIP    SKIP    0.018       0.018       
scale     narrow_2048x64          float4        2048    64      131072        256     128     SKIP    SKIP    0.017       0.017       
scale     narrow_2048x64          float4        2048    64      131072        512     8       SKIP    SKIP    0.045       0.045       
scale     narrow_2048x64          float4        2048    64      131072        512     16      SKIP    SKIP    0.026       0.026       
scale     narrow_2048x64          float4        2048    64      131072        512     32      SKIP    SKIP    0.018       0.018       
scale     narrow_2048x64          float4        2048    64      131072        512     64      SKIP    SKIP    0.019       0.019       
scale     narrow_2048x64          float4        2048    64      131072        512     128     SKIP    SKIP    0.019       0.019       
scale     narrow_2048x64          shared        2048    64      131072        64      8       SKIP    SKIP    0.158       0.158       
scale     narrow_2048x64          shared        2048    64      131072        64      16      SKIP    SKIP    0.081       0.081       
scale     narrow_2048x64          shared        2048    64      131072        64      32      SKIP    SKIP    0.043       0.043       
scale     narrow_2048x64          shared        2048    64      131072        64      64      SKIP    SKIP    0.025       0.025       
scale     narrow_2048x64          shared        2048    64      131072        64      128     SKIP    SKIP    0.033       0.033       
scale     narrow_2048x64          shared        2048    64      131072        128     8       SKIP    SKIP    0.175       0.175       
scale     narrow_2048x64          shared        2048    64      131072        128     16      SKIP    SKIP    0.090       0.090       
scale     narrow_2048x64          shared        2048    64      131072        128     32      SKIP    SKIP    0.051       0.051       
scale     narrow_2048x64          shared        2048    64      131072        128     64      SKIP    SKIP    0.030       0.030       
scale     narrow_2048x64          shared        2048    64      131072        128     128     SKIP    SKIP    0.020       0.020       
scale     narrow_2048x64          shared        2048    64      131072        256     8       SKIP    SKIP    0.206       0.206       
scale     narrow_2048x64          shared        2048    64      131072        256     16      SKIP    SKIP    0.105       0.105       
scale     narrow_2048x64          shared        2048    64      131072        256     32      SKIP    SKIP    0.062       0.062       
scale     narrow_2048x64          shared        2048    64      131072        256     64      SKIP    SKIP    0.043       0.043       
scale     narrow_2048x64          shared        2048    64      131072        256     128     SKIP    SKIP    0.039       0.039       
scale     narrow_2048x64          shared        2048    64      131072        512     8       SKIP    SKIP    0.271       0.271       
scale     narrow_2048x64          shared        2048    64      131072        512     16      SKIP    SKIP    0.137       0.137       
scale     narrow_2048x64          shared        2048    64      131072        512     32      SKIP    SKIP    0.095       0.095       
scale     narrow_2048x64          shared        2048    64      131072        512     64      SKIP    SKIP    0.089       0.089       
scale     narrow_2048x64          shared        2048    64      131072        512     128     SKIP    SKIP    0.073       0.073       
scale     narrow_2048x64          shared_float4 2048    64      131072        64      8       SKIP    SKIP    0.179       0.179       
scale     narrow_2048x64          shared_float4 2048    64      131072        64      16      SKIP    SKIP    0.095       0.095       
scale     narrow_2048x64          shared_float4 2048    64      131072        64      32      SKIP    SKIP    0.050       0.050       
scale     narrow_2048x64          shared_float4 2048    64      131072        64      64      SKIP    SKIP    0.028       0.028       
scale     narrow_2048x64          shared_float4 2048    64      131072        64      128     SKIP    SKIP    0.020       0.020       
scale     narrow_2048x64          shared_float4 2048    64      131072        128     8       SKIP    SKIP    0.200       0.200       
scale     narrow_2048x64          shared_float4 2048    64      131072        128     16      SKIP    SKIP    0.102       0.102       
scale     narrow_2048x64          shared_float4 2048    64      131072        128     32      SKIP    SKIP    0.055       0.055       
scale     narrow_2048x64          shared_float4 2048    64      131072        128     64      SKIP    SKIP    0.034       0.034       
scale     narrow_2048x64          shared_float4 2048    64      131072        128     128     SKIP    SKIP    0.021       0.021       
scale     narrow_2048x64          shared_float4 2048    64      131072        256     8       SKIP    SKIP    0.230       0.230       
scale     narrow_2048x64          shared_float4 2048    64      131072        256     16      SKIP    SKIP    0.118       0.118       
scale     narrow_2048x64          shared_float4 2048    64      131072        256     32      SKIP    SKIP    0.072       0.072       
scale     narrow_2048x64          shared_float4 2048    64      131072        256     64      SKIP    SKIP    0.045       0.045       
scale     narrow_2048x64          shared_float4 2048    64      131072        256     128     SKIP    SKIP    0.043       0.043       
scale     narrow_2048x64          shared_float4 2048    64      131072        512     8       SKIP    SKIP    0.300       0.300       
scale     narrow_2048x64          shared_float4 2048    64      131072        512     16      SKIP    SKIP    0.153       0.153       
scale     narrow_2048x64          shared_float4 2048    64      131072        512     32      SKIP    SKIP    0.103       0.103       
scale     narrow_2048x64          shared_float4 2048    64      131072        512     64      SKIP    SKIP    0.097       0.097       
scale     narrow_2048x64          shared_float4 2048    64      131072        512     128     SKIP    SKIP    0.081       0.081       
scale     narrow_2048x64          warp          2048    64      131072        64      8       SKIP    SKIP    0.089       0.089       
scale     narrow_2048x64          warp          2048    64      131072        64      16      SKIP    SKIP    0.048       0.048       
scale     narrow_2048x64          warp          2048    64      131072        64      32      SKIP    SKIP    0.025       0.025       
scale     narrow_2048x64          warp          2048    64      131072        64      64      SKIP    SKIP    0.019       0.019       
scale     narrow_2048x64          warp          2048    64      131072        64      128     SKIP    SKIP    0.020       0.020       
scale     narrow_2048x64          warp          2048    64      131072        128     8       SKIP    SKIP    0.047       0.047       
scale     narrow_2048x64          warp          2048    64      131072        128     16      SKIP    SKIP    0.026       0.026       
scale     narrow_2048x64          warp          2048    64      131072        128     32      SKIP    SKIP    0.020       0.020       
scale     narrow_2048x64          warp          2048    64      131072        128     64      SKIP    SKIP    0.013       0.013       
scale     narrow_2048x64          warp          2048    64      131072        128     128     SKIP    SKIP    0.009       0.009       
scale     narrow_2048x64          warp          2048    64      131072        256     8       SKIP    SKIP    0.029       0.029       
scale     narrow_2048x64          warp          2048    64      131072        256     16      SKIP    SKIP    0.016       0.016       
scale     narrow_2048x64          warp          2048    64      131072        256     32      SKIP    SKIP    0.012       0.012       
scale     narrow_2048x64          warp          2048    64      131072        256     64      SKIP    SKIP    0.012       0.012       
scale     narrow_2048x64          warp          2048    64      131072        256     128     SKIP    SKIP    0.011       0.011       
scale     narrow_2048x64          warp          2048    64      131072        512     8       SKIP    SKIP    0.019       0.019       
scale     narrow_2048x64          warp          2048    64      131072        512     16      SKIP    SKIP    0.020       0.020       
scale     narrow_2048x64          warp          2048    64      131072        512     32      SKIP    SKIP    0.010       0.010       
scale     narrow_2048x64          warp          2048    64      131072        512     64      SKIP    SKIP    0.009       0.009       
scale     narrow_2048x64          warp          2048    64      131072        512     128     SKIP    SKIP    0.012       0.012       
scale     narrow_2048x64          warp_float4   2048    64      131072        64      8       SKIP    SKIP    0.077       0.077       
scale     narrow_2048x64          warp_float4   2048    64      131072        64      16      SKIP    SKIP    0.041       0.041       
scale     narrow_2048x64          warp_float4   2048    64      131072        64      32      SKIP    SKIP    0.023       0.023       
scale     narrow_2048x64          warp_float4   2048    64      131072        64      64      SKIP    SKIP    0.043       0.043       
scale     narrow_2048x64          warp_float4   2048    64      131072        64      128     SKIP    SKIP    0.019       0.019       
scale     narrow_2048x64          warp_float4   2048    64      131072        128     8       SKIP    SKIP    0.041       0.041       
scale     narrow_2048x64          warp_float4   2048    64      131072        128     16      SKIP    SKIP    0.023       0.023       
