Timing samples: mode=median repeats=5 warmup_rounds=5 shuffle_seed=6221073 metric=kernel_ms
CPU reference implemented: yes
GPU kernel implemented: yes

group     name                    kernel        rows    cols    elements      block_x grid_x  cpu     gpu     total_ms    kernel_ms   
scale     tensara_2               warp_float4   256     4096    1048576       64      32      SKIP    SKIP    0.068       0.068       
scale     tensara_2               warp_float4   256     4096    1048576       64      64      SKIP    SKIP    0.074       0.074       
scale     tensara_2               warp_float4   256     4096    1048576       64      128     SKIP    SKIP    0.078       0.078       
scale     tensara_2               warp_float4   256     4096    1048576       128     8       SKIP    SKIP    0.092       0.092       
scale     tensara_2               warp_float4   256     4096    1048576       128     16      SKIP    SKIP    0.072       0.072       
scale     tensara_2               warp_float4   256     4096    1048576       128     32      SKIP    SKIP    0.072       0.072       
scale     tensara_2               warp_float4   256     4096    1048576       128     64      SKIP    SKIP    0.076       0.076       
scale     tensara_2               warp_float4   256     4096    1048576       128     128     SKIP    SKIP    0.078       0.078       
scale     tensara_2               warp_float4   256     4096    1048576       256     8       SKIP    SKIP    0.071       0.071       
scale     tensara_2               warp_float4   256     4096    1048576       256     16      SKIP    SKIP    0.076       0.076       
scale     tensara_2               warp_float4   256     4096    1048576       256     32      SKIP    SKIP    0.075       0.075       
scale     tensara_2               warp_float4   256     4096    1048576       256     64      SKIP    SKIP    0.074       0.074       
scale     tensara_2               warp_float4   256     4096    1048576       256     128     SKIP    SKIP    0.077       0.077       
scale     tensara_2               warp_float4   256     4096    1048576       512     8       SKIP    SKIP    0.079       0.079       
scale     tensara_2               warp_float4   256     4096    1048576       512     16      SKIP    SKIP    0.078       0.078       
scale     tensara_2               warp_float4   256     4096    1048576       512     32      SKIP    SKIP    0.077       0.077       
scale     tensara_2               warp_float4   256     4096    1048576       512     64      SKIP    SKIP    0.078       0.078       
scale     tensara_2               warp_float4   256     4096    1048576       512     128     SKIP    SKIP    0.077       0.077       
scale     tensara_3               basic         128     8192    1048576       64      8       SKIP    SKIP    200.053     200.053     
scale     tensara_3               basic         128     8192    1048576       64      16      SKIP    SKIP    114.397     114.397     
scale     tensara_3               basic         128     8192    1048576       64      32      SKIP    SKIP    71.100      71.100      
scale     tensara_3               basic         128     8192    1048576       64      64      SKIP    SKIP    43.720      43.720      
scale     tensara_3               basic         128     8192    1048576       64      128     SKIP    SKIP    22.487      22.487      
scale     tensara_3               basic         128     8192    1048576       128     8       SKIP    SKIP    120.246     120.246     
scale     tensara_3               basic         128     8192    1048576       128     16      SKIP    SKIP    72.780      72.780      
scale     tensara_3               basic         128     8192    1048576       128     32      SKIP    SKIP    43.807      43.807      
scale     tensara_3               basic         128     8192    1048576       128     64      SKIP    SKIP    24.615      24.615      
scale     tensara_3               basic         128     8192    1048576       128     128     SKIP    SKIP    19.543      19.543      
scale     tensara_3               basic         128     8192    1048576       256     8       SKIP    SKIP    71.989      71.989      
scale     tensara_3               basic         128     8192    1048576       256     16      SKIP    SKIP    43.005      43.005      
scale     tensara_3               basic         128     8192    1048576       256     32      SKIP    SKIP    24.511      24.511      
scale     tensara_3               basic         128     8192    1048576       256     64      SKIP    SKIP    23.438      23.438      
scale     tensara_3               basic         128     8192    1048576       256     128     SKIP    SKIP    18.867      18.867      
scale     tensara_3               basic         128     8192    1048576       512     8       SKIP    SKIP    53.012      53.012      
scale     tensara_3               basic         128     8192    1048576       512     16      SKIP    SKIP    25.010      25.010      
scale     tensara_3               basic         128     8192    1048576       512     32      SKIP    SKIP    18.708      18.708      
scale     tensara_3               basic         128     8192    1048576       512     64      SKIP    SKIP    18.860      18.860      
scale     tensara_3               basic         128     8192    1048576       512     128     SKIP    SKIP    15.641      15.641      
scale     tensara_3               float4        128     8192    1048576       64      8       SKIP    SKIP    62.746      62.746      
scale     tensara_3               float4        128     8192    1048576       64      16      SKIP    SKIP    40.215      40.215      
scale     tensara_3               float4        128     8192    1048576       64      32      SKIP    SKIP    28.285      28.285      
scale     tensara_3               float4        128     8192    1048576       64      64      SKIP    SKIP    24.017      24.017      
scale     tensara_3               float4        128     8192    1048576       64      128     SKIP    SKIP    20.653      20.653      
scale     tensara_3               float4        128     8192    1048576       128     8       SKIP    SKIP    40.899      40.899      
scale     tensara_3               float4        128     8192    1048576       128     16      SKIP    SKIP    29.094      29.094      
scale     tensara_3               float4        128     8192    1048576       128     32      SKIP    SKIP    23.219      23.219      
scale     tensara_3               float4        128     8192    1048576       128     64      SKIP    SKIP    20.632      20.632      
scale     tensara_3               float4        128     8192    1048576       128     128     SKIP    SKIP    10.839      10.839      
scale     tensara_3               float4        128     8192    1048576       256     8       SKIP    SKIP    34.396      34.396      
scale     tensara_3               float4        128     8192    1048576       256     16      SKIP    SKIP    25.306      25.306      
scale     tensara_3               float4        128     8192    1048576       256     32      SKIP    SKIP    20.650      20.650      
scale     tensara_3               float4        128     8192    1048576       256     64      SKIP    SKIP    10.814      10.814      
scale     tensara_3               float4        128     8192    1048576       256     128     SKIP    SKIP    10.409      10.409      
scale     tensara_3               float4        128     8192    1048576       512     8       SKIP    SKIP    30.141      30.141      
scale     tensara_3               float4        128     8192    1048576       512     16      SKIP    SKIP    21.127      21.127      
scale     tensara_3               float4        128     8192    1048576       512     32      SKIP    SKIP    10.761      10.761      
scale     tensara_3               float4        128     8192    1048576       512     64      SKIP    SKIP    10.927      10.927      
scale     tensara_3               float4        128     8192    1048576       512     128     SKIP    SKIP    9.634       9.634       
scale     tensara_3               shared        128     8192    1048576       64      8       SKIP    SKIP    0.860       0.860       
scale     tensara_3               shared        128     8192    1048576       64      16      SKIP    SKIP    0.424       0.424       
scale     tensara_3               shared        128     8192    1048576       64      32      SKIP    SKIP    0.250       0.250       
scale     tensara_3               shared        128     8192    1048576       64      64      SKIP    SKIP    0.183       0.183       
scale     tensara_3               shared        128     8192    1048576       64      128     SKIP    SKIP    0.107       0.107       
scale     tensara_3               shared        128     8192    1048576       128     8       SKIP    SKIP    0.440       0.440       
scale     tensara_3               shared        128     8192    1048576       128     16      SKIP    SKIP    0.223       0.223       
scale     tensara_3               shared        128     8192    1048576       128     32      SKIP    SKIP    0.137       0.137       
scale     tensara_3               shared        128     8192    1048576       128     64      SKIP    SKIP    0.108       0.108       
scale     tensara_3               shared        128     8192    1048576       128     128     SKIP    SKIP    0.079       0.079       
scale     tensara_3               shared        128     8192    1048576       256     8       SKIP    SKIP    0.229       0.229       
scale     tensara_3               shared        128     8192    1048576       256     16      SKIP    SKIP    0.124       0.124       
scale     tensara_3               shared        128     8192    1048576       256     32      SKIP    SKIP    0.089       0.089       
scale     tensara_3               shared        128     8192    1048576       256     64      SKIP    SKIP    0.078       0.078       
scale     tensara_3               shared        128     8192    1048576       256     128     SKIP    SKIP    0.086       0.086       
scale     tensara_3               shared        128     8192    1048576       512     8       SKIP    SKIP    0.133       0.133       
scale     tensara_3               shared        128     8192    1048576       512     16      SKIP    SKIP    0.075       0.075       
scale     tensara_3               shared        128     8192    1048576       512     32      SKIP    SKIP    0.066       0.066       
scale     tensara_3               shared        128     8192    1048576       512     64      SKIP    SKIP    0.081       0.081       
scale     tensara_3               shared        128     8192    1048576       512     128     SKIP    SKIP    0.082       0.082       
scale     tensara_3               shared_float4 128     8192    1048576       64      8       SKIP    SKIP    0.249       0.249       
scale     tensara_3               shared_float4 128     8192    1048576       64      16      SKIP    SKIP    0.126       0.126       
scale     tensara_3               shared_float4 128     8192    1048576       64      32      SKIP    SKIP    0.093       0.093       
scale     tensara_3               shared_float4 128     8192    1048576       64      64      SKIP    SKIP    0.079       0.079       
scale     tensara_3               shared_float4 128     8192    1048576       64      128     SKIP    SKIP    0.074       0.074       
scale     tensara_3               shared_float4 128     8192    1048576       128     8       SKIP    SKIP    0.133       0.133       
scale     tensara_3               shared_float4 128     8192    1048576       128     16      SKIP    SKIP    0.076       0.076       
scale     tensara_3               shared_float4 128     8192    1048576       128     32      SKIP    SKIP    0.067       0.067       
scale     tensara_3               shared_float4 128     8192    1048576       128     64      SKIP    SKIP    0.074       0.074       
scale     tensara_3               shared_float4 128     8192    1048576       128     128     SKIP    SKIP    0.077       0.077       
scale     tensara_3               shared_float4 128     8192    1048576       256     8       SKIP    SKIP    0.088       0.088       
scale     tensara_3               shared_float4 128     8192    1048576       256     16      SKIP    SKIP    0.056       0.056       
scale     tensara_3               shared_float4 128     8192    1048576       256     32      SKIP    SKIP    0.058       0.058       
scale     tensara_3               shared_float4 128     8192    1048576       256     64      SKIP    SKIP    0.071       0.071       
scale     tensara_3               shared_float4 128     8192    1048576       256     128     SKIP    SKIP    0.078       0.078       
scale     tensara_3               shared_float4 128     8192    1048576       512     8       SKIP    SKIP    0.074       0.074       
scale     tensara_3               shared_float4 128     8192    1048576       512     16      SKIP    SKIP    0.054       0.054       
scale     tensara_3               shared_float4 128     8192    1048576       512     32      SKIP    SKIP    0.062       0.062       
scale     tensara_3               shared_float4 128     8192    1048576       512     64      SKIP    SKIP    0.073       0.073       
scale     tensara_3               shared_float4 128     8192    1048576       512     128     SKIP    SKIP    0.073       0.073       
scale     tensara_3               warp          128     8192    1048576       64      8       SKIP    SKIP    0.427       0.427       
scale     tensara_3               warp          128     8192    1048576       64      16      SKIP    SKIP    0.241       0.241       
scale     tensara_3               warp          128     8192    1048576       64      32      SKIP    SKIP    0.219       0.219       
scale     tensara_3               warp          128     8192    1048576       64      64      SKIP    SKIP    0.131       0.131       
scale     tensara_3               warp          128     8192    1048576       64      128     SKIP    SKIP    0.127       0.127       
scale     tensara_3               warp          128     8192    1048576       128     8       SKIP    SKIP    0.267       0.267       
scale     tensara_3               warp          128     8192    1048576       128     16      SKIP    SKIP    0.221       0.221       
scale     tensara_3               warp          128     8192    1048576       128     32      SKIP    SKIP    0.127       0.127       
scale     tensara_3               warp          128     8192    1048576       128     64      SKIP    SKIP    0.128       0.128       
scale     tensara_3               warp          128     8192    1048576       128     128     SKIP    SKIP    0.127       0.127       
scale     tensara_3               warp          128     8192    1048576       256     8       SKIP    SKIP    0.225       0.225       
scale     tensara_3               warp          128     8192    1048576       256     16      SKIP    SKIP    0.129       0.129       
scale     tensara_3               warp          128     8192    1048576       256     32      SKIP    SKIP    0.127       0.127       
scale     tensara_3               warp          128     8192    1048576       256     64      SKIP    SKIP    0.147       0.147       
scale     tensara_3               warp          128     8192    1048576       256     128     SKIP    SKIP    0.128       0.128       
scale     tensara_3               warp          128     8192    1048576       512     8       SKIP    SKIP    0.130       0.130       
scale     tensara_3               warp          128     8192    1048576       512     16      SKIP    SKIP    0.129       0.129       
scale     tensara_3               warp          128     8192    1048576       512     32      SKIP    SKIP    0.129       0.129       
scale     tensara_3               warp          128     8192    1048576       512     64      SKIP    SKIP    0.132       0.132       
scale     tensara_3               warp          128     8192    1048576       512     128     SKIP    SKIP    0.131       0.131       
scale     tensara_3               warp_float4   128     8192    1048576       64      8       SKIP    SKIP    0.162       0.162       
scale     tensara_3               warp_float4   128     8192    1048576       64      16      SKIP    SKIP    0.099       0.099       
scale     tensara_3               warp_float4   128     8192    1048576       64      32      SKIP    SKIP    0.090       0.090       
scale     tensara_3               warp_float4   128     8192    1048576       64      64      SKIP    SKIP    0.078       0.078       
scale     tensara_3               warp_float4   128     8192    1048576       64      128     SKIP    SKIP    0.079       0.079       
scale     tensara_3               warp_float4   128     8192    1048576       128     8       SKIP    SKIP    0.109       0.109       
scale     tensara_3               warp_float4   128     8192    1048576       128     16      SKIP    SKIP    0.100       0.100       
scale     tensara_3               warp_float4   128     8192    1048576       128     32      SKIP    SKIP    0.079       0.079       
scale     tensara_3               warp_float4   128     8192    1048576       128     64      SKIP    SKIP    0.081       0.081       
scale     tensara_3               warp_float4   128     8192    1048576       128     128     SKIP    SKIP    0.077       0.077       
scale     tensara_3               warp_float4   128     8192    1048576       256     8       SKIP    SKIP    0.094       0.094       
scale     tensara_3               warp_float4   128     8192    1048576       256     16      SKIP    SKIP    0.079       0.079       
scale     tensara_3               warp_float4   128     8192    1048576       256     32      SKIP    SKIP    0.078       0.078       
scale     tensara_3               warp_float4   128     8192    1048576       256     64      SKIP    SKIP    0.079       0.079       
scale     tensara_3               warp_float4   128     8192    1048576       256     128     SKIP    SKIP    0.079       0.079       
scale     tensara_3               warp_float4   128     8192    1048576       512     8       SKIP    SKIP    0.077       0.077       
scale     tensara_3               warp_float4   128     8192    1048576       512     16      SKIP    SKIP    0.080       0.080       
scale     tensara_3               warp_float4   128     8192    1048576       512     32      SKIP    SKIP    0.080       0.080       
scale     tensara_3               warp_float4   128     8192    1048576       512     64      SKIP    SKIP    0.080       0.080       
scale     tensara_3               warp_float4   128     8192    1048576       512     128     SKIP    SKIP    0.079       0.079       
scale     tensara_4               basic         256     8192    2097152       64      8       SKIP    SKIP    402.028     402.028     
scale     tensara_4               basic         256     8192    2097152       64      16      SKIP    SKIP    229.371     229.371     
scale     tensara_4               basic         256     8192    2097152       64      32      SKIP    SKIP    142.151     142.151     
scale     tensara_4               basic         256     8192    2097152       64      64      SKIP    SKIP    87.562      87.562      
scale     tensara_4               basic         256     8192    2097152       64      128     SKIP    SKIP    45.211      45.211      
scale     tensara_4               basic         256     8192    2097152       128     8       SKIP    SKIP    240.646     240.646     
scale     tensara_4               basic         256     8192    2097152       128     16      SKIP    SKIP    145.639     145.639     
scale     tensara_4               basic         256     8192    2097152       128     32      SKIP    SKIP    89.022      89.022      
scale     tensara_4               basic         256     8192    2097152       128     64      SKIP    SKIP    49.484      49.484      
scale     tensara_4               basic         256     8192    2097152       128     128     SKIP    SKIP    45.277      45.277      
scale     tensara_4               basic         256     8192    2097152       256     8       SKIP    SKIP    144.141     144.141     
scale     tensara_4               basic         256     8192    2097152       256     16      SKIP    SKIP    87.971      87.971      
scale     tensara_4               basic         256     8192    2097152       256     32      SKIP    SKIP    49.290      49.290      
scale     tensara_4               basic         256     8192    2097152       256     64      SKIP    SKIP    53.482      53.482      
scale     tensara_4               basic         256     8192    2097152       256     128     SKIP    SKIP    39.646      39.646      
scale     tensara_4               basic         256     8192    2097152       512     8       SKIP    SKIP    106.427     106.427     
scale     tensara_4               basic         256     8192    2097152       512     16      SKIP    SKIP    50.333      50.333      
scale     tensara_4               basic         256     8192    2097152       512     32      SKIP    SKIP    37.694      37.694      
scale     tensara_4               basic         256     8192    2097152       512     64      SKIP    SKIP    42.299      42.299      
scale     tensara_4               basic         256     8192    2097152       512     128     SKIP    SKIP    31.891      31.891      
scale     tensara_4               float4        256     8192    2097152       64      8       SKIP    SKIP    126.946     126.946     
scale     tensara_4               float4        256     8192    2097152       64      16      SKIP    SKIP    80.692      80.692      
scale     tensara_4               float4        256     8192    2097152       64      32      SKIP    SKIP    57.680      57.680      
scale     tensara_4               float4        256     8192    2097152       64      64      SKIP    SKIP    48.177      48.177      
scale     tensara_4               float4        256     8192    2097152       64      128     SKIP    SKIP    41.277      41.277      
scale     tensara_4               float4        256     8192    2097152       128     8       SKIP    SKIP    82.092      82.092      
scale     tensara_4               float4        256     8192    2097152       128     16      SKIP    SKIP    58.210      58.210      
scale     tensara_4               float4        256     8192    2097152       128     32      SKIP    SKIP    46.552      46.552      
scale     tensara_4               float4        256     8192    2097152       128     64      SKIP    SKIP    41.387      41.387      
scale     tensara_4               float4        256     8192    2097152       128     128     SKIP    SKIP    21.700      21.700      
scale     tensara_4               float4        256     8192    2097152       256     8       SKIP    SKIP    69.944      69.944      
scale     tensara_4               float4        256     8192    2097152       256     16      SKIP    SKIP    50.823      50.823      
scale     tensara_4               float4        256     8192    2097152       256     32      SKIP    SKIP    41.401      41.401      
scale     tensara_4               float4        256     8192    2097152       256     64      SKIP    SKIP    21.663      21.663      
scale     tensara_4               float4        256     8192    2097152       256     128     SKIP    SKIP    22.542      22.542      
scale     tensara_4               float4        256     8192    2097152       512     8       SKIP    SKIP    60.446      60.446      
scale     tensara_4               float4        256     8192    2097152       512     16      SKIP    SKIP    42.746      42.746      
scale     tensara_4               float4        256     8192    2097152       512     32      SKIP    SKIP    21.574      21.574      
scale     tensara_4               float4        256     8192    2097152       512     64      SKIP    SKIP    24.095      24.095      
scale     tensara_4               float4        256     8192    2097152       512     128     SKIP    SKIP    19.345      19.345      
scale     tensara_4               shared        256     8192    2097152       64      8       SKIP    SKIP    1.736       1.736       
scale     tensara_4               shared        256     8192    2097152       64      16      SKIP    SKIP    0.870       0.870       
scale     tensara_4               shared        256     8192    2097152       64      32      SKIP    SKIP    0.530       0.530       
scale     tensara_4               shared        256     8192    2097152       64      64      SKIP    SKIP    0.365       0.365       
scale     tensara_4               shared        256     8192    2097152       64      128     SKIP    SKIP    0.206       0.206       
scale     tensara_4               shared        256     8192    2097152       128     8       SKIP    SKIP    0.892       0.892       
scale     tensara_4               shared        256     8192    2097152       128     16      SKIP    SKIP    0.453       0.453       
scale     tensara_4               shared        256     8192    2097152       128     32      SKIP    SKIP    0.304       0.304       
scale     tensara_4               shared        256     8192    2097152       128     64      SKIP    SKIP    0.208       0.208       
scale     tensara_4               shared        256     8192    2097152       128     128     SKIP    SKIP    0.155       0.155       
scale     tensara_4               shared        256     8192    2097152       256     8       SKIP    SKIP    0.451       0.451       
scale     tensara_4               shared        256     8192    2097152       256     16      SKIP    SKIP    0.231       0.231       
scale     tensara_4               shared        256     8192    2097152       256     32      SKIP    SKIP    0.183       0.183       
scale     tensara_4               shared        256     8192    2097152       256     64      SKIP    SKIP    0.150       0.150       
scale     tensara_4               shared        256     8192    2097152       256     128     SKIP    SKIP    0.166       0.166       
scale     tensara_4               shared        256     8192    2097152       512     8       SKIP    SKIP    0.267       0.267       
scale     tensara_4               shared        256     8192    2097152       512     16      SKIP    SKIP    0.148       0.148       
scale     tensara_4               shared        256     8192    2097152       512     32      SKIP    SKIP    0.135       0.135       
scale     tensara_4               shared        256     8192    2097152       512     64      SKIP    SKIP    0.159       0.159       
scale     tensara_4               shared        256     8192    2097152       512     128     SKIP    SKIP    0.147       0.147       
scale     tensara_4               shared_float4 256     8192    2097152       64      8       SKIP    SKIP    0.485       0.485       
scale     tensara_4               shared_float4 256     8192    2097152       64      16      SKIP    SKIP    0.247       0.247       
scale     tensara_4               shared_float4 256     8192    2097152       64      32      SKIP    SKIP    0.183       0.183       
scale     tensara_4               shared_float4 256     8192    2097152       64      64      SKIP    SKIP    0.152       0.152       
scale     tensara_4               shared_float4 256     8192    2097152       64      128     SKIP    SKIP    0.147       0.147       
scale     tensara_4               shared_float4 256     8192    2097152       128     8       SKIP    SKIP    0.283       0.283       
scale     tensara_4               shared_float4 256     8192    2097152       128     16      SKIP    SKIP    0.152       0.152       
scale     tensara_4               shared_float4 256     8192    2097152       128     32      SKIP    SKIP    0.134       0.134       
scale     tensara_4               shared_float4 256     8192    2097152       128     64      SKIP    SKIP    0.142       0.142       
scale     tensara_4               shared_float4 256     8192    2097152       128     128     SKIP    SKIP    0.146       0.146       
scale     tensara_4               shared_float4 256     8192    2097152       256     8       SKIP    SKIP    0.168       0.168       
scale     tensara_4               shared_float4 256     8192    2097152       256     16      SKIP    SKIP    0.115       0.115       
scale     tensara_4               shared_float4 256     8192    2097152       256     32      SKIP    SKIP    0.126       0.126       
scale     tensara_4               shared_float4 256     8192    2097152       256     64      SKIP    SKIP    0.140       0.140       
scale     tensara_4               shared_float4 256     8192    2097152       256     128     SKIP    SKIP    0.150       0.150       
scale     tensara_4               shared_float4 256     8192    2097152       512     8       SKIP    SKIP    0.139       0.139       
scale     tensara_4               shared_float4 256     8192    2097152       512     16      SKIP    SKIP    0.104       0.104       
scale     tensara_4               shared_float4 256     8192    2097152       512     32      SKIP    SKIP    0.130       0.130       
scale     tensara_4               shared_float4 256     8192    2097152       512     64      SKIP    SKIP    0.164       0.164       
scale     tensara_4               shared_float4 256     8192    2097152       512     128     SKIP    SKIP    0.141       0.141       
scale     tensara_4               warp          256     8192    2097152       64      8       SKIP    SKIP    0.864       0.864       
scale     tensara_4               warp          256     8192    2097152       64      16      SKIP    SKIP    0.506       0.506       
scale     tensara_4               warp          256     8192    2097152       64      32      SKIP    SKIP    0.403       0.403       
scale     tensara_4               warp          256     8192    2097152       64      64      SKIP    SKIP    0.257       0.257       
scale     tensara_4               warp          256     8192    2097152       64      128     SKIP    SKIP    0.175       0.175       
scale     tensara_4               warp          256     8192    2097152       128     8       SKIP    SKIP    0.554       0.554       
scale     tensara_4               warp          256     8192    2097152       128     16      SKIP    SKIP    0.422       0.422       
scale     tensara_4               warp          256     8192    2097152       128     32      SKIP    SKIP    0.252       0.252       
scale     tensara_4               warp          256     8192    2097152       128     64      SKIP    SKIP    0.173       0.173       
scale     tensara_4               warp          256     8192    2097152       128     128     SKIP    SKIP    0.174       0.174       
scale     tensara_4               warp          256     8192    2097152       256     8       SKIP    SKIP    0.449       0.449       
scale     tensara_4               warp          256     8192    2097152       256     16      SKIP    SKIP    0.253       0.253       
scale     tensara_4               warp          256     8192    2097152       256     32      SKIP    SKIP    0.175       0.175       
scale     tensara_4               warp          256     8192    2097152       256     64      SKIP    SKIP    0.173       0.173       
scale     tensara_4               warp          256     8192    2097152       256     128     SKIP    SKIP    0.174       0.174       
scale     tensara_4               warp          256     8192    2097152       512     8       SKIP    SKIP    0.252       0.252       
scale     tensara_4               warp          256     8192    2097152       512     16      SKIP    SKIP    0.174       0.174       
scale     tensara_4               warp          256     8192    2097152       512     32      SKIP    SKIP    0.175       0.175       
scale     tensara_4               warp          256     8192    2097152       512     64      SKIP    SKIP    0.175       0.175       
scale     tensara_4               warp          256     8192    2097152       512     128     SKIP    SKIP    0.174       0.174       
scale     tensara_4               warp_float4   256     8192    2097152       64      8       SKIP    SKIP    0.326       0.326       
scale     tensara_4               warp_float4   256     8192    2097152       64      16      SKIP    SKIP    0.201       0.201       
scale     tensara_4               warp_float4   256     8192    2097152       64      32      SKIP    SKIP    0.171       0.171       
scale     tensara_4               warp_float4   256     8192    2097152       64      64      SKIP    SKIP    0.151       0.151       
scale     tensara_4               warp_float4   256     8192    2097152       64      128     SKIP    SKIP    0.148       0.148       
scale     tensara_4               warp_float4   256     8192    2097152       128     8       SKIP    SKIP    0.219       0.219       
scale     tensara_4               warp_float4   256     8192    2097152       128     16      SKIP    SKIP    0.177       0.177       
scale     tensara_4               warp_float4   256     8192    2097152       128     32      SKIP    SKIP    0.154       0.154       
scale     tensara_4               warp_float4   256     8192    2097152       128     64      SKIP    SKIP    0.145       0.145       
scale     tensara_4               warp_float4   256     8192    2097152       128     128     SKIP    SKIP    0.147       0.147       
scale     tensara_4               warp_float4   256     8192    2097152       256     8       SKIP    SKIP    0.180       0.180       
scale     tensara_4               warp_float4   256     8192    2097152       256     16      SKIP    SKIP    0.152       0.152       
scale     tensara_4               warp_float4   256     8192    2097152       256     32      SKIP    SKIP    0.145       0.145       
scale     tensara_4               warp_float4   256     8192    2097152       256     64      SKIP    SKIP    0.146       0.146       
scale     tensara_4               warp_float4   256     8192    2097152       256     128     SKIP    SKIP    0.144       0.144       
scale     tensara_4               warp_float4   256     8192    2097152       512     8       SKIP    SKIP    0.153       0.153       
scale     tensara_4               warp_float4   256     8192    2097152       512     16      SKIP    SKIP    0.146       0.146       
scale     tensara_4               warp_float4   256     8192    2097152       512     32      SKIP    SKIP    0.145       0.145       
scale     tensara_4               warp_float4   256     8192    2097152       512     64      SKIP    SKIP    0.146       0.146       
scale     tensara_4               warp_float4   256     8192    2097152       512     128     SKIP    SKIP    0.143       0.143       
scale     tensara_5               basic         128     16384   2097152       64      8       SKIP    SKIP    741.873     741.873     
scale     tensara_5               basic         128     16384   2097152       64      16      SKIP    SKIP    401.904     401.904     
scale     tensara_5               basic         128     16384   2097152       64      32      SKIP    SKIP    233.334     233.334     
scale     tensara_5               basic         128     16384   2097152       64      64      SKIP    SKIP    142.873     142.873     
scale     tensara_5               basic         128     16384   2097152       64      128     SKIP    SKIP    93.659      93.659      
scale     tensara_5               basic         128     16384   2097152       128     8       SKIP    SKIP    415.398     415.398     
scale     tensara_5               basic         128     16384   2097152       128     16      SKIP    SKIP    237.865     237.865     
scale     tensara_5               basic         128     16384   2097152       128     32      SKIP    SKIP    145.502     145.502     
scale     tensara_5               basic         128     16384   2097152       128     64      SKIP    SKIP    95.687      95.687      
scale     tensara_5               basic         128     16384   2097152       128     128     SKIP    SKIP    94.631      94.631      
scale     tensara_5               basic         128     16384   2097152       256     8       SKIP    SKIP    240.538     240.538     
scale     tensara_5               basic         128     16384   2097152       256     16      SKIP    SKIP    144.464     144.464     
scale     tensara_5               basic         128     16384   2097152       256     32      SKIP    SKIP    94.374      94.374      
scale     tensara_5               basic         128     16384   2097152       256     64      SKIP    SKIP    102.882     102.882     
scale     tensara_5               basic         128     16384   2097152       256     128     SKIP    SKIP    80.237      80.237      
scale     tensara_5               basic         128     16384   2097152       512     8       SKIP    SKIP    187.749     187.749     
scale     tensara_5               basic         128     16384   2097152       512     16      SKIP    SKIP    106.754     106.754     
scale     tensara_5               basic         128     16384   2097152       512     32      SKIP    SKIP    86.139      86.139      
scale     tensara_5               basic         128     16384   2097152       512     64      SKIP    SKIP    89.611      89.611      
scale     tensara_5               basic         128     16384   2097152       512     128     SKIP    SKIP    68.893      68.893      
scale     tensara_5               float4        128     16384   2097152       64      8       SKIP    SKIP    216.865     216.865     
scale     tensara_5               float4        128     16384   2097152       64      16      SKIP    SKIP    125.706     125.706     
scale     tensara_5               float4        128     16384   2097152       64      32      SKIP    SKIP    80.152      80.152      
scale     tensara_5               float4        128     16384   2097152       64      64      SKIP    SKIP    62.615      62.615      
scale     tensara_5               float4        128     16384   2097152       64      128     SKIP    SKIP    54.538      54.538      
scale     tensara_5               float4        128     16384   2097152       128     8       SKIP    SKIP    128.458     128.458     
scale     tensara_5               float4        128     16384   2097152       128     16      SKIP    SKIP    81.529      81.529      
scale     tensara_5               float4        128     16384   2097152       128     32      SKIP    SKIP    58.208      58.208      
scale     tensara_5               float4        128     16384   2097152       128     64      SKIP    SKIP    54.510      54.510      
scale     tensara_5               float4        128     16384   2097152       128     128     SKIP    SKIP    42.719      42.719      
scale     tensara_5               float4        128     16384   2097152       256     8       SKIP    SKIP    107.534     107.534     
scale     tensara_5               float4        128     16384   2097152       256     16      SKIP    SKIP    69.634      69.634      
scale     tensara_5               float4        128     16384   2097152       256     32      SKIP    SKIP    50.850      50.850      
scale     tensara_5               float4        128     16384   2097152       256     64      SKIP    SKIP    42.707      42.707      
scale     tensara_5               float4        128     16384   2097152       256     128     SKIP    SKIP    47.098      47.098      
scale     tensara_5               float4        128     16384   2097152       512     8       SKIP    SKIP    95.386      95.386      
scale     tensara_5               float4        128     16384   2097152       512     16      SKIP    SKIP    60.276      60.276      
scale     tensara_5               float4        128     16384   2097152       512     32      SKIP    SKIP    42.578      42.578      
scale     tensara_5               float4        128     16384   2097152       512     64      SKIP    SKIP    47.540      47.540      
scale     tensara_5               float4        128     16384   2097152       512     128     SKIP    SKIP    38.808      38.808      
scale     tensara_5               shared        128     16384   2097152       64      8       SKIP    SKIP    1.810       1.810       
scale     tensara_5               shared        128     16384   2097152       64      16      SKIP    SKIP    0.993       0.993       
scale     tensara_5               shared        128     16384   2097152       64      32      SKIP    SKIP    0.688       0.688       
scale     tensara_5               shared        128     16384   2097152       64      64      SKIP    SKIP    0.361       0.361       
scale     tensara_5               shared        128     16384   2097152       64      128     SKIP    SKIP    0.209       0.209       
scale     tensara_5               shared        128     16384   2097152       128     8       SKIP    SKIP    0.927       0.927       
scale     tensara_5               shared        128     16384   2097152       128     16      SKIP    SKIP    0.520       0.520       
scale     tensara_5               shared        128     16384   2097152       128     32      SKIP    SKIP    0.387       0.387       
scale     tensara_5               shared        128     16384   2097152       128     64      SKIP    SKIP    0.209       0.209       
scale     tensara_5               shared        128     16384   2097152       128     128     SKIP    SKIP    0.154       0.154       
