Timing samples: mode=median repeats=5 warmup_rounds=5
CPU reference implemented: yes
GPU kernel implemented: yes

group     name                        kernel    N       scalar    block   grid    cpu     gpu     kernel_ms   
sweep     9216x9216 scalar=0.200000   float4    9216    0.200     512     128     SKIP    SKIP    3.777       
sweep     9216x9216 scalar=-0.300000  basic     9216    -0.300    64      8       SKIP    SKIP    51.279      
sweep     9216x9216 scalar=-0.300000  basic     9216    -0.300    64      16      SKIP    SKIP    26.345      
sweep     9216x9216 scalar=-0.300000  basic     9216    -0.300    64      32      SKIP    SKIP    13.835      
sweep     9216x9216 scalar=-0.300000  basic     9216    -0.300    64      64      SKIP    SKIP    7.469       
sweep     9216x9216 scalar=-0.300000  basic     9216    -0.300    64      128     SKIP    SKIP    4.667       
sweep     9216x9216 scalar=-0.300000  basic     9216    -0.300    128     8       SKIP    SKIP    26.342      
sweep     9216x9216 scalar=-0.300000  basic     9216    -0.300    128     16      SKIP    SKIP    13.833      
sweep     9216x9216 scalar=-0.300000  basic     9216    -0.300    128     32      SKIP    SKIP    7.476       
sweep     9216x9216 scalar=-0.300000  basic     9216    -0.300    128     64      SKIP    SKIP    4.665       
sweep     9216x9216 scalar=-0.300000  basic     9216    -0.300    128     128     SKIP    SKIP    3.974       
sweep     9216x9216 scalar=-0.300000  basic     9216    -0.300    256     8       SKIP    SKIP    13.818      
sweep     9216x9216 scalar=-0.300000  basic     9216    -0.300    256     16      SKIP    SKIP    7.456       
sweep     9216x9216 scalar=-0.300000  basic     9216    -0.300    256     32      SKIP    SKIP    4.684       
sweep     9216x9216 scalar=-0.300000  basic     9216    -0.300    256     64      SKIP    SKIP    3.977       
sweep     9216x9216 scalar=-0.300000  basic     9216    -0.300    256     128     SKIP    SKIP    4.418       
sweep     9216x9216 scalar=-0.300000  basic     9216    -0.300    512     8       SKIP    SKIP    7.440       
sweep     9216x9216 scalar=-0.300000  basic     9216    -0.300    512     16      SKIP    SKIP    4.678       
sweep     9216x9216 scalar=-0.300000  basic     9216    -0.300    512     32      SKIP    SKIP    3.972       
sweep     9216x9216 scalar=-0.300000  basic     9216    -0.300    512     64      SKIP    SKIP    4.409       
sweep     9216x9216 scalar=-0.300000  basic     9216    -0.300    512     128     SKIP    SKIP    4.054       
sweep     9216x9216 scalar=-0.300000  float4    9216    -0.300    64      8       SKIP    SKIP    14.402      
sweep     9216x9216 scalar=-0.300000  float4    9216    -0.300    64      16      SKIP    SKIP    7.820       
sweep     9216x9216 scalar=-0.300000  float4    9216    -0.300    64      32      SKIP    SKIP    4.728       
sweep     9216x9216 scalar=-0.300000  float4    9216    -0.300    64      64      SKIP    SKIP    3.914       
sweep     9216x9216 scalar=-0.300000  float4    9216    -0.300    64      128     SKIP    SKIP    3.775       
sweep     9216x9216 scalar=-0.300000  float4    9216    -0.300    128     8       SKIP    SKIP    7.817       
sweep     9216x9216 scalar=-0.300000  float4    9216    -0.300    128     16      SKIP    SKIP    4.729       
sweep     9216x9216 scalar=-0.300000  float4    9216    -0.300    128     32      SKIP    SKIP    3.899       
sweep     9216x9216 scalar=-0.300000  float4    9216    -0.300    128     64      SKIP    SKIP    3.785       
sweep     9216x9216 scalar=-0.300000  float4    9216    -0.300    128     128     SKIP    SKIP    3.780       
sweep     9216x9216 scalar=-0.300000  float4    9216    -0.300    256     8       SKIP    SKIP    4.712       
sweep     9216x9216 scalar=-0.300000  float4    9216    -0.300    256     16      SKIP    SKIP    3.895       
sweep     9216x9216 scalar=-0.300000  float4    9216    -0.300    256     32      SKIP    SKIP    3.784       
sweep     9216x9216 scalar=-0.300000  float4    9216    -0.300    256     64      SKIP    SKIP    3.783       
sweep     9216x9216 scalar=-0.300000  float4    9216    -0.300    256     128     SKIP    SKIP    3.834       
sweep     9216x9216 scalar=-0.300000  float4    9216    -0.300    512     8       SKIP    SKIP    3.897       
sweep     9216x9216 scalar=-0.300000  float4    9216    -0.300    512     16      SKIP    SKIP    3.782       
sweep     9216x9216 scalar=-0.300000  float4    9216    -0.300    512     32      SKIP    SKIP    3.785       
sweep     9216x9216 scalar=-0.300000  float4    9216    -0.300    512     64      SKIP    SKIP    3.830       
sweep     9216x9216 scalar=-0.300000  float4    9216    -0.300    512     128     SKIP    SKIP    3.794       
sweep     9216x9216 scalar=0.400000   basic     9216    0.400     64      8       SKIP    SKIP    51.257      
sweep     9216x9216 scalar=0.400000   basic     9216    0.400     64      16      SKIP    SKIP    26.356      
sweep     9216x9216 scalar=0.400000   basic     9216    0.400     64      32      SKIP    SKIP    13.843      
sweep     9216x9216 scalar=0.400000   basic     9216    0.400     64      64      SKIP    SKIP    7.470       
sweep     9216x9216 scalar=0.400000   basic     9216    0.400     64      128     SKIP    SKIP    4.676       
sweep     9216x9216 scalar=0.400000   basic     9216    0.400     128     8       SKIP    SKIP    26.340      
sweep     9216x9216 scalar=0.400000   basic     9216    0.400     128     16      SKIP    SKIP    13.841      
sweep     9216x9216 scalar=0.400000   basic     9216    0.400     128     32      SKIP    SKIP    7.472       
sweep     9216x9216 scalar=0.400000   basic     9216    0.400     128     64      SKIP    SKIP    4.670       
sweep     9216x9216 scalar=0.400000   basic     9216    0.400     128     128     SKIP    SKIP    3.978       
sweep     9216x9216 scalar=0.400000   basic     9216    0.400     256     8       SKIP    SKIP    13.825      
sweep     9216x9216 scalar=0.400000   basic     9216    0.400     256     16      SKIP    SKIP    7.457       
sweep     9216x9216 scalar=0.400000   basic     9216    0.400     256     32      SKIP    SKIP    4.675       
sweep     9216x9216 scalar=0.400000   basic     9216    0.400     256     64      SKIP    SKIP    3.973       
sweep     9216x9216 scalar=0.400000   basic     9216    0.400     256     128     SKIP    SKIP    4.418       
sweep     9216x9216 scalar=0.400000   basic     9216    0.400     512     8       SKIP    SKIP    7.442       
sweep     9216x9216 scalar=0.400000   basic     9216    0.400     512     16      SKIP    SKIP    4.682       
sweep     9216x9216 scalar=0.400000   basic     9216    0.400     512     32      SKIP    SKIP    3.964       
sweep     9216x9216 scalar=0.400000   basic     9216    0.400     512     64      SKIP    SKIP    4.405       
sweep     9216x9216 scalar=0.400000   basic     9216    0.400     512     128     SKIP    SKIP    4.046       
sweep     9216x9216 scalar=0.400000   float4    9216    0.400     64      8       SKIP    SKIP    14.440      
sweep     9216x9216 scalar=0.400000   float4    9216    0.400     64      16      SKIP    SKIP    7.826       
sweep     9216x9216 scalar=0.400000   float4    9216    0.400     64      32      SKIP    SKIP    4.727       
sweep     9216x9216 scalar=0.400000   float4    9216    0.400     64      64      SKIP    SKIP    3.897       
sweep     9216x9216 scalar=0.400000   float4    9216    0.400     64      128     SKIP    SKIP    3.780       
sweep     9216x9216 scalar=0.400000   float4    9216    0.400     128     8       SKIP    SKIP    7.816       
sweep     9216x9216 scalar=0.400000   float4    9216    0.400     128     16      SKIP    SKIP    4.718       
sweep     9216x9216 scalar=0.400000   float4    9216    0.400     128     32      SKIP    SKIP    3.912       
sweep     9216x9216 scalar=0.400000   float4    9216    0.400     128     64      SKIP    SKIP    3.785       
sweep     9216x9216 scalar=0.400000   float4    9216    0.400     128     128     SKIP    SKIP    3.790       
sweep     9216x9216 scalar=0.400000   float4    9216    0.400     256     8       SKIP    SKIP    4.716       
sweep     9216x9216 scalar=0.400000   float4    9216    0.400     256     16      SKIP    SKIP    3.907       
sweep     9216x9216 scalar=0.400000   float4    9216    0.400     256     32      SKIP    SKIP    3.787       
sweep     9216x9216 scalar=0.400000   float4    9216    0.400     256     64      SKIP    SKIP    3.779       
sweep     9216x9216 scalar=0.400000   float4    9216    0.400     256     128     SKIP    SKIP    3.835       
sweep     9216x9216 scalar=0.400000   float4    9216    0.400     512     8       SKIP    SKIP    3.896       
sweep     9216x9216 scalar=0.400000   float4    9216    0.400     512     16      SKIP    SKIP    3.781       
sweep     9216x9216 scalar=0.400000   float4    9216    0.400     512     32      SKIP    SKIP    3.785       
sweep     9216x9216 scalar=0.400000   float4    9216    0.400     512     64      SKIP    SKIP    3.830       
sweep     9216x9216 scalar=0.400000   float4    9216    0.400     512     128     SKIP    SKIP    3.777       
sweep     9216x9216 scalar=-0.500000  basic     9216    -0.500    64      8       SKIP    SKIP    51.255      
sweep     9216x9216 scalar=-0.500000  basic     9216    -0.500    64      16      SKIP    SKIP    26.353      
sweep     9216x9216 scalar=-0.500000  basic     9216    -0.500    64      32      SKIP    SKIP    13.856      
sweep     9216x9216 scalar=-0.500000  basic     9216    -0.500    64      64      SKIP    SKIP    7.472       
sweep     9216x9216 scalar=-0.500000  basic     9216    -0.500    64      128     SKIP    SKIP    4.673       
sweep     9216x9216 scalar=-0.500000  basic     9216    -0.500    128     8       SKIP    SKIP    26.350      
sweep     9216x9216 scalar=-0.500000  basic     9216    -0.500    128     16      SKIP    SKIP    13.837      
sweep     9216x9216 scalar=-0.500000  basic     9216    -0.500    128     32      SKIP    SKIP    7.476       
sweep     9216x9216 scalar=-0.500000  basic     9216    -0.500    128     64      SKIP    SKIP    4.668       
sweep     9216x9216 scalar=-0.500000  basic     9216    -0.500    128     128     SKIP    SKIP    3.970       
sweep     9216x9216 scalar=-0.500000  basic     9216    -0.500    256     8       SKIP    SKIP    13.827      
sweep     9216x9216 scalar=-0.500000  basic     9216    -0.500    256     16      SKIP    SKIP    7.454       
sweep     9216x9216 scalar=-0.500000  basic     9216    -0.500    256     32      SKIP    SKIP    4.669       
sweep     9216x9216 scalar=-0.500000  basic     9216    -0.500    256     64      SKIP    SKIP    3.967       
sweep     9216x9216 scalar=-0.500000  basic     9216    -0.500    256     128     SKIP    SKIP    4.412       
sweep     9216x9216 scalar=-0.500000  basic     9216    -0.500    512     8       SKIP    SKIP    7.450       
sweep     9216x9216 scalar=-0.500000  basic     9216    -0.500    512     16      SKIP    SKIP    4.670       
sweep     9216x9216 scalar=-0.500000  basic     9216    -0.500    512     32      SKIP    SKIP    3.972       
sweep     9216x9216 scalar=-0.500000  basic     9216    -0.500    512     64      SKIP    SKIP    4.412       
sweep     9216x9216 scalar=-0.500000  basic     9216    -0.500    512     128     SKIP    SKIP    4.056       
sweep     9216x9216 scalar=-0.500000  float4    9216    -0.500    64      8       SKIP    SKIP    14.411      
sweep     9216x9216 scalar=-0.500000  float4    9216    -0.500    64      16      SKIP    SKIP    7.821       
sweep     9216x9216 scalar=-0.500000  float4    9216    -0.500    64      32      SKIP    SKIP    4.742       
sweep     9216x9216 scalar=-0.500000  float4    9216    -0.500    64      64      SKIP    SKIP    3.904       
sweep     9216x9216 scalar=-0.500000  float4    9216    -0.500    64      128     SKIP    SKIP    3.782       
sweep     9216x9216 scalar=-0.500000  float4    9216    -0.500    128     8       SKIP    SKIP    7.833       
sweep     9216x9216 scalar=-0.500000  float4    9216    -0.500    128     16      SKIP    SKIP    4.734       
sweep     9216x9216 scalar=-0.500000  float4    9216    -0.500    128     32      SKIP    SKIP    3.893       
sweep     9216x9216 scalar=-0.500000  float4    9216    -0.500    128     64      SKIP    SKIP    3.783       
sweep     9216x9216 scalar=-0.500000  float4    9216    -0.500    128     128     SKIP    SKIP    3.788       
sweep     9216x9216 scalar=-0.500000  float4    9216    -0.500    256     8       SKIP    SKIP    4.708       
sweep     9216x9216 scalar=-0.500000  float4    9216    -0.500    256     16      SKIP    SKIP    3.903       
sweep     9216x9216 scalar=-0.500000  float4    9216    -0.500    256     32      SKIP    SKIP    3.787       
sweep     9216x9216 scalar=-0.500000  float4    9216    -0.500    256     64      SKIP    SKIP    3.788       
sweep     9216x9216 scalar=-0.500000  float4    9216    -0.500    256     128     SKIP    SKIP    3.830       
sweep     9216x9216 scalar=-0.500000  float4    9216    -0.500    512     8       SKIP    SKIP    3.902       
sweep     9216x9216 scalar=-0.500000  float4    9216    -0.500    512     16      SKIP    SKIP    3.779       
sweep     9216x9216 scalar=-0.500000  float4    9216    -0.500    512     32      SKIP    SKIP    3.793       
sweep     9216x9216 scalar=-0.500000  float4    9216    -0.500    512     64      SKIP    SKIP    3.829       
sweep     9216x9216 scalar=-0.500000  float4    9216    -0.500    512     128     SKIP    SKIP    3.783       
